"V1" "V2"
"1" 50.738045 84.59861
"2" 50.738114 129.527435
"3" 50.738182 150.540924
"4" 50.73825 129.8396
"5" 50.738318 65.369095
"6" 51.182636 66.416061
"7" 51.182705 147.018433
"8" 51.182774 172.466064
"9" 51.182844 129.615845
"10" 51.182913 55.010239
"11" 51.283545 65.36097
"12" 51.283615 111.715462
"13" 51.283684 128.154175
"14" 51.283753 116.67585
"15" 51.283823 83.991692
"16" 53.342585 83.588799
"17" 53.342659 129.835266
"18" 53.342733 152.812683
"19" 53.342806 132.257843
"20" 53.34288 78.314674
"21" 53.951169 85.511024
"22" 53.951244 118.37632
"23" 53.951319 127.78788
"24" 53.951394 110.628288
"25" 53.951469 78.280373
"26" 54.2496 93.736656
"27" 54.249676 162.862366
"28" 54.249751 199.084015
"29" 54.249827 184.510132
"30" 54.249902 145.196899
"31" 54.249978 118.335045
"32" 54.250053 100.647057
"33" 54.855013 74.680031
"34" 54.85509 118.031975
"35" 54.855167 132.929779
"36" 54.855243 117.862511
"37" 54.85532 68.813438
"38" 55.024905 77.597694
"39" 55.024982 137.995361
"40" 55.025059 162.42627
"41" 55.025137 139.928528
"42" 55.025214 87.184547
"43" 55.204108 112.173378
"44" 55.204185 133.56781
"45" 55.204263 141.944061
"46" 55.20434 137.61969
"47" 55.204418 113.500832
"48" 55.204495 63.283066
"49" 55.442773 108.27282
"50" 55.442851 169.466797
"51" 55.442929 208.662689
"52" 55.443007 197.95108
"53" 55.443084 140.422089
"54" 55.443162 67.388084
"55" 55.696567 101.634056
"56" 55.696645 116.999031
"57" 55.696724 128.189423
"58" 55.696802 135.193695
"59" 55.696881 132.958252
"60" 55.696959 117.133797
"61" 55.697038 87.548256
"62" 56.282068 92.821419
"63" 56.282148 114.136452
"64" 56.282227 139.463196
"65" 56.282307 154.387665
"66" 56.282387 145.68103
"67" 56.282467 116.747047
"68" 56.282546 81.231026
"69" 56.823016 84.447502
"70" 56.823096 117.532982
"71" 56.823177 143.829529
"72" 56.823258 147.581421
"73" 56.823339 117.832573
"74" 56.82342 62.160484
"75" 57.44664 99.986778
"76" 57.446722 123.387688
"77" 57.446805 127.028542
"78" 57.446887 114.263084
"79" 57.446969 87.617348
"80" 58.768713 83.21209
"81" 58.768798 138.710175
"82" 58.768883 167.670593
"83" 58.768968 148.851837
"84" 58.769053 97.775429
"85" 59.013505 145.546265
"86" 59.013591 454.561432
"87" 59.013677 803.197571
"88" 59.013762 975.344727
"89" 59.013848 856.268921
"90" 59.013933 550.482422
"91" 59.014019 258.088257
"92" 59.014105 67.467041
"93" 59.050939 57.177521
"94" 59.051025 115.035805
"95" 59.05111 137.808411
"96" 59.051196 116.76786
"97" 59.051282 62.179543
"98" 59.070741 68.481323
"99" 59.070826 114.250237
"100" 59.070912 126.709892
"101" 59.070998 116.967201
"102" 59.071084 90.388725
"103" 59.301466 106.641548
"104" 59.301552 126.481224
"105" 59.301638 125.264534
"106" 59.301725 113.01162
"107" 59.301811 97.344551
"108" 59.707607 58.162415
"109" 59.707694 120.374367
"110" 59.707781 153.842529
"111" 59.707869 133.952667
"112" 59.707956 81.149391
"113" 59.837999 90.27935
"114" 59.838087 116.637016
"115" 59.838174 127.294655
"116" 59.838262 113.100441
"117" 59.838349 84.515785
"118" 60.053458 78.104591
"119" 60.053546 126.331779
"120" 60.053634 142.522156
"121" 60.053722 114.186043
"122" 60.05381 45.760475
"123" 60.982851 97.07856
"124" 60.98294 120.16404
"125" 60.98303 130.061096
"126" 60.98312 113.715843
"127" 60.98321 71.916924
"128" 61.412507 62.240364
"129" 61.412598 115.890633
"130" 61.412689 141.911072
"131" 61.41278 129.367981
"132" 61.41287 83.210686
"133" 61.693326 100.530998
"134" 61.693418 156.307617
"135" 61.693509 175.529694
"136" 61.693601 152.027924
"137" 61.693692 98.672203
"138" 61.987504 60.187157
"139" 61.987596 133.428436
"140" 61.987688 207.765961
"141" 61.98778 172.855499
"142" 61.987873 178.524048
"143" 61.987965 1059.650146
"144" 61.988057 3456.765869
"145" 61.988149 6678.20166
"146" 61.988241 8700.385742
"147" 61.988333 7944.665039
"148" 61.988426 4925.343262
"149" 61.988518 1737.60498
"150" 61.98861 13.969406
"151" 62.011107 72.46508
"152" 62.011199 113.36982
"153" 62.011291 129.421051
