"V1" "V2"
"1" 50.061098 89.709106
"2" 50.061165 145.87674
"3" 50.061232 167.786469
"4" 50.061299 138.64595
"5" 50.061366 71.275833
"6" 50.06732 65.270035
"7" 50.067387 110.006897
"8" 50.067454 131.374207
"9" 50.067521 121.25264
"10" 50.067588 86.895721
"11" 50.355189 66.968079
"12" 50.355256 105.725357
"13" 50.355324 126.763428
"14" 50.355391 113.034439
"15" 50.355459 63.601795
"16" 50.550044 87.918915
"17" 50.550112 121.271835
"18" 50.55018 127.26535
"19" 50.550248 109.902588
"20" 50.550316 90.499054
"21" 50.765701 83.21077
"22" 50.765769 109.718323
"23" 50.765837 126.826614
"24" 50.765906 119.911667
"25" 50.765974 81.765808
"26" 51.092438 101.287796
"27" 51.092507 117.196701
"28" 51.092576 122.161362
"29" 51.092645 108.698288
"30" 51.092714 69.068405
"31" 51.715879 80.865051
"32" 51.715949 120.218292
"33" 51.71602 136.56366
"34" 51.71609 111.577194
"35" 51.71616 50.145039
"36" 52.132299 42.748859
"37" 52.13237 121.905624
"38" 52.132441 168.369675
"39" 52.132512 159.812698
"40" 52.132583 95.460632
"41" 52.812021 97.63382
"42" 52.812094 123.790817
"43" 52.812166 137.54422
"44" 52.812239 127.927399
"45" 52.812311 88.706345
"46" 52.935097 88.108414
"47" 52.93517 115.989258
"48" 52.935243 134.531891
"49" 52.935315 135.450424
"50" 52.935388 118.920898
"51" 52.935461 98.454803
"52" 53.035108 86.119537
"53" 53.035181 108.180389
"54" 53.035254 120.18457
"55" 53.035327 123.83577
"56" 53.0354 115.661133
"57" 53.035473 97.248093
"58" 53.088763 89.467117
"59" 53.088836 108.993652
"60" 53.088909 114.347733
"61" 53.088982 118.34465
"62" 53.089055 120.177521
"63" 53.089128 104.128555
"64" 53.325593 70.787827
"65" 53.325666 115.87616
"66" 53.32574 133.320221
"67" 53.325813 123.332687
"68" 53.325887 91.289276
"69" 53.899789 74.506012
"70" 53.899864 110.205124
"71" 53.899939 131.770126
"72" 53.900013 119.758545
