"V1" "V2"
"1" 50.644186 86.419968
"2" 50.644254 143.837234
"3" 50.644322 163.797531
"4" 50.64439 138.025909
"5" 50.644458 83.8237
"6" 52.200612 74.976181
"7" 52.200683 124.418884
"8" 52.200754 131.779129
"9" 52.200825 108.927963
"10" 52.200897 86.396927
"11" 52.492445 72.355331
"12" 52.492517 130.920578
"13" 52.492589 141.692291
"14" 52.492661 107.275772
"15" 52.492733 54.232975
"16" 52.621974 104.592697
"17" 52.622046 139.592514
"18" 52.622118 141.215851
"19" 52.622191 111.493042
"20" 52.622263 76.125961
"21" 53.483548 94.916519
"22" 53.483622 121.896408
"23" 53.483696 130.238388
"24" 53.48377 108.267136
"25" 53.483844 59.733425
"26" 53.721392 68.200485
"27" 53.721466 106.900269
"28" 53.72154 123.884857
"29" 53.721615 117.262939
"30" 53.721689 92.895584
"31" 53.955061 92.987183
"32" 53.955136 114.878265
"33" 53.955211 125.682617
"34" 53.955286 119.79509
"35" 53.955361 91.04451
"36" 54.098761 94.409912
"37" 54.098836 120.978058
"38" 54.098911 127.615677
"39" 54.098986 109.193268
"40" 54.099061 75.064133
"41" 54.204124 97.192093
"42" 54.204199 125.801758
"43" 54.204275 136.734512
"44" 54.20435 114.976822
"45" 54.204425 58.686588
"46" 54.334673 80.990433
"47" 54.334748 114.084732
"48" 54.334824 121.911316
"49" 54.3349 109.865143
"50" 54.334975 81.375458
"51" 54.966519 87.430923
"52" 54.966596 119.766602
"53" 54.966673 138.095108
"54" 54.96675 118.489624
"55" 54.966827 65.989502
"56" 55.030071 69.561508
"57" 55.030148 114.111084
"58" 55.030225 132.115799
"59" 55.030302 116.615906
"60" 55.030379 72.805634
"61" 55.51301 71.128876
"62" 55.513088 121.89946
"63" 55.513166 162.155029
"64" 55.513244 141.772385
"65" 55.513322 59.48798
"66" 55.670434 101.951813
"67" 55.670513 130.124176
"68" 55.670591 159.211823
"69" 55.67067 157.479172
"70" 55.670748 117.473999
"71" 55.670827 64.850311
"72" 55.747629 34.172939
"73" 55.747708 114.193039
"74" 55.747786 154.712616
"75" 55.747865 131.163849
"76" 55.747944 69.142349
"77" 56.458718 83.286728
"78" 56.458798 113.425171
"79" 56.458878 131.983994
"80" 56.458958 122.512161
"81" 56.459039 82.17627
"82" 57.272458 103.270111
"83" 57.27254 127.099182
"84" 57.272622 145.104309
"85" 57.272704 122.13797
"86" 57.272786 58.231266
"87" 57.559135 62.669621
"88" 57.559217 122.88385
"89" 57.559299 142.53418
"90" 57.559382 110.938736
"91" 57.559464 37.036541
"92" 57.589745 71.230347
"93" 57.589827 119.58989
"94" 57.58991 149.51358
