"V1" "V2"
"1" 50.545904 78.658035
"2" 50.545972 116.177261
"3" 50.546039 131.390152
"4" 50.546107 113.019409
"5" 50.546175 62.546276
"6" 50.74849 60.62878
"7" 50.748559 112.975479
"8" 50.748627 145.552765
"9" 50.748695 143.19165
"10" 50.748763 115.803146
"11" 50.748832 82.649246
"12" 51.180838 105.362473
"13" 51.180907 144.085907
"14" 51.180976 147.859543
"15" 51.181046 119.506531
"16" 51.181115 85.74678
"17" 51.653353 97.417236
"18" 51.653423 142.68338
"19" 51.653493 149.861694
"20" 51.653563 112.267761
"21" 51.653633 46.523403
"22" 51.758822 81.105179
"23" 51.758893 112.114624
"24" 51.758963 128.244522
"25" 51.759033 114.948517
"26" 51.759104 70.294464
"27" 52.0945 49.480389
"28" 52.094571 113.612549
"29" 52.094642 153.463638
"30" 52.094713 141.82312
"31" 52.094784 80.770401
"32" 52.952923 98.462646
"33" 52.952995 121.850449
"34" 52.953068 132.1521
"35" 52.953141 113.151855
"36" 52.953214 71.435318
"37" 53.96659 91.227798
"38" 53.966665 142.498184
"39" 53.96674 182.463989
"40" 53.966815 185.582428
"41" 53.966889 149.75032
"42" 53.966964 109.389236
"43" 53.985239 77.731552
"44" 53.985313 122.360855
"45" 53.985388 132.930557
"46" 53.985463 119.157715
"47" 53.985538 97.332169
"48" 54.157576 79.969894
"49" 54.157651 127.884537
"50" 54.157726 142.165283
"51" 54.157802 122.223541
"52" 54.157877 91.543457
"53" 54.565584 46.419201
"54" 54.56566 113.3181
"55" 54.565736 143.238739
"56" 54.565812 117.397339
"57" 54.565888 55.915348
"58" 54.571217 57.180218
"59" 54.571294 114.343872
"60" 54.57137 140.666
"61" 54.571446 126.18959
"62" 54.571522 84.63681
"63" 55.403108 83.388763
"64" 55.403186 120.589294
"65" 55.403264 140.601318
"66" 55.403342 127.318466
"67" 55.40342 82.054489
"68" 55.770355 53.535404
"69" 55.770433 116.003555
"70" 55.770512 133.975174
"71" 55.770591 111.269913
"72" 55.770669 75.500595
"73" 57.939149 81.258636
"74" 57.939232 131.912323
"75" 57.939316 169.791565
"76" 57.939399 148.53685
"77" 57.939482 79.907822
"78" 57.987656 71.51535
"79" 57.987739 116.425522
"80" 57.987822 135.003983
"81" 57.987906 115.853638
"82" 57.987989 61.702557
"83" 58.138648 96.608398
"84" 58.138731 127.440277
"85" 58.138815 137.627182
"86" 58.138899 123.656509
"87" 58.138983 89.157471
"88" 58.754931 105.366653
"89" 58.755016 130.204361
"90" 58.755101 133.589691
"91" 58.755186 110.495255
"92" 58.755271 78.857727
"93" 59.01342 79.94429
"94" 59.013505 125.774109
"95" 59.013591 283.885559
"96" 59.013677 579.749878
"97" 59.013762 848.941772
"98" 59.013848 898.525391
"99" 59.013933 700.024048
"100" 59.014019 411.564423
"101" 59.014105 183.4142
"102" 59.01419 25.927708
"103" 59.397402 88.038696
"104" 59.397489 139.889145
"105" 59.397575 171.702606
"106" 59.397662 165.802765
"107" 59.397748 110.785614
"108" 59.397835 24.627293
"109" 59.459094 103.258743
"110" 59.45918 116.804123
"111" 59.459267 122.114853
"112" 59.459354 117.187622
"113" 59.45944 93.673569
"114" 60.450139 85.277008
"115" 60.450227 110.432892
"116" 60.450316 117.340103
"117" 60.450405 112.427139
"118" 60.450494 92.802933
"119" 60.783671 76.810989
"120" 60.78376 130.593689
"121" 60.78385 151.950745
"122" 60.783939 136.166122
"123" 60.784029 90.532242
"124" 60.960461 55.11845
"125" 60.960551 113.399536
"126" 60.960641 135.363388
"127" 60.960731 119.68457
"128" 60.960821 82.468262
"129" 61.060544 88.590286
"130" 61.060634 112.18573
"131" 61.060724 124.812637
"132" 61.060814 112.170517
"133" 61.060904 73.047272
"134" 61.495485 97.229797
