"V1" "V2"
"1" 50.204562 92.426941
"2" 50.204629 116.725769
"3" 50.204696 136.761108
"4" 50.204764 132.063065
"5" 50.204831 98.378296
"6" 50.423892 67.361526
"7" 50.42396 115.574905
"8" 50.424027 134.388138
"9" 50.424095 115.570679
"10" 50.424163 71.991653
"11" 52.649958 89.584381
"12" 52.65003 135.031677
"13" 52.650102 171.206863
"14" 52.650174 177.843536
"15" 52.650246 136.167465
"16" 52.650318 54.455276
"17" 53.434531 86.553436
"18" 53.434605 122.413742
"19" 53.434679 141.939255
"20" 53.434753 133.712372
"21" 53.434826 95.310959
"22" 53.531523 94.181656
"23" 53.531597 133.473953
"24" 53.531671 151.683884
"25" 53.531745 141.922791
"26" 53.531819 116.888474
"27" 53.531893 95.409592
"28" 53.784955 51.690842
"29" 53.78503 113.556168
"30" 53.785104 145.801941
"31" 53.785179 138.764587
"32" 53.785253 99.861481
"33" 54.322043 97.196259
"34" 54.322118 118.754379
"35" 54.322194 128.018158
"36" 54.32227 117.342422
"37" 54.322345 86.675995
"38" 54.969059 70.758179
"39" 54.969136 127.462006
"40" 54.969213 152.62114
"41" 54.96929 136.004333
"42" 54.969367 94.138245
"43" 55.070029 108.461304
"44" 55.070106 149.274292
"45" 55.070184 156.024933
"46" 55.070261 121.237762
"47" 55.070338 63.080826
"48" 56.246041 71.814499
"49" 56.24612 123.522018
"50" 56.2462 153.181717
"51" 56.24628 137.248703
"52" 56.246359 76.285736
"53" 57.286295 67.089355
"54" 57.286377 117.845901
"55" 57.286458 138.966324
"56" 57.28654 115.375259
"57" 57.286622 63.609215
"58" 57.572828 96.591476
"59" 57.57291 121.540619
"60" 57.572993 133.760605
"61" 57.573075 116.072495
"62" 57.573158 65.904152
"63" 57.818481 64.009567
"64" 57.818564 127.582352
"65" 57.818647 161.259933
"66" 57.81873 140.237823
"67" 57.818813 74.402176
"68" 57.859687 103.386826
"69" 57.85977 127.238083
"70" 57.859853 139.183533
"71" 57.859936 132.055893
"72" 57.86002 103.441788
"73" 57.975482 89.940948
"74" 57.975565 112.366516
"75" 57.975648 137.459793
"76" 57.975732 139.334091
"77" 57.975815 107.930557
"78" 58.169302 79.051392
"79" 58.169386 126.000244
"80" 58.16947 142.694168
"81" 58.169554 123.75943
"82" 58.169637 91.849564
"83" 59.013163 26.763191
"84" 59.013248 124.445251
"85" 59.013334 178.664185
"86" 59.01342 171.140045
"87" 59.013505 196.411163
"88" 59.013591 432.31073
"89" 59.013677 858.727173
"90" 59.013762 1172.922119
"91" 59.013848 1097.364258
"92" 59.013933 676.807373
"93" 59.014019 259.545715
"94" 59.014105 148.292526
"95" 59.01419 111.846283
"96" 59.014276 75.737625
"97" 60.574868 58.122818
"98" 60.574958 113.219681
"99" 60.575047 136.822327
"100" 60.575136 120.146469
"101" 60.575225 70.755737
"102" 61.704127 109.376892
"103" 61.704218 114.816971
"104" 61.70431 119.52861
"105" 61.704401 122.356674
"106" 61.704493 105.569519
"107" 61.98778 72.277054
"108" 61.987873 204.636551
"109" 61.987965 201.600906
"110" 61.988057 2448.817627
"111" 61.988149 7654.262207
"112" 61.988241 13352.657227
"113" 61.988333 15709.133789
"114" 61.988426 12999.623047
"115" 61.988518 7357.074219
"116" 61.98861 2513.347412
"117" 61.988702 374.280151
"118" 61.988794 122.926651
"119" 61.988886 21.987335
"120" 62.086801 78.728882
"121" 62.086893 117.020401
"122" 62.086985 128.400482
"123" 62.087078 116.634262
"124" 62.08717 90.643433
"125" 63.91081 77.451355
"126" 63.910906 114.024292
"127" 63.911003 135.671402
"128" 63.911099 127.956879
"129" 63.911196 87.361099
"130" 64.012251 84.618362
"131" 64.012347 131.417252
"132" 64.012444 139.591431
"133" 64.012541 113.137466
"134" 64.012637 71.214279
"135" 64.030149 64.15789
"136" 64.030245 113.173065
"137" 64.030342 143.230576
"138" 64.030439 118.651886
"139" 64.030536 40.630539
"140" 64.135754 87.096436
"141" 64.135851 112.804276
"142" 64.135948 124.26622
"143" 64.136045 118.084656
"144" 64.136142 90.316788
"145" 64.478483 102.906708
"146" 64.478581 132.095963
"147" 64.478679 158.48259
"148" 64.478777 169.807831
"149" 64.478875 151.50647
"150" 64.478972 97.494568
"151" 65.900478 109.23613
"152" 65.900579 140.695496
"153" 65.90068 166.065643
"154" 65.900781 175.065613
"155" 65.900882 161.842422
"156" 65.900983 130.645477
"157" 65.901084 100.710144
"158" 66.150444 65.115501
"159" 66.150546 189.933197
"160" 66.150647 274.182068
"161" 66.150749 242.330704
"162" 66.15085 106.531631
"163" 66.601148 83.442291
"164" 66.60125 146.372482
"165" 66.601353 164.897644
"166" 66.601456 138.51178
"167" 66.601558 88.24234
"168" 66.70999 103.420364
"169" 66.710093 150.60817
"170" 66.710195 176.51384
"171" 66.710298 172.701508
"172" 66.710401 138.197174
"173" 66.710504 84.839615
"174" 66.767447 106.028229
"175" 66.76755 114.665253
"176" 66.767653 119.751877
"177" 66.767756 112.700775
"178" 66.767859 95.912582
"179" 66.912243 95.611404
"180" 66.912346 130.475998
"181" 66.91245 154.227295
"182" 66.912553 149.252502
"183" 66.912656 105.634277
"184" 67.217612 45.380363
"185" 67.217716 152.92247
"186" 67.21782 229.187912
"187" 67.217924 219.252518
"188" 67.218029 129.388214
"189" 67.218133 28.856247
"190" 67.3359 99.905182
"191" 67.336004 113.254242
"192" 67.336108 123.752518
"193" 67.336213 124.441788
"194" 67.336317 111.245407
"195" 67.418939 106.004608
"196" 67.419044 149.296051
"197" 67.419148 159.735321
"198" 67.419253 126.903275
"199" 67.419357 61.012825
"200" 68.140525 60.388931
"201" 68.140631 117.146088
"202" 68.140738 140.55365
"203" 68.140844 135.129303
"204" 68.14095 118.779068
"205" 68.141056 110.879471
"206" 68.271059 97.796509
"207" 68.271165 116.939728
"208" 68.271272 126.722931
"209" 68.271378 128.019531
"210" 68.271485 124.46196
"211" 68.271591 116.234055
"212" 68.271698 101.533524
"213" 68.352312 106.73642
"214" 68.352419 119.455307
"215" 68.352526 137.249268
"216" 68.352633 132.263336
"217" 68.352739 93.482986
"218" 68.561443 56.608765
"219" 68.56155 119.181183
"220" 68.561657 137.437241
"221" 68.561765 116.425934
"222" 68.561872 74.828506
"223" 68.790172 89.918732
"224" 68.79028 125.032104
"225" 68.790388 129.140442
"226" 68.790496 117.665512
"227" 68.790603 105.813187
"228" 68.842895 84.515533
"229" 68.843003 136.892822
"230" 68.84311 146.791626
"231" 68.843218 132.404953
"232" 68.843326 111.123642
"233" 69.009004 84.210663
"234" 69.009112 251.405502
"235" 69.00922 430.474426
"236" 69.009329 489.614868
"237" 69.009437 370.638062
"238" 69.009545 157.052185
"239" 69.009653 8.959877
"240" 69.712895 65.070877
"241" 69.713005 209.490005
"242" 69.713115 324.67749
"243" 69.713225 312.837952
"244" 69.713335 177.655151
"245" 69.713445 19.540077
"246" 70.096366 105.27829
"247" 70.096477 122.882843
"248" 70.096588 130.508957
"249" 70.096699 121.784286
"250" 70.096809 90.55513
"251" 70.342853 62.154556
"252" 70.342964 128.162109
"253" 70.343076 170.428238
"254" 70.343187 168.862717
"255" 70.343299 127.59285
"256" 70.34341 80.99614
"257" 70.496981 81.180542
"258" 70.497093 120.268311
"259" 70.497205 144.231583
"260" 70.497317 133.42601
