"V1" "V2"
"1" 50.208526 93.034958
"2" 50.208593 132.880798
"3" 50.208661 146.926331
"4" 50.208728 125.940643
"5" 50.208795 73.049149
"6" 50.347699 108.522812
"7" 50.347766 127.399155
"8" 50.347834 130.064499
"9" 50.347901 115.21254
"10" 50.347969 92.018509
"11" 50.642757 54.972042
"12" 50.642825 112.638275
"13" 50.642893 144.029236
"14" 50.642961 121.226974
"15" 50.643029 58.060047
"16" 51.062379 105.414154
"17" 51.062448 112.139511
"18" 51.062517 115.103821
"19" 51.062585 111.719849
"20" 51.062654 95.352921
"21" 51.173716 78.866501
"22" 51.173785 115.959412
"23" 51.173854 133.538284
"24" 51.173924 128.879135
"25" 51.173993 111.993225
"26" 51.174062 93.494553
"27" 51.333382 42.673473
"28" 51.333452 113.304504
"29" 51.333521 155.145538
"30" 51.333591 150.601089
"31" 51.33366 111.023254
"32" 51.33373 63.768887
"33" 52.467602 72.82962
"34" 52.467674 112.887711
"35" 52.467746 136.019211
"36" 52.467817 123.408676
"37" 52.467889 80.891373
"38" 53.05875 73.023193
"39" 53.058823 123.63446
"40" 53.058896 141.267761
"41" 53.058969 123.611069
"42" 53.059042 84.534119
"43" 53.314563 101.387344
"44" 53.314636 130.913757
"45" 53.31471 140.769714
"46" 53.314783 133.419998
"47" 53.314857 108.587891
"48" 53.364813 104.81662
"49" 53.364887 135.299347
"50" 53.364961 156.919235
"51" 53.365034 133.589111
"52" 53.365108 73.612976
"53" 53.666775 97.467453
"54" 53.666849 114.762619
"55" 53.666924 126.674133
"56" 53.666998 127.81958
"57" 53.667072 115.305313
"58" 53.667146 90.228622
"59" 53.826996 109.588409
"60" 53.827071 130.644623
"61" 53.827145 134.809311
"62" 53.82722 131.994156
"63" 53.827294 132.192978
"64" 53.827369 134.688507
"65" 53.827444 125.790771
"66" 53.827518 92.300476
"67" 54.463796 99.538651
"68" 54.463872 120.641174
"69" 54.463948 125.37384
"70" 54.464024 124.366562
"71" 54.464099 122.265335
"72" 54.464175 117.056839
"73" 54.464251 102.054169
"74" 54.496756 53.928562
"75" 54.496832 112.94516
"76" 54.496908 130.940918
"77" 54.496984 112.727188
"78" 54.49706 84.92717
"79" 54.666894 55.607899
"80" 54.66697 115.659042
"81" 54.667047 145.063004
"82" 54.667123 116.163055
"83" 54.667199 45.95512
"84" 56.407956 98.994659
"85" 56.408036 115.809341
"86" 56.408116 132.124252
"87" 56.408196 124.7957
"88" 56.408276 77.969635
"89" 56.715414 96.824417
"90" 56.715495 135.589111
"91" 56.715575 149.334076
"92" 56.715656 121.2005
"93" 56.715737 56.000141
"94" 56.733407 86.490326
"95" 56.733488 118.38739
"96" 56.733568 128.887772
"97" 56.733649 118.685944
"98" 56.73373 85.237198
"99" 57.005553 101.833817
"100" 57.005634 135.856079
"101" 57.005716 141.239807
"102" 57.005797 120.429398
"103" 57.005878 91.81691
"104" 57.149459 103.194031
"105" 57.149541 125.516983
"106" 57.149623 143.477966
"107" 57.149704 135.788177
"108" 57.149786 103.224625
"109" 57.963478 32.233974
"110" 57.963561 112.506714
"111" 57.963645 159.910187
"112" 57.963728 159.798599
"113" 57.963812 129.131226
"114" 57.963895 93.279465
"115" 59.013591 105.367126
"116" 59.013677 309.885254
"117" 59.013762 466.751465
"118" 59.013848 453.518158
"119" 59.013933 285.90976
"120" 59.014019 86.213333
"121" 59.117757 72.530457
"122" 59.117842 115.30661
"123" 59.117928 137.390167
"124" 59.118014 122.321396
"125" 59.1181 85.955933
"126" 59.244928 63.133808
"127" 59.245014 115.936707
"128" 59.245101 144.763
"129" 59.245187 138.036392
"130" 59.245273 103.344528
"131" 59.891624 107.233337
"132" 59.891711 142.976273
"133" 59.891799 166.493423
"134" 59.891886 166.832138
"135" 59.891974 146.7789
"136" 59.892062 119.400452
"137" 59.892149 96.538361
"138" 60.263455 58.484768
"139" 60.263544 113.840469
"140" 60.263632 134.306107
"141" 60.263721 119.944977
"142" 60.263809 94.22554
"143" 60.612104 91.200714
"144" 60.612193 131.077972
"145" 60.612283 165.684433
"146" 60.612372 176.69368
"147" 60.612461 149.475677
"148" 60.61255 93.391525
"149" 61.326249 94.22023
"150" 61.32634 125.20845
"151" 61.326431 142.591965
"152" 61.326521 132.091064
"153" 61.326612 90.367371
"154" 61.337407 53.234821
"155" 61.337498 113.439209
"156" 61.337589 138.624649
"157" 61.337679 116.898361
"158" 61.33777 55.601681
"159" 61.987965 789.085022
"160" 61.988057 4466.439941
"161" 61.988149 11051.746094
"162" 61.988241 17260.226563
"163" 61.988333 18711.955078
"164" 61.988426 14232.140625
"165" 61.988518 7112.512207
"166" 61.98861 1762.648438
"167" 61.988702 142.632645
"168" 61.988794 80.161179
"169" 62.372449 83.367706
"170" 62.372542 132.927231
"171" 62.372635 145.134384
"172" 62.372728 112.382339
"173" 62.372821 49.56802
"174" 62.412938 90.28685
"175" 62.413031 119.687775
"176" 62.413124 131.991104
"177" 62.413217 116.529678
"178" 62.41331 89.287079
"179" 62.87345 90.856171
"180" 62.873545 115.484329
"181" 62.873639 137.240707
"182" 62.873733 134.349136
"183" 62.873827 93.025894
"184" 62.915842 110.597855
"185" 62.915936 113.758743
"186" 62.91603 118.058456
"187" 62.916125 120.501678
"188" 62.916219 113.6194
"189" 62.916313 96.357376
"190" 63.060483 81.452408
"191" 63.060578 133.311508
"192" 63.060672 164.098679
"193" 63.060767 157.98616
"194" 63.060862 125.283493
"195" 63.060956 85.592392
"196" 63.320613 98.271317
"197" 63.320708 140.059204
"198" 63.320803 149.508011
"199" 63.320899 116.116791
"200" 63.320994 66.48999
"201" 63.504867 102.515854
"202" 63.504963 141.559769
"203" 63.505058 147.092621
"204" 63.505154 118.849655
"205" 63.505249 70.802917
"206" 63.530585 79.86142
"207" 63.530681 143.868729
"208" 63.530777 165.878387
"209" 63.530872 135.753769
"210" 63.530968 68.198959
"211" 63.534985 89.72583
"212" 63.53508 123.765289
"213" 63.535176 137.832642
"214" 63.535272 122.389572
"215" 63.535367 81.767349
"216" 63.831371 81.673599
"217" 63.831468 126.847351
"218" 63.831564 152.845657
"219" 63.83166 143.288834
"220" 63.831757 98.374222
"221" 63.997841 25.521107
"222" 63.997938 114.097992
"223" 63.998034 148.785797
"224" 63.998131 112.275436
"225" 63.998228 29.875034
"226" 64.023279 81.642258
"227" 64.023375 126.508408
"228" 64.023472 148.228729
"229" 64.023569 138.50914
"230" 64.023666 104.76355
"231" 64.091155 86.07695
"232" 64.091252 132.884521
"233" 64.091348 149.514572
"234" 64.091445 139.227158
"235" 64.091542 107.671295
"236" 66.150444 64.045166
"237" 66.150546 247.703644
"238" 66.150647 400.64502
"239" 66.150749 416.500061
"240" 66.15085 291.924103
"241" 66.150952 126.027527
"242" 66.151054 33.110188
"243" 67.217612 94.08136
"244" 67.217716 219.977661
"245" 67.21782 276.727112
"246" 67.217924 217.453918
"247" 67.218029 93.322906
"248" 67.652268 85.097656
"249" 67.652374 116.015427
"250" 67.652479 136.950134
"251" 67.652584 124.328247
"252" 67.652689 74.829819
"253" 67.94971 65.360641
"254" 67.949816 116.382141
"255" 67.949922 145.282928
"256" 67.950027 120.93248
"257" 67.950133 54.313213
"258" 68.256785 81.158585
"259" 68.256891 127.029388
"260" 68.256998 148.685852
"261" 68.257104 135.478699
"262" 68.257211 92.92659
"263" 69.007813 47.084446
"264" 69.007921 118.147888
"265" 69.008029 171.259903
"266" 69.008138 174.155075
"267" 69.008246 126.817764
"268" 69.008354 56.645603
"269" 69.009004 4.411358
"270" 69.009112 148.637848
"271" 69.00922 313.781219
"272" 69.009329 400.615936
"273" 69.009437 345.026855
"274" 69.009545 187.101563
"275" 69.009653 38.001225
"276" 69.712895 75.04364
"277" 69.713005 221.946686
"278" 69.713115 324.899353
"279" 69.713225 304.586609
"280" 69.713335 172.899048
"281" 69.713445 17.751202
"282" 70.977436 110.052048
"283" 70.977549 138.357101
"284" 70.977662 145.884506
"285" 70.977775 123.81514
"286" 70.977888 80.460052
"287" 71.013363 49.524738
"288" 71.013476 150.826965
"289" 71.013589 273.516205
"290" 71.013702 349.618469
"291" 71.013815 317.760437
"292" 71.013928 191.696625
"293" 71.014041 51.091053
"294" 71.767051 88.932571
"295" 71.767166 115.617615
"296" 71.76728 127.229996
"297" 71.767395 123.700989
"298" 71.76751 101.166809
"299" 71.825072 108.580307
"300" 71.825187 142.854599
"301" 71.825302 158.085129
"302" 71.825417 138.972977
"303" 71.825532 95.77037
"304" 72.208973 75.161011
"305" 72.209089 123.620285
"306" 72.209205 151.348602
"307" 72.20932 136.414841
"308" 72.209436 98.014252
"309" 73.029304 109.830338
"310" 73.029421 137.642227
"311" 73.029539 137.38382
"312" 73.029657 122.75264
"313" 73.029775 99.125092
"314" 73.688483 103.387146
"315" 73.688602 168.747513
"316" 73.688722 198.681488
"317" 73.688841 160.514664
"318" 73.688961 72.856262
"319" 74.024131 87.989243
"320" 74.024251 236.639252
"321" 74.024371 589.224243
"322" 74.024492 967.346069
"323" 74.024612 1091.945801
"324" 74.024732 851.942078
"325" 74.024852 419.299408
"326" 74.024973 69.14061
"327" 74.033514 72.399689
"328" 74.033634 118.983429
"329" 74.033754 173.710251
"330" 74.033875 178.342758
"331" 74.033995 125.227524
"332" 74.034115 61.641766
"333" 74.366922 110.889175
