1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,QC_1-00005,QC_2-00003,QC_3-00004,B_1,B_2,B_3,features
NA,NA,NA,NA,0.0113,0.0091,0.0164,NA,NA,NA,0.0109,0.0106,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6024,0.5626,0.5336,NA,NA,NA,TAG46.2.FA16.0
0.0213,0.0226,0.0177,0.0225,0.0505,0.0472,0.0774,0.0202,0.0256,0.0256,0.0468,0.0483,0.0292,0.0247,0.0303,NA,0.0292,0.0189,0.0263,0.0143,0.0251,0.3636,0.3604,0.368,NA,0.0061,0.0059,TAG46.2.FA16.1
NA,0.0083,NA,NA,0.0124,0.0104,0.0157,0.0098,NA,0.0132,0.0118,0.0183,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4135,0.422,0.3853,NA,NA,NA,TAG46.2.FA18.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6417,0.5956,0.6068,NA,NA,NA,TAG46.2.FA18.2
0.0208,0.0421,0.0296,0.0253,0.0205,0.0234,0.0466,0.0272,NA,0.0297,0.0174,0.0292,0.0333,0.0229,NA,0.0168,0.0146,0.0234,0.0212,0.0135,0.0305,0.1188,NA,NA,NA,NA,NA,TAG46.3.FA12.0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1197,NA,NA,NA,NA,TAG46.3.FA14.0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0928,0.1349,NA,NA,NA,TAG46.3.FA16.0
NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1355,NA,NA,NA,NA,NA,TAG46.3.FA16.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0147,NA,NA,NA,NA,NA,0.1228,NA,NA,NA,NA,0.0047,TAG46.3.FA18.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2812,0.2059,0.2158,NA,NA,NA,TAG46.3.FA18.2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1006,NA,NA,NA,TAG46.3.FA18.3
0.013,0.0121,NA,NA,NA,0.0161,0.0214,0.0164,0.0154,0.0198,0.0129,0.0131,0.0154,0.0282,NA,NA,0.0174,0.0209,0.0195,0.0213,0.022,NA,NA,NA,NA,NA,NA,TAG47.0.FA14.0
0.0205,0.0195,0.0142,0.0166,0.0225,0.0187,0.0297,0.0179,0.0214,0.019,0.0131,0.0241,0.0189,0.135,0.1278,0.0917,0.1282,0.0998,0.0978,0.1056,0.1004,0.1287,NA,NA,0.0049,0.0062,NA,TAG47.0.FA15.0
0.0431,0.0429,0.0343,0.0357,0.0502,0.0639,0.0818,0.043,0.0456,0.0536,0.0379,0.0545,0.0482,0.2834,0.2544,0.2009,0.2394,0.1725,0.2199,0.2059,0.2154,0.2745,0.2945,0.2596,0.0084,0.0115,0.0084,TAG47.0.FA16.0
0.0143,0.0176,0.0164,0.0145,0.0174,0.0177,0.0279,0.0204,0.0125,0.0228,0.0121,0.0156,0.0194,0.0348,0.0368,0.0296,0.0299,0.0313,0.0314,0.0328,0.0334,NA,NA,NA,NA,NA,NA,TAG47.0.FA17.0
0.0203,0.0197,0.0214,0.0136,0.0341,0.0337,0.0398,0.0171,0.0316,0.0208,0.0247,0.028,0.0285,0.0577,0.0546,0.0351,0.057,0.0418,0.0493,0.047,0.0504,0.1729,0.2036,0.1477,NA,NA,NA,TAG47.1.FA14.0
0.0176,0.0159,0.0149,NA,0.0241,0.0286,0.0369,0.0135,0.0191,0.0249,0.0247,0.031,0.0196,0.1466,0.1191,0.0834,0.1211,0.1016,0.0913,0.1045,0.0836,0.1941,0.2044,0.2235,NA,0.0051,NA,TAG47.1.FA15.0
0.0271,0.0253,0.0267,0.0221,0.0427,0.0418,0.0697,0.0236,0.0362,0.0299,0.0304,0.0471,0.0374,0.1479,0.138,0.0922,0.118,0.0952,0.1061,0.1043,0.1009,0.2246,0.2022,0.1984,0.0052,NA,0.0079,TAG47.1.FA16.0
0.029,0.0354,0.0492,0.0259,0.0348,0.0328,0.0596,0.0363,0.0383,0.0438,0.0373,0.0963,0.039,0.1608,0.1795,0.1256,0.1668,0.0926,0.1093,0.1008,0.1593,NA,NA,NA,0.007,0.0076,0.008,TAG47.1.FA16.1
NA,NA,NA,0.0084,NA,0.0103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAG47.1.FA17.0
0.0147,0.0147,0.0123,0.0093,0.0183,0.0178,0.029,0.0134,0.0162,0.0144,0.0149,0.018,0.0196,0.0469,0.0467,0.0327,0.0452,0.0311,0.0378,0.0378,0.0291,0.167,NA,0.1926,NA,NA,NA,TAG47.1.FA18.1
NA,NA,NA,NA,0.0121,0.0125,0.0158,NA,NA,NA,0.0087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAG47.2.FA14.0
NA,NA,NA,NA,NA,NA,0.0136,NA,NA,NA,NA,NA,NA,0.0279,0.0246,NA,0.0208,0.0164,0.0228,0.0176,NA,0.1332,NA,NA,NA,NA,NA,TAG47.2.FA15.0
0.0167,0.02,0.0198,0.0175,0.0292,0.032,0.0449,0.02,0.0258,0.0293,0.0328,0.0563,0.0266,0.051,0.0648,0.041,0.0537,0.0431,0.0563,0.0454,0.0554,NA,NA,NA,NA,NA,0.0082,TAG47.2.FA16.1
NA,NA,NA,NA,NA,0.0091,0.012,0.0088,NA,NA,0.0065,0.0098,0.0105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAG47.2.FA18.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1088,0.1504,NA,NA,NA,NA,TAG47.2.FA18.2
0.0362,0.032,0.0326,0.0291,0.0507,0.0546,0.0823,0.0318,0.0406,0.0459,0.0293,0.0397,0.0403,0.0352,0.0388,0.0265,0.0332,0.0256,0.031,0.0244,0.0256,0.975,1.0637,1.0076,NA,NA,NA,TAG48.0.FA14.0
0.2806,0.2769,0.2867,0.2361,0.4164,0.4134,0.525,0.2278,0.2958,0.2863,0.2618,0.3322,0.2695,0.5661,0.5495,0.4433,0.5459,0.3588,0.4428,0.4031,0.4358,7.2239,7.4813,7.4074,0.0143,0.0158,0.0198,TAG48.0.FA16.0
0.0442,0.0315,0.0349,0.0332,0.04,0.066,0.0765,0.0283,0.0426,0.0484,0.0235,0.0321,0.0376,0.0325,0.0382,0.0258,0.0337,0.0274,0.0336,0.0341,0.0308,0.9304,0.9516,0.8688,NA,0.0044,NA,TAG48.0.FA18.0
0.1461,0.3907,0.2015,0.2049,0.1589,0.2215,0.3888,0.2034,0.149,0.2162,0.128,0.2857,0.2514,0.0799,0.0417,0.0881,0.0789,0.1053,0.0812,0.0855,0.1681,0.1126,NA,0.1368,NA,NA,NA,TAG48.1.FA12.0
0.1366,0.1356,0.1355,0.1037,0.2378,0.2364,0.3413,0.1058,0.1477,0.1212,0.1677,0.216,0.1545,0.1886,0.1903,0.1353,0.179,0.1316,0.1312,0.1294,0.138,6.6571,6.5297,5.8565,NA,0.0045,0.0051,TAG48.1.FA14.0
NA,0.0097,NA,NA,0.013,0.0085,0.0159,NA,NA,NA,NA,0.0105,NA,0.018,0.0217,0.0175,0.0233,0.0185,NA,0.0169,0.0187,0.1462,0.1392,0.1638,NA,NA,NA,TAG48.1.FA14.1
0.2682,0.2708,0.2425,0.1898,0.4987,0.4585,0.6604,0.1752,0.2881,0.2278,0.3695,0.4204,0.2739,0.5522,0.5448,0.3814,0.5345,0.3739,0.4024,0.3767,0.3731,10.9544,10.8923,10.8095,0.012,0.014,0.0118,TAG48.1.FA16.0
0.1173,0.1225,0.1068,0.0778,0.2346,0.2089,0.2901,0.0684,0.1086,0.079,0.1749,0.2027,0.1086,0.2762,0.2687,0.1973,0.2766,0.1907,0.2156,0.1944,0.2041,2.0123,2.0923,1.8475,0.0095,0.0098,0.0106,TAG48.1.FA16.1
0.0131,0.0125,NA,NA,0.0151,0.0152,0.0229,0.0078,0.0113,NA,0.0103,NA,0.0139,NA,NA,NA,NA,NA,NA,NA,NA,0.4367,0.2945,0.3063,NA,NA,NA,TAG48.1.FA18.0
0.168,0.1642,0.1522,0.1085,0.2775,0.2551,0.3894,0.1097,0.1985,0.1502,0.1939,0.2412,0.1715,0.2105,0.1961,0.1388,0.1904,0.1388,0.1687,0.1532,0.151,7.7622,7.6835,8.0161,0.0064,0.0077,0.0054,TAG48.1.FA18.1
0.4298,1.0858,0.5371,0.5129,0.4651,0.6508,1.18,0.6187,0.434,0.6716,0.3685,0.815,0.8268,0.4295,0.1795,0.4743,0.5301,0.5637,0.4224,0.5072,0.9612,0.7949,0.7363,0.7552,NA,NA,NA,TAG48.2.FA12.0
0.0424,0.044,0.0389,0.0288,0.086,0.0793,0.1257,0.0334,0.0504,0.0358,0.0641,0.0804,0.0542,0.0448,0.0502,0.0407,0.058,0.0379,0.0493,0.0398,0.0386,4.7714,4.7297,4.6833,NA,NA,NA,TAG48.2.FA14.0
0.047,0.0631,0.0467,0.0428,0.0777,0.0538,0.0841,0.0422,0.0429,0.045,0.0463,0.0733,0.0522,0.1883,0.183,0.1725,0.2217,0.1633,0.1352,0.1334,0.1847,0.8217,0.9077,0.7687,NA,NA,NA,TAG48.2.FA14.1
0.0587,0.0566,0.0511,0.0367,0.1272,0.104,0.165,0.0393,0.0591,0.047,0.0954,0.0993,0.0544,0.0956,0.0837,0.0753,0.094,0.0773,0.0636,0.0619,0.0743,5.4362,5.4835,5.5714,0.0053,NA,0.0059,TAG48.2.FA16.0
0.1362,0.1411,0.1202,0.0864,0.3016,0.2821,0.4045,0.105,0.155,0.1055,0.2359,0.2699,0.15,0.2443,0.2244,0.1618,0.2342,0.167,0.1882,0.1685,0.187,2.8464,2.7648,2.5391,0.0112,0.0113,0.0134,TAG48.2.FA16.1
0.0634,0.0624,0.0473,0.0436,0.1145,0.1068,0.1533,0.0444,0.0659,0.0603,0.0875,0.1061,0.0724,0.0523,0.0493,0.0389,0.0601,0.0396,0.0458,0.0387,0.0471,4.0157,3.9934,3.7297,NA,NA,NA,TAG48.2.FA18.1
0.0191,0.0162,0.0153,0.0137,0.025,0.0245,0.0279,0.0137,0.0182,0.0156,0.0234,0.0259,0.0179,0.0227,0.0303,NA,0.0295,0.0173,0.0217,0.0161,0.0207,4.1868,4.5011,3.9031,NA,NA,NA,TAG48.2.FA18.2
0.0847,0.2325,0.1072,0.1104,0.0822,0.1079,0.1923,0.1243,0.0978,0.1253,0.0695,0.145,0.1629,0.1033,0.0455,0.1163,0.1145,0.1469,0.0953,0.1129,0.2299,0.7718,0.7802,0.7378,NA,NA,NA,TAG48.3.FA12.0
0.0109,NA,NA,NA,0.0143,0.0113,0.0162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1122,1.1516,1.2041,NA,NA,NA,TAG48.3.FA14.0
NA,0.0133,0.0163,0.013,0.0228,0.0155,0.0231,NA,0.0158,NA,0.0125,0.023,0.0136,NA,0.0243,0.0194,0.0201,0.021,0.0227,NA,0.0187,0.5579,0.5692,0.6434,NA,NA,NA,TAG48.3.FA14.1
NA,NA,NA,NA,NA,0.0103,0.0157,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0249,0.9429,0.9979,NA,NA,NA,TAG48.3.FA16.0
0.034,0.0383,0.0298,0.0221,0.0851,0.0642,0.1005,0.0287,0.0395,0.0256,0.0686,0.0746,0.0333,0.0461,0.033,0.0265,0.0415,0.035,0.0436,0.0276,0.0362,1.1282,1.0198,1.0615,0.0081,0.0113,0.0158,TAG48.3.FA16.1
NA,NA,NA,NA,0.0117,NA,0.0195,NA,NA,NA,0.0099,0.0127,0.0101,NA,NA,NA,NA,NA,NA,NA,NA,0.9696,0.9209,0.8843,NA,NA,NA,TAG48.3.FA18.1
NA,NA,NA,NA,0.0139,0.0111,0.0162,NA,NA,NA,0.0103,0.0121,0.0105,NA,NA,NA,NA,NA,NA,NA,NA,2.1014,2.0835,1.9824,NA,NA,NA,TAG48.3.FA18.2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508,0.5736,0.5413,NA,NA,NA,TAG48.3.FA18.3
0.0825,0.2012,0.0813,0.0929,0.0665,0.0916,0.1525,0.0958,0.0632,0.1078,0.065,0.137,0.1179,0.2662,0.1401,0.3653,0.3468,0.4385,0.2612,0.3431,0.6456,0.2758,0.3031,0.2793,NA,NA,NA,TAG48.4.FA12.0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1584,0.1563,0.1413,NA,NA,NA,TAG48.4.FA14.0
0.0112,NA,0.0182,0.0146,NA,0.0134,NA,NA,0.0079,NA,NA,NA,NA,NA,0.023,NA,NA,0.0173,NA,NA,NA,0.1248,NA,NA,NA,NA,NA,TAG48.4.FA14.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1573,0.1237,NA,NA,NA,TAG48.4.FA16.0
NA,NA,NA,NA,NA,0.0088,NA,NA,NA,NA,0.0069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1932,0.156,0.156,NA,NA,NA,TAG48.4.FA16.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1257,NA,NA,NA,NA,NA,TAG48.4.FA18.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4741,0.5055,0.4527,NA,NA,NA,TAG48.4.FA18.2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2567,0.2725,0.2389,NA,NA,NA,TAG48.4.FA18.3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107,NA,NA,NA,TAG48.5.FA18.3
0.0109,NA,0.0112,NA,0.0155,0.0138,0.02,0.0154,0.0136,NA,NA,0.0137,0.0139,0.0752,0.0706,0.0467,0.0669,0.0444,0.0469,0.0481,0.0556,0.1372,NA,NA,NA,NA,NA,TAG49.0.FA15.0
0.0489,0.0484,0.0427,0.0427,0.0592,0.0733,0.0881,0.0455,0.053,0.063,0.0436,0.0557,0.0556,0.2211,0.1803,0.1419,0.1776,0.134,0.1579,0.1461,0.1397,0.3939,0.4813,0.4046,0.005,0.0096,0.0062,TAG49.0.FA16.0
0.0288,0.0248,0.0225,0.0269,0.0344,0.032,0.0375,0.0253,0.0306,0.0258,0.0174,0.0262,0.0228,0.0979,0.0992,0.0718,0.0768,0.0736,0.0819,0.0713,0.0729,0.2345,0.2242,0.2023,NA,NA,0.0045,TAG49.0.FA17.0
0.0143,0.0126,0.0131,NA,0.0132,0.0179,0.024,NA,0.0166,0.0163,0.01,0.0151,0.0146,0.0582,0.0487,0.049,0.0516,0.0425,0.0514,0.0452,0.0447,NA,NA,0.1349,NA,NA,NA,TAG49.0.FA18.0
0.0149,0.012,0.012,0.0132,0.0197,0.0223,0.0324,NA,0.0142,0.016,0.013,0.0154,0.0201,0.0299,0.0263,0.0239,0.0248,0.0188,0.0221,0.0246,0.0218,0.1651,0.1231,0.1477,NA,NA,NA,TAG49.1.FA14.0
0.0543,0.0647,0.0368,0.0296,0.0623,0.0642,0.1032,0.0424,0.0485,0.0489,0.0526,0.0731,0.051,0.3906,0.3478,0.2642,0.3211,0.245,0.2433,0.259,0.2739,0.7825,0.8066,0.7205,NA,NA,NA,TAG49.1.FA15.0
0.115,0.0954,0.0843,0.0921,0.1628,0.149,0.2293,0.0884,0.1282,0.1098,0.126,0.1499,0.1328,0.5473,0.4494,0.3096,0.4165,0.3078,0.3316,0.346,0.3042,1.3189,1.4835,1.3177,0.007,0.0073,0.0077,TAG49.1.FA16.0
0.0235,0.0188,0.0231,0.0156,0.0263,0.0291,0.0403,0.0179,0.0327,0.0233,0.0229,0.0363,0.0228,0.0979,0.0975,0.0557,0.082,0.0565,0.0495,0.0654,0.066,NA,0.1735,0.1318,NA,NA,NA,TAG49.1.FA16.1
0.0301,0.0287,0.0309,0.0287,0.042,0.0405,0.0448,0.0202,0.0356,0.0294,0.0235,0.0341,0.0323,0.0778,0.0843,0.0516,0.0674,0.053,0.0568,0.0521,0.0597,0.3021,0.2799,0.2967,NA,NA,NA,TAG49.1.FA17.0
0.0647,0.0552,0.0548,0.038,0.0679,0.082,0.1394,0.0444,0.066,0.053,0.0681,0.0861,0.0788,0.4189,0.3224,0.2371,0.3056,0.2463,0.2405,0.259,0.2398,1.0979,1.0989,1.0615,NA,NA,0.0054,TAG49.1.FA18.1
0.0145,NA,0.0173,0.0155,0.0279,0.0299,0.04,0.0171,0.0273,0.0256,0.0172,0.0324,0.0326,0.0229,NA,NA,0.0215,0.0119,NA,NA,0.0174,0.1996,0.2499,0.2028,NA,NA,NA,TAG49.2.FA14.0
0.0151,0.0193,NA,0.0114,0.0252,0.0253,0.0344,0.0132,0.017,0.0183,0.0237,0.0303,0.0228,0.1232,0.1039,0.0765,0.0964,0.0742,0.0744,0.0799,0.0755,0.6256,0.6747,0.603,NA,NA,NA,TAG49.2.FA15.0
0.0362,0.0281,0.0307,0.0219,0.0574,0.0547,0.0798,0.0323,0.0441,0.0395,0.0522,0.0598,0.0493,0.0902,0.0735,0.0583,0.0737,0.053,0.0695,0.0619,0.0549,0.7058,0.7077,0.7205,NA,NA,0.0043,TAG49.2.FA16.0
0.0476,0.0517,0.0555,0.039,0.0902,0.0807,0.1226,0.052,0.0753,0.06,0.0734,0.1226,0.0657,0.2169,0.1903,0.1353,0.1939,0.1318,0.1391,0.1369,0.1525,0.3137,0.3495,0.2967,0.0069,0.0085,0.0073,TAG49.2.FA16.1
NA,NA,NA,NA,NA,NA,NA,NA,0.0113,NA,NA,0.0098,NA,NA,NA,NA,0.0147,NA,NA,NA,NA,NA,0.1709,NA,NA,NA,NA,TAG49.2.FA17.0
0.0383,0.033,0.0321,0.0266,0.0623,0.0631,0.0902,0.0298,0.0456,0.04,0.0537,0.0674,0.0501,0.1229,0.1121,0.082,0.1147,0.0911,0.0878,0.0801,0.0762,0.5008,0.5319,0.4951,NA,NA,0.0036,TAG49.2.FA18.1
NA,NA,NA,NA,NA,NA,0.0142,NA,NA,NA,NA,0.012,NA,0.032,0.0341,0.0284,0.0318,0.0265,0.0291,0.0268,0.0241,0.5935,0.6352,0.576,NA,NA,NA,TAG49.2.FA18.2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0128,NA,NA,NA,NA,0.1763,0.1626,0.1291,NA,NA,NA,TAG49.3.FA15.0
NA,NA,NA,NA,NA,NA,0.0112,NA,NA,NA,NA,0.0097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144,NA,NA,NA,TAG49.3.FA16.0
0.023,0.0231,0.0164,0.0114,0.0322,0.0291,0.0506,0.0217,0.0266,0.0264,0.0262,0.0316,0.023,0.035,0.0332,0.0301,0.0353,0.0241,0.0293,0.0247,0.032,0.1782,0.167,0.144,NA,NA,NA,TAG49.3.FA16.1
NA,NA,NA,NA,NA,0.0114,NA,NA,NA,NA,NA,0.0091,NA,0.0155,NA,NA,NA,NA,NA,NA,NA,0.2941,0.2769,0.2601,NA,NA,NA,TAG49.3.FA18.2
NA,NA,NA,NA,0.0078,0.0139,0.0218,NA,NA,NA,0.0074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1943,0.1387,NA,NA,NA,TAG50.0.FA14.0
0.1855,0.169,0.1935,0.1642,0.2547,0.2771,0.3856,0.1492,0.1997,0.223,0.15,0.2018,0.1874,0.2739,0.2632,0.2023,0.265,0.1732,0.2126,0.1875,0.1873,8.3771,8.9187,8.7039,0.0088,0.0127,0.0094,TAG50.0.FA16.0
0.1135,0.0908,0.1076,0.1003,0.1377,0.1516,0.2107,0.0931,0.1121,0.1418,0.0713,0.1051,0.1105,0.1278,0.1156,0.1012,0.1256,0.0952,0.1025,0.087,0.0971,3.7501,3.6264,3.8433,0.0053,0.0081,0.0059,TAG50.0.FA18.0
0.0409,0.032,0.0321,0.0206,0.0494,0.0538,0.08,0.0247,0.0372,0.0267,0.0283,0.0359,0.0302,0.0255,0.0263,0.0237,0.0302,0.0158,0.0203,0.0167,0.0224,1.5756,1.5516,1.5778,NA,NA,NA,TAG50.1.FA14.0
0.7573,0.7297,0.6645,0.548,1.188,1.09,1.6235,0.5095,0.7259,0.5865,0.805,0.9532,0.6781,1.4913,1.4243,1.0047,1.3643,0.8354,0.8734,0.9226,0.883,47.525,48.1868,47.1412,0.0231,0.0251,0.0206,TAG50.1.FA16.0
0.079,0.0691,0.0723,0.0501,0.1127,0.1179,0.1684,0.0567,0.0872,0.0669,0.0878,0.1046,0.0807,0.1167,0.0972,0.0798,0.0989,0.0687,0.076,0.0667,0.0739,2.0996,2.2769,2.0787,NA,NA,NA,TAG50.1.FA16.1
0.0781,0.0689,0.0673,0.0631,0.104,0.1184,0.1635,0.0556,0.0695,0.0701,0.0774,0.096,0.0865,0.0819,0.0797,0.0621,0.0876,0.0672,0.0692,0.0608,0.0646,2.7805,2.6989,2.8435,NA,NA,NA,TAG50.1.FA18.0
0.5083,0.4889,0.4602,0.3719,0.8334,0.7128,1.1173,0.3445,0.4819,0.4098,0.5469,0.676,0.4725,0.8139,0.7572,0.5537,0.7833,0.4718,0.5357,0.5124,0.5016,27.5019,28.2857,27.9399,0.0144,0.0146,0.0126,TAG50.1.FA18.1
0.0127,NA,0.0157,0.009,0.0203,0.0225,0.024,NA,0.0131,NA,0.0106,0.0165,0.0172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAG50.1.FA20.1
0.05,0.0458,0.046,0.0414,0.1002,0.0911,0.1392,0.0446,0.0701,0.0573,0.0639,0.0921,0.0743,0.0495,0.054,0.0372,0.0497,0.0383,0.0439,0.0439,0.0346,8.1846,7.9912,7.7695,NA,NA,NA,TAG50.2.FA14.0
0.0466,0.0614,0.0594,0.0547,0.0493,0.053,0.096,0.0411,0.047,0.0523,0.0294,0.0733,0.0523,0.0752,0.0832,0.0611,0.0707,0.0731,0.053,0.046,0.0668,0.1144,0.127,NA,NA,NA,NA,TAG50.2.FA14.1
0.2973,0.2824,0.2463,0.194,0.5193,0.4478,0.6943,0.1897,0.2515,0.2107,0.3811,0.426,0.2449,0.5583,0.564,0.3513,0.5263,0.3258,0.3642,0.3247,0.3516,41.841,41.4791,40.8762,0.0119,0.0133,0.0101,TAG50.2.FA16.0
0.3629,0.33,0.3201,0.2331,0.662,0.5835,0.9111,0.2198,0.3657,0.2689,0.4954,0.5562,0.3476,0.616,0.5944,0.453,0.6135,0.3711,0.4174,0.3863,0.3968,14.7562,14.778,14.4988,0.0103,0.0108,0.0092,TAG50.2.FA16.1
NA,0.016,0.0114,0.0113,0.0214,0.021,0.0273,NA,0.0176,0.0178,0.0165,0.0204,0.0157,NA,NA,NA,0.016,NA,NA,NA,NA,0.9892,0.9319,0.9671,NA,NA,NA,TAG50.2.FA18.0
0.4289,0.4153,0.3907,0.2978,0.8109,0.7514,1.1238,0.3267,0.4665,0.3707,0.6036,0.7243,0.4749,0.5668,0.5398,0.3975,0.5744,0.3803,0.4257,0.3805,0.4043,31.2734,31.1121,31.3266,0.0136,0.014,0.0123,TAG50.2.FA18.1
0.0379,0.0399,0.0324,0.0325,0.0706,0.0627,0.087,0.0384,0.0462,0.0358,0.0535,0.0651,0.0477,0.0752,0.096,0.0498,0.0773,0.0451,0.0455,0.0458,0.0511,15.5636,16.0418,15.0998,NA,0.007,0.0063,TAG50.2.FA18.2
NA,0.0158,NA,NA,NA,0.0134,0.0191,NA,0.0109,NA,0.0129,0.0138,0.0132,NA,NA,NA,NA,NA,NA,NA,NA,0.1355,NA,0.1368,NA,NA,NA,TAG50.2.FA20.2
NA,NA,0.0155,0.0132,0.0181,0.0191,0.0245,0.0138,NA,0.0122,0.0135,0.0182,0.0164,NA,0.0169,NA,0.016,0.0106,NA,0.0163,NA,8.5197,8.7319,7.9603,NA,NA,NA,TAG50.3.FA14.0
0.0186,0.034,0.03,0.0227,0.0277,0.0326,0.0479,0.0192,0.0256,0.0219,0.0227,0.038,0.028,0.0721,0.0645,0.0521,0.0674,0.058,0.0434,0.0447,0.0616,0.4064,0.4571,0.3737,NA,NA,NA,TAG50.3.FA14.1
0.0403,0.0381,0.0305,0.0353,0.0592,0.0578,0.0742,0.0301,0.0302,0.0324,0.0512,0.0509,0.0374,0.0464,0.0519,0.0282,0.0382,0.03,0.0418,0.033,0.0367,11.678,11.9143,11.6572,0.0047,NA,NA,TAG50.3.FA16.0
0.1405,0.1332,0.1265,0.0974,0.2771,0.2465,0.3976,0.0931,0.1589,0.1116,0.2154,0.2575,0.1528,0.1765,0.1619,0.1286,0.1812,0.1158,0.1467,0.1095,0.1207,10.3128,10.1714,9.9888,NA,0.007,0.0067,TAG50.3.FA16.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1857,0.1929,0.1947,NA,NA,NA,TAG50.3.FA18.0
0.0961,0.0907,0.0946,0.0641,0.1692,0.1696,0.2509,0.0735,0.0969,0.0856,0.1366,0.1656,0.1073,0.0788,0.0989,0.063,0.0985,0.062,0.0758,0.0675,0.0634,10.5249,10.7758,10.353,0.0104,0.0121,0.0146,TAG50.3.FA18.1
0.0468,0.0378,0.0355,0.0324,0.0813,0.0699,0.1021,0.0426,0.0514,0.0434,0.0589,0.0699,0.0475,0.0492,0.056,0.0327,0.0471,0.0296,0.0451,0.0322,0.0329,17.2782,17.9934,16.5986,NA,0.0041,0.0045,TAG50.3.FA18.2
NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,0.0106,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6808,1.844,1.7955,NA,NA,NA,TAG50.3.FA18.3
NA,0.0184,0.0114,0.0092,0.0162,0.0204,0.0349,0.0089,0.0146,NA,0.0188,0.0195,0.0141,NA,NA,NA,NA,NA,NA,NA,NA,0.2674,0.2681,0.2068,NA,NA,NA,TAG50.3.FA20.3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0134,NA,NA,NA,2.6718,2.5626,2.3253,NA,NA,NA,TAG50.4.FA14.0
NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA,0.0087,NA,0.0198,0.0298,0.0147,0.0144,0.0171,0.0123,NA,NA,0.3244,0.3146,0.3583,NA,NA,NA,TAG50.4.FA14.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0133,NA,NA,NA,NA,NA,NA,1.0106,0.9187,0.9209,NA,NA,NA,TAG50.4.FA16.0
