Compound,m.z,Retention.time..min.,Intensity,Mode,Y1-act-11,Y1-qui-try-11,Y1-qui-scr-11,Y2-act-11,Y2-qui-try-11,Y2-qui-scr-11,Y3-act-11,Y3-qui-try-11,Y3-qui-scr-11,O1-act-11,O1-qui-try-11,O1-qui-scr-11,O2-act-11,O2-qui-try-11,O2-qui-scr-11,O3-act-11,O3-qui-try-11,O3-qui-scr-11,Y1-act-8,Y1-qui-8,Y2-act-8,Y2-qui-8,Y3-act-8,Y3-qui-8,O1-act-8,O1-qui-8,O2-act-8,O2-qui-8,O3-act-8,O3-qui-8,Act-Adherent-1,Act-Adherent-2,Act-suspension-1,Act-suspension-2,QC1,QC2,QC3,LipidIon,FattyAcid,Class,IonFormula,RT_LS,mz_LS,mscore,tscore
22.10_822.7525m/z,822.7525,22.10,7098204.392,Accucore_C18_pos,8.8E+06,1.2E+07,1.2E+07,6.6E+06,7.5E+06,1.4E+07,6.0E+06,1.3E+07,9.9E+06,4.5E+06,4.9E+06,9.0E+06,7.3E+06,5.9E+06,5.3E+06,5.9E+06,6.5E+06,6.1E+06,6.0E+06,1.7E+07,5.6E+06,1.1E+07,6.5E+06,1.9E+07,4.8E+06,6.0E+06,8.5E+06,7.4E+06,1.1E+07,6.9E+06,5.4E+06,6.7E+06,8.5E+06,9.5E+06,5.8E+06,6.1E+06,5.9E+06,TG(16:0/16:0/16:1)+NH4,(16:0/16:0/16:1),TG,C51 H100 O6 N1,22.10222192,822.7545155,60.13263244,0.214657153
22.68_850.7838m/z,850.7838,22.68,13138598.65,Accucore_C18_pos,1.9E+07,1.8E+07,1.7E+07,1.3E+07,1.1E+07,1.9E+07,1.2E+07,2.0E+07,1.3E+07,9.8E+06,9.3E+06,1.9E+07,1.5E+07,1.1E+07,8.2E+06,1.3E+07,1.1E+07,9.9E+06,1.0E+07,2.4E+07,1.0E+07,1.8E+07,1.3E+07,3.1E+07,9.5E+06,1.2E+07,1.6E+07,9.9E+06,2.4E+07,1.0E+07,1.1E+07,1.4E+07,1.7E+07,1.9E+07,9.5E+06,1.0E+07,9.8E+06,TG(16:0/16:0/18:1)+NH4,(16:0/16:0/18:1),TG,C53 H104 O6 N1,22.66488285,850.7858155,56.40960113,0.299375564
21.20_870.7513m/z,870.7513,21.20,79752.79379,Accucore_C18_pos,3.6E+04,1.8E+05,1.7E+05,1.6E+04,8.9E+04,2.3E+05,2.7E+04,2.1E+05,1.0E+05,4.4E+03,3.1E+04,1.1E+05,5.3E+04,5.3E+04,1.9E+04,1.3E+04,6.9E+04,3.9E+04,1.9E+05,2.8E+05,5.3E+04,1.1E+05,1.5E+05,2.8E+05,1.3E+04,9.1E+04,1.2E+05,1.6E+05,9.2E+04,2.0E+05,3.3E+04,7.0E+04,5.9E+04,5.9E+04,4.5E+04,2.8E+04,4.0E+04,TG(16:0/16:0/20:5)+NH4,(16:0/16:0/20:5),TG,C55 H100 O6 N1,21.191,870.7545155,5.907630134,0.4627454
21.32_870.7514m/z,870.7514,21.32,7824.881386,Accucore_C18_pos,6.5E+03,3.1E+04,5.1E+04,1.1E+03,1.8E+04,8.8E+04,1.1E+03,5.4E+04,2.1E+04,1.1E+03,0.0E+00,7.8E+03,4.2E+03,2.5E+03,1.1E+03,0.0E+00,9.2E+02,3.6E+03,4.1E+04,1.4E+05,7.8E+03,7.6E+04,2.4E+04,1.4E+05,0.0E+00,1.2E+03,3.2E+04,6.4E+04,3.4E+04,3.9E+04,3.2E+03,9.1E+03,3.6E+03,4.7E+03,2.4E+03,6.8E+03,1.2E+03,TG(16:0/16:0/20:5)+NH4,(16:0/16:0/20:5),TG,C55 H100 O6 N1,21.191,870.7545155,5.907630134,0.4627454
21.49_820.7370m/z,820.7370,21.49,2409985.939,Accucore_C18_pos,2.7E+06,2.8E+06,3.1E+06,2.2E+06,2.1E+06,3.6E+06,2.0E+06,3.0E+06,2.5E+06,1.4E+06,1.4E+06,2.5E+06,2.5E+06,1.5E+06,1.6E+06,1.9E+06,1.9E+06,1.8E+06,1.9E+06,5.8E+06,1.8E+06,3.6E+06,2.0E+06,6.0E+06,1.6E+06,1.8E+06,3.2E+06,3.1E+06,3.3E+06,2.7E+06,1.9E+06,2.4E+06,2.7E+06,2.9E+06,1.9E+06,2.0E+06,1.9E+06,TG(16:0/16:1/16:1)+NH4| TG(16:0/16:1/16:1)+NH4,(16:0/16:1/16:1)| (16:0/16:1/16:1),TG| TG,C51 H98 O6 N1| C51 H98 O6 N1,21.4566889972479| 21.8708758425678,820.73886547| 820.73886547,63.6861686571733| 38.8315145223446,0.175201162949034| 0.0487637388586357
21.87_820.7369m/z,820.7369,21.87,209511.2189,Accucore_C18_pos,1.6E+05,2.9E+05,3.4E+05,1.5E+05,2.1E+05,3.8E+05,1.4E+05,3.2E+05,3.1E+05,9.8E+04,1.0E+05,1.6E+05,1.9E+05,1.5E+05,1.3E+05,1.4E+05,1.6E+05,1.3E+05,2.2E+05,8.1E+05,2.2E+05,5.0E+05,2.5E+05,8.1E+05,1.4E+05,1.1E+05,2.6E+05,2.3E+05,2.8E+05,2.1E+05,1.7E+05,2.0E+05,2.1E+05,2.5E+05,1.8E+05,1.9E+05,1.9E+05,TG(16:0/16:1/16:1)+NH4| TG(16:0/16:1/16:1)+NH4,(16:0/16:1/16:1)| (16:0/16:1/16:1),TG| TG,C51 H98 O6 N1| C51 H98 O6 N1,21.4566889972479| 21.8708758425678,820.73886547| 820.73886547,63.6861686571733| 38.8315145223446,0.175201162949034| 0.0487637388586357
22.03_848.7680m/z,848.7680,22.03,10755529.1,Accucore_C18_pos,1.5E+07,1.2E+07,1.3E+07,1.2E+07,8.0E+06,1.4E+07,1.1E+07,1.3E+07,1.0E+07,7.2E+06,6.0E+06,1.2E+07,1.4E+07,6.6E+06,5.8E+06,1.0E+07,7.8E+06,7.0E+06,8.4E+06,2.0E+07,8.3E+06,1.3E+07,9.8E+06,2.3E+07,7.7E+06,9.2E+06,1.6E+07,1.0E+07,1.9E+07,1.1E+07,9.1E+06,1.2E+07,1.5E+07,1.6E+07,7.7E+06,8.2E+06,7.8E+06,TG(16:0/16:1/18:1)+NH4| TG(16:0/16:0/18:2)+NH4,(16:0/16:1/18:1)| (16:0/16:0/18:2),TG| TG,C53 H102 O6 N1| C53 H102 O6 N1,22.0326411244049| 22.504,848.77016547| 848.77016547,71.7678131102657| 60.4426816827353,0.0690307494222347| 0.277002523396994
22.90_864.7994m/z,864.7994,22.90,3029036.892,Accucore_C18_pos,3.4E+06,8.1E+06,7.2E+06,2.2E+06,4.6E+06,9.0E+06,2.2E+06,8.8E+06,5.8E+06,1.1E+06,2.2E+06,4.9E+06,1.7E+06,3.3E+06,2.5E+06,1.6E+06,3.4E+06,2.9E+06,1.2E+06,3.6E+06,9.1E+05,3.1E+06,7.9E+05,4.8E+06,1.3E+06,4.0E+06,2.4E+06,3.6E+06,3.3E+06,3.6E+06,1.1E+06,1.4E+06,1.7E+06,1.9E+06,2.1E+06,2.2E+06,2.1E+06,TG(16:0/17:0/18:1)+NH4,(16:0/17:0/18:1),TG,C54 H106 O6 N1,22.89536471,864.8014655,43.67524584,0.259746845
22.31_862.7836m/z,862.7836,22.31,3931216.54,Accucore_C18_pos,3.8E+06,1.0E+07,1.1E+07,2.7E+06,6.4E+06,1.3E+07,2.5E+06,1.2E+07,8.4E+06,1.2E+06,2.8E+06,6.3E+06,2.2E+06,4.5E+06,3.6E+06,1.9E+06,4.9E+06,4.2E+06,1.3E+06,6.6E+06,9.9E+05,5.6E+06,8.3E+05,8.5E+06,1.4E+06,6.0E+06,3.5E+06,7.2E+06,4.0E+06,6.9E+06,1.2E+06,1.6E+06,2.0E+06,2.2E+06,3.0E+06,3.1E+06,3.0E+06,TG(16:0/17:1/18:1)+NH4,(16:0/17:1/18:1),TG,C54 H104 O6 N1,22.30994172,862.7858155,48.10954648,0.051031573
22.60_876.7994m/z,876.7994,22.60,16401892.07,Accucore_C18_pos,3.3E+07,1.5E+07,1.5E+07,2.3E+07,1.0E+07,1.7E+07,2.2E+07,1.8E+07,1.2E+07,1.6E+07,1.0E+07,2.1E+07,2.7E+07,9.9E+06,8.0E+06,2.1E+07,1.0E+07,9.3E+06,1.3E+07,2.3E+07,1.3E+07,1.6E+07,1.7E+07,2.9E+07,1.4E+07,1.5E+07,2.5E+07,1.0E+07,3.5E+07,1.3E+07,1.7E+07,2.2E+07,2.6E+07,2.9E+07,1.2E+07,1.3E+07,1.2E+07,TG(16:0/18:1/18:1)+NH4,(16:0/18:1/18:1),TG,C55 H106 O6 N1,22.60007176,876.8014655,52.25665688,0.003330677
22.90_874.7855m/z,874.7855,22.90,413351.8888,Accucore_C18_pos,4.6E+05,8.9E+05,4.6E+05,2.8E+05,3.2E+05,4.2E+05,2.8E+05,4.8E+05,3.2E+05,4.1E+05,2.1E+05,3.8E+05,5.4E+05,3.4E+05,4.1E+05,4.3E+05,5.9E+05,2.8E+05,6.8E+05,4.5E+05,2.9E+05,3.8E+05,6.1E+05,3.9E+05,3.1E+05,6.1E+05,7.2E+05,4.5E+05,4.0E+05,3.6E+05,3.5E+05,5.6E+05,3.2E+05,4.1E+05,2.6E+05,2.8E+05,2.7E+05,TG(16:0/18:1/18:2)+NH4,(16:0/18:1/18:2),TG,C55 H104 O6 N1,22.446,874.7858155,52.26996188,0.122028055
22.10_874.7836m/z,874.7836,22.10,5204962.598,Accucore_C18_pos,9.1E+06,4.8E+06,5.4E+06,7.1E+06,3.4E+06,6.0E+06,6.5E+06,5.3E+06,4.2E+06,4.3E+06,2.6E+06,5.2E+06,8.2E+06,2.7E+06,2.6E+06,6.3E+06,3.3E+06,2.9E+06,4.4E+06,7.7E+06,4.3E+06,5.3E+06,5.2E+06,8.9E+06,4.3E+06,4.3E+06,8.9E+06,4.5E+06,9.6E+06,4.9E+06,5.2E+06,6.7E+06,8.0E+06,8.7E+06,3.9E+06,4.1E+06,3.9E+06,TG(16:0/18:1/18:2)+NH4| TG(16:0/18:1/18:2)+NH4,(16:0/18:1/18:2)| (16:0/18:1/18:2),TG| TG,C55 H104 O6 N1| C55 H104 O6 N1,22.0538492402636| 22.446,874.785815469999| 874.785815469999,69.3122971339417| 52.2699618797364,0.0687128902197855| 0.122028054523884
22.46_874.7835m/z,874.7835,22.46,594136.5181,Accucore_C18_pos,7.1E+05,9.2E+05,7.3E+05,5.5E+05,5.9E+05,8.1E+05,5.5E+05,8.5E+05,6.0E+05,3.7E+05,2.0E+05,2.8E+05,7.1E+05,3.8E+05,2.4E+05,4.9E+05,2.7E+05,2.4E+05,6.1E+05,8.5E+05,5.6E+05,7.1E+05,7.2E+05,1.0E+06,4.0E+05,2.1E+05,9.3E+05,3.5E+05,1.1E+06,3.3E+05,5.2E+05,6.5E+05,7.1E+05,8.3E+05,4.1E+05,4.2E+05,3.9E+05,TG(16:0/18:1/18:2)+NH4| TG(16:0/18:1/18:2)+NH4,(16:0/18:1/18:2)| (16:0/18:1/18:2),TG| TG,C55 H104 O6 N1| C55 H104 O6 N1,22.0538492402636| 22.446,874.785815469999| 874.785815469999,69.3122971339417| 52.2699618797364,0.0687128902197855| 0.122028054523884
21.76_872.7680m/z,872.7680,21.76,1019730.596,Accucore_C18_pos,1.1E+06,1.3E+06,1.4E+06,8.4E+05,9.2E+05,1.6E+06,8.7E+05,1.5E+06,1.1E+06,5.3E+05,3.3E+05,6.1E+05,1.2E+06,5.9E+05,4.1E+05,7.9E+05,4.7E+05,4.2E+05,1.1E+06,1.9E+06,9.5E+05,1.3E+06,1.1E+06,2.0E+06,6.7E+05,5.5E+05,1.6E+06,9.9E+05,1.5E+06,8.6E+05,8.3E+05,1.0E+06,1.1E+06,1.2E+06,6.8E+05,7.4E+05,6.8E+05,TG(16:0/18:1/18:3)+NH4,(16:0/18:1/18:3),TG,C55 H102 O6 N1,21.7227729,872.7701655,38.13867503,0.236372847
21.53_872.7680m/z,872.7680,21.53,668294.6448,Accucore_C18_pos,7.9E+05,6.3E+05,7.8E+05,7.7E+05,4.7E+05,8.5E+05,6.5E+05,6.6E+05,5.7E+05,4.4E+05,3.7E+05,5.8E+05,8.0E+05,3.8E+05,3.9E+05,6.4E+05,4.5E+05,3.8E+05,7.0E+05,1.2E+06,5.4E+05,7.8E+05,6.7E+05,1.2E+06,4.5E+05,5.1E+05,1.1E+06,8.0E+05,9.6E+05,7.6E+05,6.3E+05,7.7E+05,7.9E+05,8.8E+05,5.0E+05,5.3E+05,4.8E+05,TG(16:0/18:1/18:3)+NH4,(16:0/18:1/18:3),TG,C55 H102 O6 N1,21.7227729,872.7701655,38.13867503,0.236372847
23.27_892.8300m/z,892.8300,23.27,463218.5994,Accucore_C18_pos,1.1E+06,1.0E+06,9.0E+05,5.7E+05,5.9E+05,1.1E+06,5.9E+05,1.1E+06,7.3E+05,2.6E+05,4.2E+05,9.2E+05,4.1E+05,4.0E+05,3.1E+05,4.6E+05,4.8E+05,4.5E+05,2.3E+05,3.7E+05,1.9E+05,2.9E+05,1.8E+05,4.7E+05,3.7E+05,7.1E+05,4.8E+05,4.5E+05,7.7E+05,6.0E+05,2.4E+05,3.4E+05,4.5E+05,5.3E+05,3.5E+05,3.6E+05,3.4E+05,TG(16:0/18:1/19:0)+NH4,(16:0/18:1/19:0),TG,C56 H110 O6 N1,23.27008871,892.8327655,18.45586316,0.149782949
23.37_932.8613m/z,932.8613,23.37,320652.7238,Accucore_C18_pos,1.6E+06,2.2E+05,2.1E+05,9.9E+05,1.2E+05,2.4E+05,9.9E+05,2.0E+05,1.2E+05,6.8E+05,2.0E+05,4.8E+05,1.1E+06,8.5E+04,8.5E+04,9.9E+05,1.1E+05,9.2E+04,3.9E+05,1.5E+05,4.5E+05,9.8E+04,8.6E+05,2.6E+05,5.3E+05,2.1E+05,7.2E+05,1.0E+05,1.2E+06,1.9E+05,6.2E+05,9.5E+05,1.3E+06,1.5E+06,4.0E+05,3.9E+05,3.8E+05,TG(16:0/18:1/22:1)+NH4,(16:0/18:1/22:1),TG,C59 H114 O6 N1,23.36491861,932.8640655,36.75680499,0.493128743
21.83_924.7993m/z,924.7993,21.83,432089.6834,Accucore_C18_pos,4.0E+05,6.3E+05,5.3E+05,1.7E+05,3.9E+05,6.7E+05,2.3E+05,6.8E+05,3.7E+05,1.5E+05,3.3E+05,8.4E+05,3.3E+05,4.2E+05,2.0E+05,2.4E+05,4.7E+05,3.2E+05,9.0E+05,4.5E+05,7.5E+05,2.7E+05,9.3E+05,5.5E+05,2.9E+05,5.5E+05,5.4E+05,5.6E+05,8.7E+05,1.1E+06,3.5E+05,5.2E+05,3.3E+05,3.8E+05,2.5E+05,3.0E+05,2.8E+05,TG(16:0/18:1/22:5)+NH4,(16:0/18:1/22:5),TG,C59 H106 O6 N1,21.8182059,924.8014655,35.62328261,0.381521363
22.06_924.7991m/z,924.7991,22.06,101276.0507,Accucore_C18_pos,1.8E+04,2.0E+05,2.0E+05,0.0E+00,9.8E+04,2.5E+05,7.8E+03,3.2E+05,2.1E+05,1.9E+04,2.5E+04,1.4E+05,3.8E+04,3.7E+04,8.4E+03,1.9E+04,3.8E+04,3.3E+04,2.3E+05,3.6E+05,8.4E+04,2.5E+05,1.6E+05,4.6E+05,2.0E+04,2.5E+05,1.3E+05,1.4E+05,1.8E+05,2.7E+05,4.4E+04,1.0E+05,2.5E+04,4.1E+04,3.4E+04,4.1E+04,4.3E+04,TG(16:0/18:1/22:5)+NH4,(16:0/18:1/22:5),TG,C59 H106 O6 N1,21.8182059,924.8014655,35.62328261,0.381521363
21.59_922.7838m/z,922.7838,21.59,190527.5145,Accucore_C18_pos,8.9E+03,4.0E+05,4.1E+05,5.5E+03,2.9E+05,4.9E+05,1.2E+03,8.0E+05,3.9E+05,6.6E+03,5.7E+05,1.0E+06,1.7E+04,4.6E+05,2.1E+05,0.0E+00,3.2E+05,1.7E+05,1.3E+05,9.1E+05,1.8E+04,5.8E+05,8.0E+04,1.2E+06,3.9E+03,1.8E+06,4.8E+04,3.7E+05,1.2E+05,7.5E+05,5.0E+03,2.8E+04,2.2E+03,1.3E+04,1.2E+05,1.3E+05,1.1E+05,TG(16:0/18:1/22:6)+NH4,(16:0/18:1/22:6),TG,C59 H104 O6 N1,21.5844966,922.7858155,32.09391294,0.358074514
20.72_792.7052m/z,792.7052,20.72,54065.77384,Accucore_C18_pos,8.0E+04,6.8E+04,1.2E+05,4.6E+04,5.3E+04,1.3E+05,3.7E+04,7.6E+04,7.4E+04,3.1E+04,3.5E+04,9.4E+04,3.6E+04,8.3E+03,2.8E+04,5.5E+04,2.9E+04,2.8E+04,5.2E+04,3.9E+05,4.5E+04,1.6E+05,4.5E+04,3.6E+05,2.1E+04,3.2E+04,1.1E+05,1.2E+05,1.7E+05,8.0E+04,3.1E+04,5.1E+04,7.9E+04,8.7E+04,5.3E+04,4.6E+04,4.8E+04,TG(16:1/14:0/16:1)+NH4,(16:1/14:0/16:1),TG,C49 H94 O6 N1,20.73255999,792.7075655,36.14315452,0.359003999
21.14_792.7055m/z,792.7055,21.14,16499.95173,Accucore_C18_pos,1.3E+04,9.9E+04,1.3E+05,8.3E+03,4.9E+04,1.5E+05,1.0E+04,7.9E+04,9.3E+04,1.9E+03,6.7E+03,1.2E+04,8.7E+03,1.4E+04,1.1E+04,5.5E+03,1.4E+04,1.2E+04,2.9E+04,2.9E+05,1.6E+04,1.5E+05,2.4E+04,2.7E+05,5.8E+03,7.0E+03,3.7E+04,5.1E+04,2.7E+04,2.8E+04,7.5E+03,1.7E+04,1.5E+04,2.8E+04,2.6E+04,2.5E+04,2.7E+04,TG(16:1/14:0/16:1)+NH4,(16:1/14:0/16:1),TG,C49 H94 O6 N1,20.73255999,792.7075655,36.14315452,0.359003999
21.09_818.7207m/z,818.7207,21.09,124522.2848,Accucore_C18_pos,9.9E+04,1.9E+05,2.8E+05,7.9E+04,9.9E+04,3.5E+05,6.4E+04,2.0E+05,2.1E+05,1.2E+04,7.1E+03,6.1E+04,1.2E+05,2.7E+04,3.0E+04,5.5E+04,3.5E+04,3.9E+04,1.5E+05,9.0E+05,1.1E+05,4.3E+05,1.6E+05,7.9E+05,4.7E+04,2.9E+04,2.4E+05,2.3E+05,1.9E+05,1.7E+05,7.6E+04,1.3E+05,1.5E+05,1.8E+05,9.0E+04,9.5E+04,9.0E+04,TG(16:1/16:1/16:1)+NH4,(16:1/16:1/16:1),TG,C51 H96 O6 N1,21.0804951,818.7232155,5.55006295,0.305083793
20.92_818.7203m/z,818.7203,20.92,22747.74592,Accucore_C18_pos,2.4E+04,2.2E+04,3.1E+04,1.6E+04,2.2E+04,4.1E+04,2.1E+04,2.9E+04,2.7E+04,7.7E+03,9.1E+03,2.5E+04,2.8E+04,6.6E+03,1.6E+04,1.1E+04,9.0E+03,1.0E+04,1.7E+04,1.0E+05,1.5E+04,4.6E+04,2.3E+04,8.9E+04,1.5E+04,1.6E+04,3.0E+04,2.8E+04,3.6E+04,1.9E+04,2.0E+04,2.5E+04,3.5E+04,2.9E+04,2.2E+04,1.5E+04,1.3E+04,TG(16:1/16:1/16:1)+NH4,(16:1/16:1/16:1),TG,C51 H96 O6 N1,21.0804951,818.7232155,5.55006295,0.305083793
21.47_832.7369m/z,832.7369,21.47,51357.76114,Accucore_C18_pos,2.2E+04,4.5E+05,5.7E+05,2.9E+04,2.6E+05,6.8E+05,1.0E+04,4.3E+05,4.1E+05,1.0E+03,7.3E+03,6.7E+04,1.3E+04,6.0E+04,6.9E+04,6.8E+03,5.6E+04,5.6E+04,2.6E+04,6.0E+05,9.7E+03,3.8E+05,6.0E+03,6.1E+05,5.2E+03,3.4E+04,5.9E+04,3.6E+05,4.6E+04,2.0E+05,7.2E+03,1.1E+04,1.3E+04,1.5E+04,7.6E+04,7.7E+04,9.0E+04,TG(16:1/16:1/17:1)+NH4| TG(15:0/16:0/18:3)+NH4,(16:1/16:1/17:1)| (15:0/16:0/18:3),TG| TG,C52 H98 O6 N1| C52 H98 O6 N1,21.112| 21.448,832.73886547| 832.73886547,3.57905176752877| 4.36538826078908,0.462493939237042| 0.0839218936642787
21.22_832.7365m/z,832.7365,21.22,40107.54005,Accucore_C18_pos,3.3E+04,1.9E+05,2.6E+05,2.1E+04,1.2E+05,3.1E+05,9.3E+03,2.2E+05,1.7E+05,3.8E+03,1.3E+04,6.9E+04,1.9E+04,4.1E+04,4.5E+04,2.2E+03,3.9E+04,5.9E+04,2.0E+04,3.0E+05,8.1E+03,1.9E+05,3.4E+03,3.0E+05,8.6E+03,3.3E+04,5.8E+04,2.4E+05,4.7E+04,1.5E+05,1.5E+04,1.1E+04,8.2E+03,2.0E+04,4.3E+04,4.4E+04,3.7E+04,TG(16:1/16:1/17:1)+NH4| TG(15:0/16:0/18:3)+NH4,(16:1/16:1/17:1)| (15:0/16:0/18:3),TG| TG,C52 H98 O6 N1| C52 H98 O6 N1,21.112| 21.448,832.73886547| 832.73886547,3.57905176752877| 4.36538826078908,0.462493939237042| 0.0839218936642787
21.46_846.7525m/z,846.7525,21.46,1569079.979,Accucore_C18_pos,2.1E+06,1.6E+06,1.8E+06,1.7E+06,1.0E+06,2.2E+06,1.5E+06,1.6E+06,1.3E+06,8.9E+05,7.0E+05,1.6E+06,2.0E+06,7.7E+05,8.2E+05,1.4E+06,1.0E+06,9.2E+05,1.3E+06,3.6E+06,1.2E+06,2.2E+06,1.5E+06,3.9E+06,1.0E+06,1.2E+06,2.9E+06,2.2E+06,2.7E+06,2.1E+06,1.4E+06,1.8E+06,2.1E+06,2.4E+06,1.1E+06,1.1E+06,1.1E+06,TG(16:1/16:1/18:1)+NH4| TG(16:1/16:1/18:1)+NH4,(16:1/16:1/18:1)| (16:1/16:1/18:1),TG| TG,C53 H100 O6 N1| C53 H100 O6 N1,21.5002864751621| 21.805736852156,846.75451547| 846.75451547,62.3596952987206| 13.5662644302564,0.332723033555658| 0.0807937720716616
21.81_846.7524m/z,846.7524,21.81,740877.5041,Accucore_C18_pos,7.3E+05,8.8E+05,9.9E+05,6.2E+05,6.3E+05,1.2E+06,6.1E+05,9.5E+05,7.9E+05,3.7E+05,1.9E+05,4.2E+05,8.5E+05,3.3E+05,3.2E+05,5.8E+05,3.2E+05,3.0E+05,8.2E+05,1.9E+06,7.6E+05,1.2E+06,9.0E+05,1.9E+06,5.4E+05,2.9E+05,1.1E+06,6.2E+05,1.0E+06,5.8E+05,6.8E+05,8.4E+05,8.9E+05,8.9E+05,5.4E+05,5.4E+05,5.1E+05,TG(16:1/16:1/18:1)+NH4| TG(16:1/16:1/18:1)+NH4,(16:1/16:1/18:1)| (16:1/16:1/18:1),TG| TG,C53 H100 O6 N1| C53 H100 O6 N1,21.5002864751621| 21.805736852156,846.75451547| 846.75451547,62.3596952987206| 13.5662644302564,0.332723033555658| 0.0807937720716616
21.07_844.7362m/z,844.7362,21.07,125848.8991,Accucore_C18_pos,9.7E+04,1.3E+05,2.2E+05,7.4E+04,6.6E+04,2.9E+05,7.4E+04,1.7E+05,1.3E+05,1.1E+04,0.0E+00,4.9E+04,1.2E+05,6.2E+03,6.5E+03,6.0E+04,7.2E+03,6.1E+03,1.9E+05,6.4E+05,1.0E+05,2.7E+05,1.8E+05,5.7E+05,3.1E+04,1.9E+04,2.9E+05,1.8E+05,1.9E+05,1.7E+05,8.0E+04,1.3E+05,1.6E+05,1.5E+05,5.4E+04,5.4E+04,4.1E+04,TG(16:1/16:1/18:2)+NH4,(16:1/16:1/18:2),TG,C53 H98 O6 N1,21.106,844.7388655,3.159543836,0.359322499
21.81_860.7677m/z,860.7677,21.81,729539.4175,Accucore_C18_pos,7.2E+05,2.1E+06,2.4E+06,5.4E+05,1.4E+06,3.0E+06,4.6E+05,2.3E+06,1.9E+06,1.2E+05,3.9E+05,1.1E+06,3.7E+05,7.4E+05,6.7E+05,2.8E+05,9.0E+05,7.6E+05,2.4E+05,1.8E+06,1.1E+05,1.3E+06,7.9E+04,2.1E+06,1.9E+05,1.0E+06,8.4E+05,2.3E+06,7.2E+05,1.8E+06,1.6E+05,2.5E+05,3.4E+05,4.1E+05,6.4E+05,7.1E+05,6.1E+05,TG(16:1/17:1/18:1)+NH4| TG(15:0/16:0/20:3)+NH4,(16:1/17:1/18:1)| (15:0/16:0/20:3),TG| TG,C54 H102 O6 N1| C54 H102 O6 N1,21.661477324148| 22.0617361134614,860.77016547| 860.77016547,49.3633452416281| 38.6869774889131,0.392632094602436| 0.128119905397562
22.16_860.7678m/z,860.7678,22.16,94790.63175,Accucore_C18_pos,6.3E+04,8.1E+05,7.6E+05,3.8E+04,4.6E+05,8.8E+05,3.0E+04,7.4E+05,5.6E+05,5.9E+03,2.2E+04,9.1E+04,3.0E+04,1.9E+05,1.1E+05,2.4E+04,1.1E+05,9.8E+04,4.0E+04,4.5E+05,1.1E+04,3.7E+05,7.5E+03,5.3E+05,1.6E+04,6.6E+04,1.3E+05,2.7E+05,1.3E+05,1.5E+05,1.3E+04,1.0E+04,1.7E+04,3.2E+04,1.3E+05,1.4E+05,1.2E+05,TG(16:1/17:1/18:1)+NH4| TG(15:0/16:0/20:3)+NH4,(16:1/17:1/18:1)| (15:0/16:0/20:3),TG| TG,C54 H102 O6 N1| C54 H102 O6 N1,21.661477324148| 22.0617361134614,860.77016547| 860.77016547,49.3633452416281| 38.6869774889131,0.392632094602436| 0.128119905397562
22.75_834.7890m/z,834.7890,22.75,173708.7866,Accucore_C18_pos,3.8E+05,2.3E+05,2.1E+05,3.4E+05,8.8E+04,3.0E+05,1.9E+05,1.4E+05,9.9E+04,2.9E+04,9.8E+02,4.1E+04,3.0E+05,2.7E+04,1.6E+04,1.8E+05,1.3E+04,3.1E+03,1.7E+05,4.6E+05,1.8E+05,3.5E+05,3.0E+05,5.2E+05,7.7E+04,1.6E+04,6.7E+05,2.2E+04,6.1E+05,2.9E+04,8.0E+04,1.5E+05,4.6E+05,5.5E+05,8.2E+04,8.9E+04,9.0E+04,TG(16:1e/16:0/18:1)+NH4,(16:1e/16:0/18:1),TG,C53 H104 O5 N1,22.75795108,834.7909005,4.830448453,0.377668061
22.82_890.8148m/z,890.8148,22.82,1881236.137,Accucore_C18_pos,2.9E+06,4.7E+06,4.5E+06,1.8E+06,2.9E+06,5.6E+06,1.7E+06,5.3E+06,3.5E+06,7.0E+05,1.5E+06,3.6E+06,1.4E+06,2.1E+06,1.5E+06,1.3E+06,2.2E+06,1.9E+06,5.9E+05,2.3E+06,4.1E+05,1.9E+06,3.7E+05,3.0E+06,8.1E+05,3.3E+06,1.8E+06,2.5E+06,2.5E+06,3.0E+06,6.0E+05,8.7E+05,1.2E+06,1.4E+06,1.3E+06,1.4E+06,1.3E+06,TG(17:0/18:1/18:1)+NH4,(17:0/18:1/18:1),TG,C56 H108 O6 N1,22.81540953,890.8171155,35.25170175,0.073037042
23.20_918.8454m/z,918.8454,23.20,173232.9884,Accucore_C18_pos,5.2E+05,3.7E+05,3.5E+05,2.8E+05,1.9E+05,4.0E+05,2.3E+05,3.8E+05,2.0E+05,9.2E+04,1.1E+05,3.7E+05,1.9E+05,1.0E+05,7.3E+04,1.8E+05,1.5E+05,1.3E+05,3.6E+04,1.0E+05,2.8E+04,8.2E+04,1.5E+04,1.5E+05,5.9E+04,2.9E+05,2.0E+05,1.6E+05,3.1E+05,2.5E+05,3.7E+04,9.6E+04,1.6E+05,1.9E+05,8.7E+04,1.0E+05,8.5E+04,TG(17:0/18:1/20:1)+NH4,(17:0/18:1/20:1),TG,C58 H112 O6 N1,23.207,918.8484155,19.50827228,0.108793317
