LipidIon,Class,FattyAcid,FA1,FA2,FA3,FA4,mScore,tScore,Mode,CalcMz,IonFormula,RT,Intensity,1O3_A,3O3_E,5O3_F,7O3_M,9O3_N,11O3_P,13O5_A,15O5_E,17O5_F,19O5_M,21O5_N,23O5_P,25O7_A,27O7_E,29O7_F,31O7_M,33O7_N,35O7_P,37O8_A,39O8_E,41O8_F,43O8_M,45O8_N,47O8_P,49PBS_1,51PBS_2,53PBS_3,55QC_1,57QC_2,59QC_3,61QC_4,63Y3_A,65Y3_E,67Y3_F,69Y3_M,71Y3_N,73Y3_P,75Y4_A,77Y4_E,79Y4_F,81Y4_M,83Y4_N,85Y4_P,87Y5_A,89Y5_E,91Y5_F,93Y5_M,95Y5_N,97Y5_P,99Y6_A,101Y6_E,103Y6_F,105Y6_M,107Y6_N,109Y6_P
SM(d20:0/18:1)+H,SM,(d20:0/18:1),(d20:0),(18:1),,,17.3,2.4,Accucore_C18_pos,759.6375,C43 H88 O6 N2 P1,13.54,8.1E+06,7.2E+06,8.0E+06,8.1E+06,5.5E+06,1.0E+07,7.2E+06,9.6E+06,1.1E+07,9.7E+06,7.9E+06,9.3E+06,8.9E+06,7.1E+06,9.7E+06,8.7E+06,6.9E+06,1.0E+07,7.3E+06,5.9E+06,6.0E+06,5.9E+06,4.5E+06,8.6E+06,5.5E+06,0.0E+00,0.0E+00,0.0E+00,9.4E+06,9.2E+06,9.2E+06,8.5E+06,8.1E+06,1.1E+07,1.1E+07,6.8E+06,1.2E+07,7.6E+06,9.0E+06,1.1E+07,1.4E+07,6.4E+06,1.6E+07,7.7E+06,7.9E+06,1.0E+07,9.2E+06,8.1E+06,1.4E+07,7.5E+06,6.8E+06,8.3E+06,9.7E+06,6.6E+06,1.2E+07,6.4E+06
SM(d20:0/18:1)+HCOO,SM,(d20:0/18:1),(d20:0),(18:1),,,14.5,0.8,Accucore_C18_neg,803.6284,C44 H88 O8 N2 P1,13.54,2.1E+06,2.0E+06,2.2E+06,2.2E+06,1.4E+06,3.0E+06,2.1E+06,2.5E+06,2.9E+06,2.4E+06,2.0E+06,2.4E+06,2.4E+06,1.8E+06,2.7E+06,2.0E+06,1.8E+06,2.4E+06,1.9E+06,6.1E+05,1.4E+06,1.5E+06,1.2E+06,2.5E+06,1.3E+06,0.0E+00,0.0E+00,0.0E+00,2.2E+06,2.3E+06,2.5E+06,2.1E+06,1.8E+06,3.0E+06,2.8E+06,1.9E+06,3.3E+06,2.1E+06,2.7E+06,2.6E+06,3.4E+06,1.5E+06,4.2E+06,1.9E+06,2.3E+06,2.5E+06,2.1E+06,1.9E+06,3.5E+06,2.0E+06,2.0E+06,2.2E+06,2.2E+06,1.6E+06,3.2E+06,1.6E+06
SM(d20:0/18:1)+Na,SM,(d20:0/18:1),(d20:0),(18:1),,,3.2,0.5,Accucore_C18_pos,781.6194,C43 H87 O6 N2 P1 Na1,13.54,1.9E+06,1.5E+06,1.9E+06,2.0E+06,1.3E+06,2.7E+06,1.6E+06,2.2E+06,2.6E+06,2.3E+06,1.7E+06,2.2E+06,1.8E+06,1.5E+06,2.3E+06,1.9E+06,1.7E+06,2.2E+06,1.8E+06,1.4E+06,1.5E+06,1.3E+06,1.1E+06,1.8E+06,1.2E+06,0.0E+00,0.0E+00,0.0E+00,1.9E+06,2.1E+06,1.9E+06,1.9E+06,2.1E+06,2.6E+06,3.0E+06,1.5E+06,4.1E+06,2.0E+06,2.2E+06,2.4E+06,3.8E+06,1.5E+06,3.7E+06,1.8E+06,1.8E+06,2.4E+06,2.2E+06,1.9E+06,3.5E+06,1.8E+06,1.4E+06,2.0E+06,2.1E+06,1.6E+06,3.0E+06,1.4E+06
SM(d18:1/22:3)+H,SM,(d18:1/22:3),(d18:1),(22:3),,,6.4,0.6,Accucore_C18_pos,781.6218,C45 H86 O6 N2 P1,13.55,2.1E+06,1.6E+06,2.0E+06,2.2E+06,1.4E+06,3.3E+06,1.9E+06,2.5E+06,2.9E+06,2.5E+06,2.0E+06,2.4E+06,2.1E+06,1.5E+06,2.6E+06,2.3E+06,1.9E+06,2.2E+06,2.0E+06,1.5E+06,1.6E+06,1.4E+06,1.2E+06,2.2E+06,1.3E+06,0.0E+00,0.0E+00,0.0E+00,2.2E+06,2.3E+06,2.2E+06,2.1E+06,2.3E+06,2.9E+06,3.2E+06,1.8E+06,4.3E+06,2.1E+06,2.4E+06,2.7E+06,4.1E+06,1.7E+06,4.2E+06,2.0E+06,2.1E+06,2.7E+06,2.5E+06,2.2E+06,4.0E+06,2.0E+06,1.6E+06,2.1E+06,2.6E+06,1.7E+06,3.3E+06,1.6E+06
PE(17:0/22:3)+H,PE,(17:0/22:3),(17:0),(22:3),,,4.7,1.0,Accucore_C18_pos,784.5851,C44 H83 O8 N1 P1,13.56,8.3E+06,5.5E+06,7.1E+06,1.3E+07,9.2E+06,8.3E+06,6.0E+06,9.2E+06,7.6E+06,1.4E+07,9.9E+06,7.1E+06,7.8E+06,6.3E+06,7.3E+06,1.4E+07,1.0E+07,7.5E+06,8.1E+06,6.3E+06,6.3E+06,1.1E+07,9.4E+06,9.2E+06,8.3E+06,0.0E+00,0.0E+00,0.0E+00,8.5E+06,1.3E+07,7.6E+06,8.6E+06,8.9E+06,7.7E+06,2.0E+07,8.5E+06,1.3E+07,7.5E+06,8.3E+06,6.8E+06,2.2E+07,7.7E+06,1.1E+07,7.8E+06,8.0E+06,7.6E+06,1.3E+07,1.2E+07,1.3E+07,6.6E+06,6.6E+06,5.2E+06,1.5E+07,9.6E+06,8.4E+06,6.8E+06
PE(17:0/22:3)-H,PE,(17:0/22:3),(17:0),(22:3),,,3.1,0.3,Accucore_C18_neg,782.5705,C44 H81 O8 N1 P1,13.56,8.2E+05,1.6E+05,8.4E+04,2.3E+05,2.0E+05,1.1E+06,6.4E+05,1.5E+06,1.1E+06,7.7E+05,1.1E+06,2.0E+05,9.3E+05,4.0E+04,5.3E+05,7.5E+05,7.4E+05,1.1E+06,9.2E+05,2.6E+05,1.7E+05,1.8E+05,2.9E+04,8.0E+05,1.0E+05,0.0E+00,0.0E+00,0.0E+00,1.0E+06,9.2E+05,1.2E+06,1.2E+06,1.4E+06,8.2E+05,2.2E+06,1.2E+06,2.8E+06,9.6E+05,1.1E+06,4.6E+05,2.2E+06,7.2E+05,2.3E+06,9.8E+05,1.6E+06,8.2E+05,1.0E+06,2.3E+06,2.7E+06,1.2E+06,6.3E+05,3.3E+05,8.2E+05,1.6E+06,1.3E+06,7.3E+05
PC(18:1/18:2)+H,PC,(18:1/18:2),(18:1),(18:2),,,5.1,2.8,Accucore_C18_pos,784.5851,C44 H83 O8 N1 P1,13.57,8.3E+06,7.8E+06,7.1E+06,1.3E+07,9.2E+06,7.8E+06,9.8E+06,8.9E+06,6.3E+06,1.3E+07,8.9E+06,6.0E+06,7.6E+06,9.7E+06,7.1E+06,1.4E+07,8.8E+06,7.1E+06,7.5E+06,9.7E+06,8.4E+06,1.1E+07,9.1E+06,8.7E+06,7.9E+06,0.0E+00,0.0E+00,0.0E+00,8.2E+06,8.1E+06,7.6E+06,8.2E+06,8.7E+06,4.3E+06,2.0E+07,1.2E+07,1.2E+07,7.1E+06,7.7E+06,6.3E+06,2.2E+07,1.1E+07,1.0E+07,7.1E+06,6.8E+06,6.8E+06,1.2E+07,1.2E+07,1.3E+07,1.2E+07,6.0E+06,4.1E+06,1.5E+07,1.3E+07,8.3E+06,5.9E+06
PC(20:1/18:1)+H,PC,(20:1/18:1),(20:1),(18:1),,,12.8,1.4,Accucore_C18_pos,814.6320,C46 H89 O8 N1 P1,13.58,4.2E+05,1.4E+05,1.7E+05,5.7E+04,3.0E+05,1.8E+06,6.4E+05,7.8E+05,5.9E+05,2.5E+06,9.5E+05,3.3E+05,3.3E+05,8.8E+04,7.9E+04,1.9E+06,2.0E+06,2.2E+05,1.4E+05,6.6E+05,3.7E+05,2.0E+05,6.3E+05,5.0E+05,6.3E+05,0.0E+00,0.0E+00,0.0E+00,1.6E+05,1.0E+06,8.5E+05,9.1E+05,8.1E+05,1.7E+05,4.2E+05,1.8E+06,1.1E+06,2.7E+05,1.7E+06,1.1E+05,9.4E+06,3.5E+05,4.7E+05,3.7E+05,8.7E+05,2.8E+05,8.4E+05,1.5E+05,5.1E+05,3.7E+05,7.6E+05,1.7E+05,2.2E+06,7.5E+05,1.2E+05,8.7E+04
PC(20:1/18:1)+Na,PC,(20:1/18:1),(20:1),(18:1),,,5.5,1.4,Accucore_C18_pos,836.6140,C46 H88 O8 N1 P1 Na1,13.58,1.1E+05,2.7E+04,1.3E+04,1.2E+06,2.5E+04,1.1E+05,1.4E+04,8.3E+04,3.9E+04,4.1E+05,1.0E+05,1.2E+05,2.4E+05,6.8E+04,4.7E+04,5.5E+05,8.3E+04,1.5E+05,1.1E+05,1.9E+05,4.7E+04,3.3E+05,2.2E+05,7.8E+04,4.0E+04,0.0E+00,0.0E+00,3.0E+03,1.6E+05,2.3E+05,2.0E+05,1.2E+05,3.0E+05,1.1E+05,1.1E+05,4.4E+05,1.4E+05,7.2E+04,1.0E+05,1.4E+05,4.4E+05,6.5E+04,1.2E+05,5.5E+04,3.6E+04,8.2E+04,5.4E+05,1.4E+05,1.2E+05,7.4E+04,7.8E+04,3.1E+04,2.3E+05,1.8E+05,1.5E+05,2.8E+05
PC(18:0/16:0)+H,PC,(18:0/16:0),(18:0),(16:0),,,19.0,1.0,Accucore_C18_pos,762.6007,C42 H85 O8 N1 P1,13.58,3.0E+07,2.6E+07,2.3E+07,3.1E+07,2.7E+07,3.1E+07,2.7E+07,3.0E+07,3.2E+07,3.7E+07,3.8E+07,2.3E+07,3.5E+07,2.6E+07,3.0E+07,3.6E+07,4.4E+07,2.8E+07,3.2E+07,3.3E+07,2.6E+07,3.6E+07,3.3E+07,3.1E+07,3.0E+07,0.0E+00,0.0E+00,0.0E+00,3.2E+07,3.5E+07,3.1E+07,3.0E+07,2.5E+07,3.0E+07,4.3E+07,3.3E+07,4.1E+07,2.5E+07,2.8E+07,2.6E+07,4.6E+07,3.4E+07,2.6E+07,2.9E+07,2.4E+07,2.4E+07,3.3E+07,4.1E+07,3.4E+07,2.6E+07,2.7E+07,2.3E+07,3.6E+07,3.6E+07,3.3E+07,2.2E+07
PC(18:0/16:0)+Na,PC,(18:0/16:0),(18:0),(16:0),,,20.6,1.0,Accucore_C18_pos,784.5827,C42 H84 O8 N1 P1 Na1,13.58,6.9E+06,7.8E+06,7.1E+06,1.3E+07,9.2E+06,3.1E+06,5.3E+06,7.8E+06,4.6E+06,8.0E+06,8.9E+06,6.0E+06,7.6E+06,9.7E+06,7.1E+06,3.4E+06,4.8E+06,7.1E+06,7.5E+06,2.3E+06,8.4E+06,2.3E+06,9.1E+06,6.0E+06,3.1E+06,0.0E+00,0.0E+00,0.0E+00,8.2E+06,8.1E+06,6.2E+06,4.7E+06,6.9E+06,2.3E+06,2.0E+07,6.9E+06,5.5E+06,4.1E+06,6.6E+06,6.3E+06,2.2E+07,6.5E+06,1.0E+07,7.1E+06,6.8E+06,6.8E+06,5.8E+06,1.2E+07,1.3E+07,1.2E+07,5.6E+06,4.0E+06,1.5E+07,7.0E+06,8.3E+06,5.9E+06
PC(18:0/16:0)+HCOO,PC,(18:0/16:0),(18:0),(16:0),,,28.0,2.0,Accucore_C18_neg,806.5917,C43 H85 O10 N1 P1,13.58,6.4E+06,5.2E+06,5.7E+05,7.9E+06,6.1E+06,3.6E+06,6.0E+06,6.9E+06,6.0E+06,7.3E+06,8.4E+06,6.4E+06,6.7E+06,5.5E+06,8.1E+06,8.1E+06,8.7E+06,2.5E+06,6.3E+06,5.6E+06,9.3E+06,7.4E+06,7.1E+06,7.2E+06,5.8E+06,0.0E+00,0.0E+00,0.0E+00,7.3E+06,2.4E+05,7.5E+06,7.1E+06,6.7E+06,6.0E+06,8.8E+06,8.4E+06,8.2E+06,5.5E+06,6.6E+06,6.1E+06,8.3E+06,7.5E+06,6.5E+06,5.5E+06,6.2E+06,6.3E+06,6.2E+06,9.1E+06,7.2E+06,5.5E+06,5.6E+06,5.4E+06,6.7E+06,7.9E+06,6.2E+06,6.1E+06
PE(16:0p/19:1)+H,PE,(16:0p/19:1),(16:0p),(19:1),,,10.1,0.8,Accucore_C18_pos,716.5589,C40 H79 O7 N1 P1,13.59,3.1E+07,1.7E+07,1.3E+07,5.2E+07,8.1E+06,5.4E+07,2.3E+07,3.7E+07,3.7E+07,4.5E+07,1.7E+07,4.5E+07,2.9E+07,1.8E+07,2.8E+07,4.8E+07,1.3E+07,3.8E+07,3.1E+07,1.1E+07,2.0E+07,2.7E+07,4.5E+06,4.3E+07,1.1E+07,1.8E+04,4.4E+04,1.1E+05,3.8E+07,4.1E+07,3.8E+07,3.4E+07,3.8E+07,3.7E+07,1.0E+08,1.4E+07,8.1E+07,2.6E+07,2.9E+07,2.8E+07,9.9E+07,1.1E+07,6.0E+07,3.0E+07,4.4E+07,4.2E+07,6.3E+07,3.1E+07,9.1E+07,3.3E+07,2.4E+07,2.1E+07,5.6E+07,2.1E+07,5.5E+07,2.7E+07
Hex1Cer(d16:0/18:1)+HCOO,Hex1Cer,(d16:0/18:1),(d16:0),(18:1),,,7.2,4.2,Accucore_C18_neg,744.5631,C41 H78 O10 N1,13.60,1.7E+07,1.1E+07,1.2E+07,1.7E+07,6.8E+06,2.6E+07,2.0E+07,2.8E+07,2.8E+07,2.1E+07,1.2E+07,1.9E+07,1.8E+07,1.1E+07,1.6E+07,2.3E+07,1.3E+07,1.5E+07,2.2E+07,1.6E+07,1.4E+07,1.6E+07,5.4E+06,2.1E+07,1.2E+07,0.0E+00,0.0E+00,0.0E+00,1.6E+07,2.2E+07,2.2E+07,1.9E+07,2.3E+07,2.1E+07,2.1E+07,1.2E+07,2.8E+07,1.7E+07,2.0E+07,1.4E+07,3.0E+07,1.1E+07,1.8E+07,1.6E+07,2.7E+07,1.9E+07,2.3E+07,1.9E+07,2.8E+07,1.6E+07,1.6E+07,1.4E+07,1.5E+07,1.7E+07,1.6E+07,1.6E+07
PS(18:1/20:2)-H,PS,(18:1/20:2),(18:1),(20:2),,,7.0,2.0,Accucore_C18_neg,812.5447,C44 H79 O10 N1 P1,13.61,2.9E+06,1.8E+06,1.6E+06,3.4E+06,1.4E+06,3.4E+06,3.2E+06,4.1E+06,4.0E+06,3.1E+06,2.0E+06,3.0E+06,3.2E+06,1.8E+06,2.8E+06,3.8E+06,1.8E+06,2.7E+06,3.7E+06,2.6E+06,2.5E+06,2.2E+06,6.6E+05,3.8E+06,1.5E+06,0.0E+00,0.0E+00,0.0E+00,2.7E+06,3.3E+06,3.4E+06,3.0E+06,3.5E+06,2.9E+06,4.8E+06,2.3E+06,4.4E+06,2.8E+06,3.2E+06,2.3E+06,5.4E+06,1.7E+06,3.4E+06,2.8E+06,4.0E+06,3.3E+06,3.4E+06,3.2E+06,4.6E+06,2.8E+06,2.8E+06,2.3E+06,3.0E+06,2.3E+06,2.8E+06,2.9E+06
SM(d18:1/24:2)+H,SM,(d18:1/24:2),(d18:1),(24:2),,,5.5,3.5,Accucore_C18_pos,811.6688,C47 H92 O6 N2 P1,13.62,1.6E+05,3.0E+05,4.3E+04,5.5E+05,4.0E+05,1.3E+05,7.0E+04,2.6E+05,7.0E+04,2.0E+05,3.0E+05,4.4E+05,1.6E+05,5.2E+05,9.4E+04,3.1E+05,2.9E+04,2.8E+05,2.3E+05,1.5E+04,1.9E+05,6.1E+04,1.1E+05,1.3E+05,3.1E+05,0.0E+00,0.0E+00,0.0E+00,2.6E+05,1.5E+05,7.5E+04,1.7E+05,1.3E+05,8.5E+04,5.6E+05,1.4E+05,2.2E+05,2.8E+04,7.7E+04,2.4E+05,3.4E+05,8.4E+04,5.4E+04,2.7E+05,1.6E+05,2.0E+05,2.2E+05,3.5E+05,3.5E+05,1.3E+05,4.9E+04,4.2E+04,8.3E+05,1.1E+05,3.2E+05,3.2E+05
PE(18:0/18:1)+H,PE,(18:0/18:1),(18:0),(18:1),,,34.7,0.5,Accucore_C18_pos,746.5694,C41 H81 O8 N1 P1,13.62,3.2E+07,2.1E+07,1.6E+07,4.0E+07,1.7E+07,3.8E+07,3.1E+07,4.2E+07,4.0E+07,3.0E+07,2.3E+07,3.6E+07,3.8E+07,3.2E+07,3.7E+07,4.8E+07,1.9E+07,3.1E+07,4.1E+07,3.0E+07,2.6E+07,2.3E+07,8.2E+06,3.5E+07,1.9E+07,1.2E+05,1.9E+04,3.7E+04,3.8E+07,3.6E+07,3.6E+07,3.0E+07,3.7E+07,3.0E+07,5.7E+07,1.8E+07,4.3E+07,2.4E+07,3.2E+07,2.8E+07,7.0E+07,1.6E+07,4.3E+07,3.1E+07,4.4E+07,4.2E+07,3.4E+07,3.8E+07,5.7E+07,4.3E+07,2.9E+07,2.0E+07,3.9E+07,2.4E+07,3.8E+07,3.1E+07
PE(18:0/18:1)-H,PE,(18:0/18:1),(18:0),(18:1),,,20.0,1.1,Accucore_C18_neg,744.5549,C41 H79 O8 N1 P1,13.62,1.7E+07,1.2E+07,1.0E+07,2.1E+07,6.6E+06,2.3E+07,1.8E+07,2.6E+07,2.3E+07,1.7E+07,1.3E+07,1.7E+07,2.1E+07,1.3E+07,1.9E+07,2.3E+07,1.0E+07,1.7E+07,2.0E+07,1.5E+07,1.5E+07,1.4E+07,5.5E+06,1.9E+07,1.0E+07,0.0E+00,0.0E+00,0.0E+00,1.7E+07,1.9E+07,1.9E+07,1.6E+07,2.3E+07,1.7E+07,2.6E+07,1.1E+07,2.6E+07,8.3E+06,1.9E+07,1.6E+07,3.6E+07,9.4E+06,2.2E+07,1.8E+07,2.6E+07,2.0E+07,1.9E+07,2.0E+07,2.9E+07,1.9E+07,1.5E+07,1.4E+07,1.6E+07,1.4E+07,1.6E+07,1.5E+07
