feature,class,structuralcategory,functionalcategory,totallength,totaldb,totaloh,fullname,Astrocytes1,Astrocytes2,Astrocytes3,Microglia1,Microglia2,Microglia3,NeuronsDIV101,NeuronsDIV102,NeuronsDIV103,NeuronsDIV161,NeuronsDIV162,NeuronsDIV163,NeuronsDIV51,NeuronsDIV52,NeuronsDIV53,OligodendrocytesDIV11,OligodendrocytesDIV12,OligodendrocytesDIV13,OligodendrocytesDIV251,OligodendrocytesDIV252,OligodendrocytesDIV253,OligodendrocytesDIV41,OligodendrocytesDIV42,OligodendrocytesDIV43
LPE 20:4;0,LPE,GPL,NA,20,4,0,,1.592069983,1.908869982,0.503953993,0.400950015,0.37193501,0.396095991,0.247550994,0.217436001,0.298938006,0.173244998,0.141360998,0.279475987,0.286778986,0.223508,0.291474998,0.102816001,0.124273002,0.188641995,0.132239997,0.141745999,0.146099001,0.298527002,0.136315003,0.222875997
LPE 22:4;0,LPE,GPL,NA,22,4,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097519398,NA,0.145420998,0.122005001,0.104912996,0.150480002,NA,NA,NA,0.072221503,0.080502301,NA,0.170340002,NA,0.142606005
LPE 22:5;0,LPE,GPL,NA,22,5,0,,0.52027601,0.581444025,NA,0.092166997,0.105144002,0.147358999,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125193998,0.11569,0.209626004,0.188537002,0.172508001,0.154973999,0.150757998,0.141623005,0.264463991
LPE 22:6;0,LPE,GPL,NA,22,6,0,,1.410349965,1.46765995,0.521520019,0.227282003,0.226852,0.248007998,0.254444987,0.178681999,0.308358014,0.165718004,0.128407001,0.401116014,0.355197012,0.231262997,0.550610006,NA,NA,NA,NA,NA,NA,0.121294998,NA,0.081095599
LPE O-16:0;0,LPE O-,GPL,NA,16,0,0,,0.238167003,0.220054001,0.256722003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPE O-16:1;0,LPE O-,GPL,NA,16,1,0,,3.15534997,3.739710093,1.753579974,0.410356998,0.47398299,0.673143983,0.311639994,0.330289006,0.374734014,0.221809998,0.242642999,0.436870992,0.097625002,0.117811002,0.161218002,NA,0.227681994,0.229781002,0.325569987,0.452259004,0.28313899,1.231709957,0.508300006,0.80319798
LPE O-18:1;0,LPE O-,GPL,NA,18,1,0,,2.650810003,3.341239929,0.933822989,0.120145999,0.168670997,0.209206998,0.432603002,0.417645007,0.407689005,0.315631986,0.282694012,0.556882024,0.136895001,0.117932998,0.204992995,NA,0.099878401,0.218771994,0.248796999,0.413630992,0.256954014,1.529620051,0.475519001,0.743794024
LPE O-18:2;0,LPE O-,GPL,NA,18,2,0,,1.647690058,1.926679969,0.934723973,0.162691996,0.239224002,0.350457996,0.143013999,0.120437004,0.135493994,NA,NA,NA,NA,NA,NA,NA,0.26561299,0.132809997,0.236028999,0.406684995,0.173446,1.223719954,0.35068199,0.65000701
LPE O-20:1;0,LPE O-,GPL,NA,20,1,0,,0.183896005,0.28005901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPI 18:0;0,LPI,GPL,NA,18,0,0,,2.333420038,2.05934,NA,NA,NA,NA,1.46273005,1.417160034,1.318840027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.811910033,NA,1.413830042
LPI 18:1;0,LPI,GPL,NA,18,1,0,,NA,NA,NA,0.171801001,0.178096995,0.210416004,NA,0.245184004,0.184498996,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049400501,0.094980702,NA,0.270276994,0.078385003,0.202467993
LPI 20:4;0,LPI,GPL,NA,20,4,0,,0.712562978,0.725852013,0.315595001,0.101722002,0.087996401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244916007,0.078641802,0.112651996
LPS 16:0;0,LPS,GPL,NA,16,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0470208,NA,0.0673673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPS 18:0;0,LPS,GPL,NA,18,0,0,,1.134310007,1.053900003,0.674383998,NA,NA,NA,0.793807983,0.839362025,1.067700028,0.905762017,0.685639977,1.482540011,0.668736994,0.657325983,0.780658007,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPS 18:1;0,LPS,GPL,NA,18,1,0,,0.74039799,0.709590018,0.425897986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.304728001,NA,0.226093993
LPS 20:4;0,LPS,GPL,NA,20,4,0,,NA,0.151748002,0.111795001,0.061389599,0.067190297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPS 22:6;0,LPS,GPL,NA,22,6,0,,0.340667993,0.348475993,0.173504993,0.065855302,0.081776001,NA,NA,0.152955994,0.192744002,0.117485002,0.0445567,0.257652014,0.099770099,0.096823499,0.077814698,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA 14:0;0_16:0;0,PA,GPL,NA,30,0,0,,0.78293699,0.960107028,0.253818989,0.443076015,0.359948009,0.415434003,NA,NA,NA,0.317687988,0.276776999,0.268608987,NA,NA,NA,0.149828002,0.385802001,0.32635501,0.356065989,0.396609992,0.147861004,0.854236007,0.241986006,0.362264007
PA 14:0;0_18:1;0,PA,GPL,NA,32,1,0,,NA,NA,NA,NA,NA,NA,0.134872004,0.127315,NA,0.062897302,NA,0.087714501,NA,NA,NA,NA,0.143555999,0.151180997,0.0830421,0.097462803,0.051706102,0.469238997,NA,0.138035998
PA 16:0;0_16:0;0,PA,GPL,NA,32,0,0,,2.697190046,3.380239964,NA,1.898790002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.152369976,NA,NA
PA 16:0;0_16:1;0,PA,GPL,NA,32,1,0,,2.645610094,3.418889999,1.039029956,0.318410993,0.301990002,0.251545995,0.615774989,0.732640028,0.798860013,0.436287999,0.479301989,0.716066003,0.564254999,0.428328007,0.770829976,0.398330986,0.753727019,0.668618023,0.604098976,0.830841005,0.284139007,1.598770022,0.503618002,0.582673013
PA 16:0;0_18:0;0,PA,GPL,NA,34,0,0,,NA,NA,NA,NA,NA,NA,NA,1.798900008,1.736209989,NA,NA,1.750450015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.922960043,NA,NA
PA 16:0;0_18:1;0,PA,GPL,NA,34,1,0,,6.546589851,7.079229832,2.998990059,1.520539999,NA,1.468919992,1.920590043,1.969079971,1.952069998,1.443920016,NA,2.704879999,1.635370016,NA,2.25612998,NA,2.22961998,2.059870005,1.963009953,2.236540079,NA,5.869110107,1.470270038,1.899559975
PA 16:0;0_18:2;0,PA,GPL,NA,34,2,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246075004,0.166453004,NA,0.334989011,0.384494007,0.443107992,0.298474997,0.30803901,0.139647007,NA,NA,NA
PA 16:0;0_20:1;0,PA,GPL,NA,36,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069228001,0.186765,0.191671997,0.237020001,0.274872988,NA,0.656108022,NA,0.284013003
PA 16:0;0_20:4;0,PA,GPL,NA,36,4,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399177998,0.397707999,NA,NA,NA,NA,NA,NA
PA 16:0;0_22:5;0,PA,GPL,NA,38,5,0,,3.362149954,4.165160179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA 16:1;0_18:0;0,PA,GPL,NA,34,1,0,,1.164199948,1.430600047,0.430566013,NA,NA,NA,0.647997975,0.517265022,0.589442015,0.362551004,0.544167995,0.761584997,0.375781,0.278402001,0.501235008,NA,NA,NA,NA,NA,NA,0.592904985,0.208381996,0.319936991
PA 16:1;0_18:1;0,PA,GPL,NA,34,2,0,,1.416069984,1.79934001,0.555963993,NA,NA,NA,NA,0.486075997,0.488665998,0.284824014,0.245799005,0.484050989,0.121099003,0.059931699,0.454373986,0.062313799,0.186113998,0.153824002,0.064248398,0.161085993,0.025420099,1.14831996,0.264600992,0.319467008
PA 18:0;0_18:1;0,PA,GPL,NA,36,1,0,,3.351550102,4.259940147,NA,NA,NA,NA,1.463510036,1.340409994,1.379130006,1.324800014,1.382619977,2.374690056,1.004529953,NA,1.35781002,NA,NA,NA,NA,NA,NA,1.667369962,NA,NA
PA 18:0;0_18:2;0,PA,GPL,NA,36,2,0,,0.347290993,0.419059008,0.098294199,NA,0.402857989,0.606890976,NA,0.148140997,0.130455002,0.124916002,0.215902999,0.279922992,NA,NA,NA,0.151957005,0.202785,0.229268,0.271427989,0.170654997,NA,0.634617984,0.163789004,0.236815006
PA 18:0;0_20:3;0,PA,GPL,NA,38,3,0,,0.692671001,0.582832992,0.282380015,NA,NA,NA,NA,NA,NA,0.296066999,0.282202989,0.508072019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA 18:0;0_20:4;0,PA,GPL,NA,38,4,0,,4.895140171,5.569699764,1.429720044,0.452800989,0.426829994,0.528632998,3.905659914,3.513720036,3.640130043,1.869240046,1.759189963,4.571660042,3.14921999,2.350120068,3.955879927,0.402841985,0.565482974,0.671335995,0.549762011,0.739024997,0.399453998,1.536299944,0.550424993,0.567689002
PA 18:0;0_22:4;0,PA,GPL,NA,40,4,0,,NA,NA,NA,NA,NA,NA,NA,0.537974,0.612407982,0.422713995,0.397255987,1.011260033,0.473993003,0.339318007,0.590994,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA 18:0;0_22:5;0,PA,GPL,NA,40,5,0,,1.653290033,2.128880024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA 18:0;0_22:6;0,PA,GPL,NA,40,6,0,,3.90715003,4.016530037,0.393171996,NA,NA,NA,3.750180006,3.294470072,4.28990984,NA,NA,NA,2.864200115,2.424629927,4.822199821,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA 18:1;0_18:1;0,PA,GPL,NA,36,2,0,,1.662150025,1.813730001,0.449360013,NA,0.21965,0.14903,NA,0.299014986,0.218401,0.099128,0.169237003,0.364825994,NA,NA,NA,0.038679998,0.113824002,0.0846918,0.081526302,0.085294202,NA,0.802203,0.080207199,0.155364007
PA 18:1;0_18:2;0,PA,GPL,NA,36,3,0,,NA,NA,NA,NA,0.196505994,0.293819994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA 18:1;0_20:2;0,PA,GPL,NA,38,3,0,,0.639508009,0.743987024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA 18:1;0_20:3;0,PA,GPL,NA,38,4,0,,0.670172989,0.791791975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA 18:1;0_20:4;0,PA,GPL,NA,38,5,0,,1.073040009,1.157500029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA 18:2;0_22:4;0,PA,GPL,NA,40,6,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069809601,0.0359728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 12:0;0_16:0;0,PC,GPL,NA,28,0,0,,NA,NA,NA,NA,NA,NA,2.999229908,2.058320045,2.442820072,0.931540012,NA,2.149019957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 14:0;0_14:0;0,PC,GPL,NA,28,0,0,,3.487400055,4.496490002,NA,NA,NA,NA,7.760429859,8.288060188,6.994450092,3.288500071,3.416280031,5.96077013,3.080229998,2.6723001,2.852600098,0.28657499,0.558089018,0.90842098,0.612604976,0.843936026,NA,0.859422982,NA,0.626232982
PC 14:0;0_16:0;0,PC,GPL,NA,30,0,0,,149.5390015,202.6790009,32.6147995,18.15600014,15.20590019,17.04089928,169.9920044,178.9570007,195.8869934,83.24780273,68.83580017,205.5299988,106.413002,98.08399963,134.220993,10.72949982,32.50979996,40.97470093,24.16640091,35.5904007,15.45629978,35.35990143,15.5053997,21.05879974
PC 14:0;0_16:1;0,PC,GPL,NA,30,1,0,,7.230989933,9.510210037,5.794119835,8.789010048,7.612140179,6.16065979,25.63680077,29.09370041,22.15789986,19.74729919,18.78919983,16.75510025,8.389610291,9.213580132,5.726550102,21.94179916,29.62109947,12.12409973,24.17309952,28.30209923,18.08139992,21.13260078,23.20689964,21.14380074
PC 14:0;0_16:2;0,PC,GPL,NA,30,2,0,,NA,NA,NA,NA,NA,NA,1.96559,2.146850109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 14:0;0_17:0;0,PC,GPL,NA,31,0,0,,0.940739989,1.249619961,NA,0.789116979,0.731595993,0.685992002,0.704397023,0.748587012,0.721958995,0.63764298,0.518305004,0.995279014,0.633230984,0.581862986,0.581598997,0.180228993,0.442380995,0.528020978,0.239033997,0.607330024,0.133442998,0.63805002,0.918842971,0.163389996
PC 14:0;0_17:1;0,PC,GPL,NA,31,1,0,,NA,NA,NA,NA,NA,NA,0.956842005,0.959915996,NA,0.753621995,NA,1.382869959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 14:0;0_18:0;0,PC,GPL,NA,32,0,0,,36.00220108,48.46979904,8.830750465,13.78569984,10.65680027,11.26280022,24.73329926,24.05050087,26.10110092,14.87660027,10.94760036,41.75130081,19.92449951,16.02759933,26.46969986,6.825620174,15.74090004,18.48959923,11.64509964,13.83959961,6.899069786,13.87080002,7.355140209,8.611109734
PC 14:0;0_18:1;0,PC,GPL,NA,32,1,0,,51.08420181,67.50589752,14.5163002,10.33409977,8.857110023,10.0614996,36.93239975,39.0265007,42.44620132,17.60519981,15.37250042,41.23350143,22.09199905,20.29820061,27.07530022,7.711170197,18.10289955,21.01930046,9.817310333,16.40159988,5.506490231,21.63929939,7.805339813,12.01710033
PC 14:0;0_18:2;0,PC,GPL,NA,32,2,0,,2.657449961,4.415110111,NA,7.650459766,5.407460213,6.38338995,1.385750055,1.689229965,1.989949942,0.994400978,0.839918017,2.481209993,2.902570009,2.605040073,5.255710125,2.181900024,4.176760197,2.945499897,3.937299967,5.410880089,3.289099932,7.612840176,5.076879978,4.624060154
PC 14:0;0_18:3;0,PC,GPL,NA,32,3,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446532011,NA,1.110380054,3.036339998,7.426189899,3.298779964,NA,NA,NA,NA,NA,NA
PC 14:0;0_20:0;0,PC,GPL,NA,34,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469825,0.424333006,NA,NA,NA,0.904772997,NA,0.417351991
PC 14:0;0_20:1;0,PC,GPL,NA,34,1,0,,NA,NA,NA,NA,NA,NA,NA,1.20491004,0.688144028,NA,NA,NA,NA,NA,NA,0.43868801,1.094550014,1.359459996,0.939415991,1.165339947,0.299825013,2.042740107,0.46360901,1.13301003
PC 14:0;0_20:2;0,PC,GPL,NA,34,2,0,,0.901579022,1.246960044,NA,NA,NA,NA,0.615526974,0.377067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 14:0;0_20:3;0,PC,GPL,NA,34,3,0,,0.867286026,1.490779996,NA,0.430747002,NA,0.398081988,0.543447971,0.376253009,NA,NA,NA,NA,NA,NA,NA,NA,0.593201995,0.650556982,NA,NA,NA,NA,NA,NA
PC 14:0;0_20:4;0,PC,GPL,NA,34,4,0,,8.692399979,12.91730022,3.274729967,6.253560066,5.407720089,5.233399868,3.257070065,NA,8.668419838,4.17468977,NA,6.806499958,1.719200015,2.447700024,2.442339897,1.366160035,1.163509965,1.341799974,1.323500037,1.920899987,NA,8.402629852,4.065999985,5.170249939
PC 14:0;0_22:4;0,PC,GPL,NA,36,4,0,,3.089970112,4.368589878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294970989,0.424834013,0.789333999,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 14:0;0_22:5;0,PC,GPL,NA,36,5,0,,3.989820004,6.580140114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243257999,0.382366002,NA,0.920266986,0.236358002,NA
PC 14:0;0_22:6;0,PC,GPL,NA,36,6,0,,18.58259964,29.25399971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 14:1;0_16:0;0,PC,GPL,NA,30,1,0,,17.88389969,23.01819992,NA,NA,NA,NA,17.66720009,18.49780083,22.59819984,18.4810009,15.67590046,29.42919922,18.66110039,17.58340073,26.64620018,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 14:1;0_16:1;0,PC,GPL,NA,30,2,0,,NA,NA,NA,NA,NA,NA,3.540019989,5.188399792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 14:1;0_18:0;0,PC,GPL,NA,32,1,0,,NA,NA,NA,NA,NA,NA,29.60090065,30.49790001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 14:1;0_18:1;0,PC,GPL,NA,32,2,0,,NA,NA,NA,NA,NA,NA,8.367739677,9.357199669,11.22939968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 14:3;0_18:0;0,PC,GPL,NA,32,3,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.255650043,NA,2.467420101,NA,NA,NA,NA,NA,NA,4.988589764,8.774040222,NA,NA,NA,NA
PC 15:0;0_15:0;0,PC,GPL,NA,30,0,0,,0.845380008,0.921953976,0.191591993,0.55172497,0.471747994,0.681608975,NA,0.180353001,0.296748996,0.137796,NA,0.441044003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141464993,0.0559856,0.095755003
PC 15:0;0_16:0;0,PC,GPL,NA,31,0,0,,31.87540054,41.10990143,12.06680012,14.99940014,11.97500038,12.92140007,12.34889984,12.6882,18.10129929,9.497670174,7.436560154,35.32509995,9.763420105,9.882040024,15.19659996,3.06317997,6.268839836,5.987259865,3.710119963,8.054650307,2.907069921,5.248360157,4.573870182,2.794759989
PC 15:0;0_16:1;0,PC,GPL,NA,31,1,0,,9.552960396,10.71710014,6.895989895,NA,NA,NA,3.431900024,3.830169916,4.548810005,3.05189991,3.604670048,9.237890244,3.562999964,NA,4.19299984,1.409360051,2.608259916,1.550289989,1.541409969,2.969980001,1.201930046,NA,NA,NA
PC 15:0;0_17:0;0,PC,GPL,NA,32,0,0,,NA,NA,NA,1.182540059,0.896306992,1.089269996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.851513982,0.574447989,0.537023008
PC 15:0;0_17:1;0,PC,GPL,NA,32,1,0,,NA,NA,NA,0.723182023,0.574930012,0.69146198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494695008,NA,0.258552998
PC 15:0;0_18:0;0,PC,GPL,NA,33,0,0,,NA,NA,NA,12.57019997,10.31879997,11.05980015,9.182720184,10.08500004,9.636930466,11.11590004,8.696660042,22.26989937,7.611070156,7.720540047,10.15229988,7.285459995,9.227919579,10.01099968,6.999959946,7.919750214,NA,7.639090061,5.628479958,5.486959934
PC 15:0;0_18:1;0,PC,GPL,NA,33,1,0,,47.14229965,56.75159836,19.83959961,10.53489971,8.801039696,10.06239986,10.94589996,11.40530014,13.07310009,7.260210037,6.176889896,23.30949974,6.732130051,5.997960091,10.29759979,2.539920092,6.334740162,6.346960068,NA,7.969180107,3.581010103,15.23219967,4.948349953,8.162460327
PC 15:0;0_18:2;0,PC,GPL,NA,33,2,0,,NA,NA,NA,3.209189892,2.425760031,3.293639898,NA,NA,NA,NA,NA,NA,NA,2.805229902,5.607759953,1.224889994,1.503350019,NA,NA,NA,NA,NA,NA,NA
PC 15:0;0_20:1;0,PC,GPL,NA,35,1,0,,0.696434021,1.045969963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.243960023,NA,0.756760001
PC 15:0;0_20:2;0,PC,GPL,NA,35,2,0,,NA,NA,NA,0.588043988,0.396521002,0.498955995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 15:0;0_20:3;0,PC,GPL,NA,35,3,0,,NA,NA,NA,1.510220051,3.528620005,1.174350023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 15:0;0_20:4;0,PC,GPL,NA,35,4,0,,14.51589966,15.29199982,NA,5.168670177,3.983710051,3.90012002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 15:0;0_22:5;0,PC,GPL,NA,37,5,0,,13.43959999,15.21809959,NA,0.531288981,0.462653011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.198960066,NA,1.415879965
PC 15:0;0_22:6;0,PC,GPL,NA,37,6,0,,5.41174984,7.333479881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 15:1;0_16:0;0,PC,GPL,NA,31,1,0,,11.46619987,12.96510029,NA,NA,NA,NA,3.135699987,3.104939938,4.13022995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 15:4;0_17:0;0,PC,GPL,NA,32,4,0,,NA,NA,NA,0.667113006,0.719250023,NA,NA,NA,NA,0.632646024,0.605114996,NA,0.975902021,NA,1.181849957,0.750521004,1.132539988,NA,0.758324981,0.931807995,NA,NA,NA,NA
PC 16:0;0_16:0;0,PC,GPL,NA,32,0,0,,644.3909912,860.7449951,352.428009,139.2899933,107.8259964,111.0569992,370.0469971,344.8930054,470.2730103,229.6609955,186.7169952,715.2369995,330.4830017,318.6600037,497.9389954,71.51309967,155.4889984,164.6349945,106.5759964,144.8350067,81.11990356,116.4639969,56.88729858,73.63150024
PC 16:0;0_16:1;0,PC,GPL,NA,32,1,0,,858.5479736,1098.51001,367.4760132,49.74160004,43.99560165,48.31869888,266.5390015,279.07901,360.7269897,148.746994,126.5680008,437.9349976,190.7050018,180.1660004,255.4850006,45.7881012,138.9129944,121.0019989,93.96700287,155.3029938,52.20740128,177.3009949,61.82020187,110.3550034
PC 16:0;0_16:2;0,PC,GPL,NA,32,2,0,,32.80749893,48.2030983,8.645059586,7.079090118,7.351659775,5.751289845,10.24059963,11.69769955,11.98880005,8.908100128,6.842820168,21.63870049,9.865169525,8.927350044,15.83030033,2.049479961,8.001059532,3.448250055,7.284279823,12.65310001,4.354819775,25.29140091,11.81509972,16.40299988
PC 16:0;0_16:3;0,PC,GPL,NA,32,3,0,,NA,NA,NA,NA,NA,NA,3.625119925,4.415979862,4.373650074,0.80458498,1.839229941,2.028110027,4.867199898,4.760670185,5.285480022,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 16:0;0_17:1;0,PC,GPL,NA,33,1,0,,45.26269913,53.89160156,15.89480019,16.48270035,13.85340023,15.47570038,15.98709965,16.47050095,19.35740089,10.49510002,8.389940262,31.97410011,11.26749992,11.7201004,17.81150055,5.178150177,11.88580036,12.08670044,12.98260021,12.07380009,5.50330019,16.78190041,6.212560177,9.374329567
PC 16:0;0_18:0;0,PC,GPL,NA,34,0,0,,NA,NA,NA,24.4423008,23.56399918,23.17090034,81.1934967,82.08300018,99.69909668,53.82429886,47.64390182,108.0009995,77.09950256,72.06269836,109.6669998,17.26849937,27.55690002,34.87009811,NA,NA,NA,NA,NA,NA
PC 16:0;0_18:1;0,PC,GPL,NA,34,1,0,,2014.01001,2568.090088,1039.319946,372.4179993,303.4049988,332.6579895,691.9299927,731.7269897,888.0410156,434.2539978,360.3670044,1215.069946,556.5490112,531.4810181,837.3189697,158.2319946,418.7669983,424.3510132,308.3349915,471.8710022,184.3699951,705.3460083,262.32901,422.8699951
PC 16:0;0_18:2;0,PC,GPL,NA,34,2,0,,72.6140976,98.70670319,29.33419991,75.1207962,58.67139816,66.51909637,40.03789902,40.36149979,54.60549927,24.16460037,20.53820038,66.72059631,50.98479843,49.17409897,92.68139648,31.88299942,53.92599869,65.57510376,40.14960098,50.14210129,25.47410011,47.81200027,26.31679916,29.16080093
PC 16:0;0_18:3;0,PC,GPL,NA,34,3,0,,6.628630161,9.493720055,3.013959885,1.187579989,1.076979995,1.070520043,4.154930115,3.832060099,4.53249979,2.742310047,3.232719898,6.297210217,8.578100204,10.03250027,14.18529987,7.967919827,11.30949974,11.59679985,6.599329948,8.887020111,3.952529907,4.046629906,2.932849884,2.491060019
PC 16:0;0_18:4;0,PC,GPL,NA,34,4,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.858780026,1.75375998,2.68005991,2.993580103,4.521749973,2.864049911,1.432240009,3.305929899,3.723649979,NA,NA,NA
PC 16:0;0_19:1;0,PC,GPL,NA,35,1,0,,4.956289768,6.558040142,1.187669992,3.985470057,3.182450056,3.394340038,1.176699996,1.428339958,1.390259981,NA,NA,NA,NA,NA,NA,0.418687999,1.191769958,1.319790006,0.658629,1.196409941,NA,1.754590034,0.758328974,NA
PC 16:0;0_19:2;0,PC,GPL,NA,35,2,0,,2.388109922,2.985019922,NA,1.740880013,1.097869992,1.652729988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 16:0;0_19:3;0,PC,GPL,NA,35,3,0,,5.799489975,3.878149986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 16:0;0_20:0;0,PC,GPL,NA,36,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384344995,0.890205979,1.263929963,0.944882989,1.079509974,0.599825025,NA,NA,NA
PC 16:0;0_20:1;0,PC,GPL,NA,36,1,0,,23.38199997,30.40180016,10.55210018,6.707230091,5.136809826,6.143670082,10.33710003,10.76469994,13.20370007,7.636390209,6.673279762,20.85219955,6.513199806,5.871580124,10.17310047,4.602069855,14.39770031,14.61559963,9.345009804,15.76080036,6.059400082,26.29210091,9.64523983,13.98849964
PC 16:0;0_20:2;0,PC,GPL,NA,36,2,0,,32.79700089,41.17869949,14.04590034,14.02130032,11.0994997,10.69349957,7.130549908,7.34717989,8.404540062,3.613840103,3.385529995,10.48040009,5.310919762,4.812129974,7.495689869,3.689059973,7.850230217,9.726070404,4.260479927,6.106820107,2.440999985,6.862380028,2.816950083,3.587749958
PC 16:0;0_20:3;0,PC,GPL,NA,36,3,0,,60.23749924,80.48419952,30.5904007,20.17429924,14.40130043,14.74250031,6.762390137,6.924640179,7.664209843,4.954269886,3.815589905,12.49279976,6.945710182,6.063509941,9.557970047,5.658740044,11.5298996,12.34780025,6.900809765,11.0678997,4.59980011,10.84090042,4.725470066,6.406219959
