feature,class,structuralcategory,functionalcategory,totallength,totaldb,totaloh,fullname,Astrocytes1,Astrocytes2,Astrocytes3,Microglia1,Microglia2,Microglia3,NeuronsDIV101,NeuronsDIV102,NeuronsDIV103,NeuronsDIV161,NeuronsDIV162,NeuronsDIV163,NeuronsDIV51,NeuronsDIV52,NeuronsDIV53,OligodendrocytesDIV11,OligodendrocytesDIV12,OligodendrocytesDIV13,OligodendrocytesDIV251,OligodendrocytesDIV252,OligodendrocytesDIV253,OligodendrocytesDIV41,OligodendrocytesDIV42,OligodendrocytesDIV43
PC 16:0;0_20:4;0,PC,GPL,NA,36,4,0,,310.1839905,415.493988,165.798996,77.84359741,56.60359955,59.4029007,21.65749931,22.62080002,35.45159912,25.22509956,20.53849983,81.56390381,51.94029999,49.61380005,80.82350159,20.65810013,42.43180084,66.87120056,33.28020096,43.28839874,23.84630013,31.19120026,18.5135994,22.27109909
PC 16:0;0_20:5;0,PC,GPL,NA,36,5,0,,12.43690014,18.60989952,2.807919979,2.614049911,2.701790094,2.46104002,NA,NA,NA,NA,NA,NA,NA,5.915579796,10.1267004,10.6257,22.27039909,20.59589958,16.98940086,21.78470039,10.7208004,15.6573,8.76445961,NA
PC 16:0;0_21:3;0,PC,GPL,NA,37,3,0,,4.335120201,7.060569763,1.307289958,0.845656991,0.445634007,0.540941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 16:0;0_22:0;0,PC,GPL,NA,38,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51316601,0.623969018,0.39655301,0.687126994,0.414478004,NA,0.35957399,0.323994994
PC 16:0;0_22:1;0,PC,GPL,NA,38,1,0,,1.812160015,2.470720053,NA,1.038079977,0.306818008,0.419636995,NA,NA,NA,0.347306013,NA,1.086590052,NA,NA,NA,0.50742197,2.075609922,1.849720001,1.038689971,1.772510052,0.811788976,2.193170071,0.859719992,1.398059964
PC 16:0;0_22:2;0,PC,GPL,NA,38,2,0,,2.306610107,3.060159922,NA,0.470743001,0.463744015,0.515806019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.443946987,1.281530023,1.379680037,0.752897978,1.221779943,0.423319995,1.233119965,0.42592299,0.698065996
PC 16:0;0_22:3;0,PC,GPL,NA,38,3,0,,27.36860085,33.13800049,14.31900024,3.073390007,2.805229902,2.576359987,0.911158979,0.961448014,1.156450033,0.802121997,NA,2.98277998,0.594986022,0.318715006,0.948771,0.610734999,1.217869997,1.438920021,0.756249011,1.334450006,0.362809002,1.843359947,0.509572983,0.977890015
PC 16:0;0_22:4;0,PC,GPL,NA,38,4,0,,74.31060028,99.01789856,33.17399979,11.75179958,8.852069855,9.334580421,3.780489922,4.177360058,6.262720108,4.827139854,3.835489988,15.04959965,7.890500069,8.015729904,14.93200016,3.023509979,6.628620148,9.013719559,4.235089779,6.197410107,2.917700052,5.914500237,3.137439966,3.418600082
PC 16:0;0_22:5;0,PC,GPL,NA,38,5,0,,172.5610046,241.2700043,33.65449905,19.80279922,14.25419998,14.66119957,3.245559931,3.193239927,4.886499882,2.832050085,2.146800041,10.22049999,6.912950039,5.322629929,7.380119801,6.334889889,11.74160004,18.3260994,9.298629761,13.00450039,7.167739868,15.23260021,7.551620007,8.610630035
PC 16:0;0_22:6;0,PC,GPL,NA,38,6,0,,146.6600037,172.147995,58.53689957,20.34499931,16.49410057,18.00760078,9.123370171,10.70460033,16.66889954,5.259990215,3.915169954,28.40550041,15.70330048,15.48089981,32.42110062,0.935685992,2.129849911,NA,NA,NA,NA,3.113399982,NA,1.046169996
PC 16:1;0_16:1;0,PC,GPL,NA,32,2,0,,88.18060303,112.8339996,26.04150009,9.78979969,7.971210003,7.823740005,16.44659996,18.31189919,17.73279953,7.937300205,6.846819878,18.95210075,10.07489967,10.14350033,12.82139969,4.977509975,17.79240036,8.432769775,15.94219971,29.45289993,9.449850082,72.28679657,29.6439991,43.39500046
PC 16:1;0_16:2;0,PC,GPL,NA,32,3,0,,8.799229622,12.85000038,NA,NA,NA,NA,1.581920028,2.188129902,1.993129969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 16:1;0_17:0;0,PC,GPL,NA,33,1,0,,3.854300022,5.981040001,NA,0.891300976,0.838936985,0.900011003,1.640709996,1.649420023,2.305680037,1.155220032,0.796562016,3.662240028,0.57742101,0.574154973,0.968581021,0.306499004,0.412241995,0.807272017,0.870477974,0.866944015,0.314595997,1.799640059,0.53302902,1.028740048
PC 16:1;0_17:1;0,PC,GPL,NA,33,2,0,,13.95330048,16.1310997,NA,1.160830021,0.961266994,1.463389993,4.389229774,4.894309998,5.618879795,2.038640022,2.355809927,6.257510185,NA,NA,NA,0.811604977,1.371889949,3.730129957,NA,NA,NA,4.409259796,1.555719972,2.315069914
PC 16:1;0_18:0;0,PC,GPL,NA,34,1,0,,15.6079998,20.30139923,6.147580147,6.446109772,2.954619884,6.105120182,26.38380051,27.44490051,29.96489906,23.00049973,19.61639977,57.24670029,16.10560036,14.05760002,24.67609978,2.394279957,6.553190231,8.208999634,5.958399773,8.039839745,3.386559963,15.26159954,6.161129951,12.43770027
PC 16:1;0_18:1;0,PC,GPL,NA,34,2,0,,175.1269989,225.8280029,57.99890137,27.58209991,24.89609909,28.91020012,56.05870056,63.66009903,60.44440079,19.10910034,16.32209969,50.207901,32.37789917,29.67519951,39.6753006,16.92560005,46.73929977,39.96210098,24.9197998,46.27199936,13.1729002,72.44809723,22.81999969,40.60380173
PC 16:1;0_18:2;0,PC,GPL,NA,34,3,0,,7.481200218,9.563650131,2.686860085,3.990129948,3.704979897,4.131869793,2.356159925,2.752409935,2.041870117,0.580057979,NA,1.984619975,2.182729959,1.527420044,2.799380064,2.824990034,5.342790127,4.681650162,3.292819977,4.936120033,2.073529959,5.216380119,2.324860096,2.662499905
PC 16:1;0_18:3;0,PC,GPL,NA,34,4,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.973479986,1.192980051,1.795240045,1.969519973,4.586979866,1.803560019,2.676879883,3.941080093,NA,NA,NA,NA
PC 16:1;0_19:1;0,PC,GPL,NA,35,2,0,,0.622596025,1.000480056,NA,0.222433999,NA,0.192503005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 16:1;0_20:0;0,PC,GPL,NA,36,1,0,,0.743579984,1.126199961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341803998,1.302839994,1.369809985,1.035410047,1.828979969,0.676429987,3.973619938,1.256299973,1.81735003
PC 16:1;0_20:1;0,PC,GPL,NA,36,2,0,,4.992300034,5.938580036,1.700690031,0.596261024,0.728604972,0.675800025,1.884660006,2.029589891,1.753280044,0.412212998,0.591489971,1.378309965,0.418518007,0.316819012,0.553386986,0.963428974,3.28963995,2.822580099,1.589980006,3.617889881,0.940832019,8.610870361,2.293800116,4.458650112
PC 16:1;0_20:2;0,PC,GPL,NA,36,3,0,,4.244820118,5.54805994,1.199990034,0.892046988,0.629769027,0.885657012,0.575316012,0.906073987,0.804395974,NA,NA,NA,0.175451994,NA,0.291514993,0.518471003,0.95747298,0.972365022,0.419371009,1.005869985,NA,1.074360013,0.334208995,0.562693
PC 16:1;0_20:3;0,PC,GPL,NA,36,4,0,,9.959910393,10.7439003,4.534070015,1.767799973,1.471510053,1.672469974,1.293449998,1.16226995,1.108540058,0.614293993,NA,0.592510998,1.005439997,0.791288972,0.890040994,1.239449978,2.682039976,2.279690027,1.166180015,2.236550093,0.321952999,2.069420099,0.498750001,1.180150032
PC 16:1;0_20:4;0,PC,GPL,NA,36,5,0,,24.35510063,39.36759949,10.29419994,7.420430183,6.020589828,5.592579842,17.28809929,22.28689957,25.83180046,14.35849953,10.42840004,32.73749924,16.65889931,11.07089996,18.03989983,5.438789845,11.2347002,9.017729759,4.697629929,7.593639851,2.923919916,8.439929962,4.58810997,15.88370037
PC 16:1;0_20:5;0,PC,GPL,NA,36,6,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.02659988,NA,12.94680023,NA,NA,NA,NA,NA,NA
PC 16:1;0_22:0;0,PC,GPL,NA,38,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287463009,0.457356006,NA,1.954259992,0.555163026,0.760756016
PC 16:1;0_22:1;0,PC,GPL,NA,38,2,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110684998,0.640011013,0.497189999,0.318338007,0.648859978,NA,1.483459949,0.398743004,0.956523001
PC 16:1;0_22:3;0,PC,GPL,NA,38,4,0,,4.678009987,5.56196022,1.020069957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 16:1;0_22:4;0,PC,GPL,NA,38,5,0,,9.620070457,11.64659977,2.264400005,0.573040009,0.661046028,0.633176029,NA,NA,NA,NA,NA,NA,1.073959947,0.407678992,1.571939945,0.920759976,1.620669961,1.912700057,0.455361992,0.674616992,NA,1.268869996,0.319768012,0.29302299
PC 16:1;0_22:5;0,PC,GPL,NA,38,6,0,,26.24559975,35.61849976,4.274960041,0.720561028,0.99733901,1.098930001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.722522974,1.61748004,3.035520077,0.625725985,2.328180075,NA,2.432699919,0.837289989,0.773826003
PC 16:1;0_22:6;0,PC,GPL,NA,38,7,0,,14.33580017,18.01009941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 16:2;0_18:0;0,PC,GPL,NA,34,2,0,,0.669363976,1.304270029,NA,NA,NA,NA,1.711019993,1.775320053,1.998710036,1.045619965,0.936025023,2.133749962,0.734206975,0.647953987,1.346670032,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 16:2;0_18:1;0,PC,GPL,NA,34,3,0,,3.907789946,5.271550179,1.001680017,0.861922026,0.73982197,0.63163197,2.408580065,2.51218009,2.102570057,NA,NA,NA,0.941830993,NA,1.057479978,0.399605989,1.302150011,0.785269022,NA,NA,NA,3.135839939,NA,1.848399997
PC 16:3;0_18:0;0,PC,GPL,NA,34,3,0,,NA,NA,NA,NA,NA,NA,NA,1.347759962,1.130460024,NA,NA,NA,0.773958027,NA,1.130130053,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 16:3;0_18:1;0,PC,GPL,NA,34,4,0,,NA,NA,NA,NA,NA,NA,5.052380085,10.40869999,NA,NA,NA,NA,1.148030043,NA,0.891819,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 17:0;0_18:0;0,PC,GPL,NA,35,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.092229962,NA,1.55411005,NA,NA,NA,NA,1.601930022,1.639240026,0.951668024,6.260250092,NA,8.332429886,7.001790047,1.926360011
PC 17:0;0_18:1;0,PC,GPL,NA,35,1,0,,15.9218998,19.67110062,4.019390106,9.788599968,7.783130169,8.708569527,5.941430092,7.570360184,6.528560162,6.650780201,6.154119968,17.01460075,5.022409916,6.017409801,6.801929951,NA,NA,NA,NA,4.08423996,NA,9.765910149,3.975349903,6.154349804
PC 17:0;0_18:2;0,PC,GPL,NA,35,2,0,,NA,NA,NA,2.764270067,2.296819925,2.445849895,1.242089987,1.587939978,2.12154007,4.167160034,1.357750058,3.786230087,4.965839863,2.042929888,3.483910084,NA,0.947831988,1.16940999,0.785489976,0.937744975,NA,1.537799954,0.741743028,0.870589972
PC 17:0;0_20:0;0,PC,GPL,NA,37,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462929994,1.832270026,0.617016017,NA,NA,NA,6.606969833,7.88932991,1.965160012
PC 17:0;0_20:1;0,PC,GPL,NA,37,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.256489992,0.846708,NA,NA,NA,NA,0.505967021,0.319642007
PC 17:0;0_20:2;0,PC,GPL,NA,37,2,0,,NA,NA,NA,0.356043011,0.179216996,0.284759998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 17:0;0_20:3;0,PC,GPL,NA,37,3,0,,NA,2.114459991,0.37529099,1.003749967,0.508953989,0.571990013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 17:0;0_20:4;0,PC,GPL,NA,37,4,0,,10.39900017,12.18939972,3.769200087,5.628339767,4.151450157,4.752130032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.728060007,2.783529997,1.406299949,1.79132998,NA,1.767660022,1.209100008,1.305340052
PC 17:0;0_22:4;0,PC,GPL,NA,39,4,0,,NA,NA,NA,0.531089008,1.252580047,0.574127018,NA,NA,NA,0.646357,0.765892982,1.370100021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 17:0;0_22:5;0,PC,GPL,NA,39,5,0,,6.890590191,9.633060455,NA,1.415809989,2.262779951,1.103710055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.775969982,2.119859934,NA,NA,NA,2.916879892,1.301530004,NA
PC 17:1;0_17:1;0,PC,GPL,NA,34,2,0,,NA,NA,NA,0.160148993,0.108662002,0.134386003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 17:1;0_18:0;0,PC,GPL,NA,35,1,0,,1.562739968,2.33333993,0.630807996,1.482519984,1.05084002,1.206040025,1.302670002,1.70054996,1.552620053,1.336750031,NA,4.39549017,1.214900017,NA,1.515990019,NA,0.511920989,0.537810981,0.388871998,0.721068978,NA,1.922520041,0.692398012,1.20599997
PC 17:1;0_18:1;0,PC,GPL,NA,35,2,0,,14.27029991,20.06290054,NA,9.629920006,8.181779861,10.08269978,5.657479763,6.484459877,6.28426981,NA,2.742980003,8.563540459,NA,2.839489937,4.104169846,2.684380054,4.880259991,4.916250229,3.089930058,4.856019974,2.268980026,9.845849991,3.237279892,5.987380028
PC 17:1;0_18:2;0,PC,GPL,NA,35,3,0,,NA,NA,NA,2.786590099,NA,3.072439909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 17:1;0_20:1;0,PC,GPL,NA,37,2,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04508996,0.289485008,0.443313003
PC 17:1;0_20:4;0,PC,GPL,NA,37,5,0,,NA,NA,NA,2.76135993,2.53105998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.342049956,NA,3.027149916,NA,NA,NA,NA,NA,NA
PC 18:0;0_18:0;0,PC,GPL,NA,36,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322955012,0.576472998,0.780318022,0.571476996,0.671186984,0.339585006,NA,NA,NA
PC 18:0;0_18:1;0,PC,GPL,NA,36,1,0,,109.1389999,140.0010071,40.93909836,44.55239868,35.08269882,41.17670059,115.5920029,123.0960007,148.2460022,107.2850037,91.93139648,269.3819885,93.90190125,82.27469635,140.8529968,12.38799953,32.86899948,39.08349991,24.15460014,46.14390182,21.19519997,145.4329987,54.09170151,84.16699982
PC 18:0;0_18:2;0,PC,GPL,NA,36,2,0,,18.60210037,28.75349998,9.624830246,29.30150032,21.13380051,25.19129944,22.81110001,22.42219925,30.33009911,18.87739944,15.60649967,47.13819885,23.39990044,22.52960014,45.41889954,7.540530205,15.05620003,21.02359962,11.60359955,15.93879986,9.611590385,32.5367012,17.05109978,19.11039925
PC 18:0;0_18:3;0,PC,GPL,NA,36,3,0,,1.915930033,3.367059946,1.140490055,0.124302,0.233743995,NA,1.726259947,2.059859991,2.770709991,NA,1.066599965,3.030430079,1.940379977,2.117749929,3.832930088,1.014700055,2.185630083,1.855059981,1.036209941,1.531909943,0.877045989,2.048209906,0.94334501,0.929265022
PC 18:0;0_19:1;0,PC,GPL,NA,37,1,0,,2.019979954,2.40831995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 18:0;0_19:2;0,PC,GPL,NA,37,2,0,,NA,NA,NA,0.285991013,NA,0.295859993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 18:0;0_19:3;0,PC,GPL,NA,37,3,0,,0.841219008,1.467839956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 18:0;0_20:0;0,PC,GPL,NA,38,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.369293988,0.455597013,0.215970993,0.282923013,0.203486994,NA,0.248976007,0.270696014
PC 18:0;0_20:1;0,PC,GPL,NA,38,1,0,,NA,NA,NA,NA,0.315504014,0.346094012,NA,1.18482995,1.276950002,0.393085003,0.980453014,1.194120049,0.866474986,0.831475973,1.368289948,0.385639012,1.266729951,1.336339951,0.874840021,1.532310009,0.838665009,5.554890156,1.714540005,2.890779972
PC 18:0;0_20:2;0,PC,GPL,NA,38,2,0,,2.623929977,3.692159891,1.127210021,1.591249943,1.313269973,1.492650032,1.634320021,1.835950017,1.362269998,1.371659994,1.056800008,2.941090107,0.77452898,0.441579014,0.799331009,0.395476013,1.263149977,1.124379992,0.579958022,0.861288011,0.070941702,1.945530057,0.514545977,1.034190059
PC 18:0;0_20:3;0,PC,GPL,NA,38,3,0,,18.4192009,22.82430077,9.468400002,6.279870033,5.034430027,5.139289856,3.632359982,3.441590071,3.221090078,2.644350052,3.442780018,6.640779972,1.733739972,2.254849911,2.346649885,0.996270001,2.251610041,2.326639891,1.376449943,2.573489904,1.768890023,6.555480003,2.368230104,3.351609945
PC 18:0;0_20:4;0,PC,GPL,NA,38,4,0,,65.41470337,94.23020172,26.0659008,26.0970993,19.07150078,20.21120071,17.93519974,18.07150078,25.53079987,24.71890068,20.15740013,76.4885025,32.09280014,33.28879929,55.04809952,8.370059967,14.8696003,26.94039917,10.9914999,14.44279957,10.76130009,17.24200058,10.53050041,11.29740047
PC 18:0;0_20:5;0,PC,GPL,NA,38,5,0,,1.945490003,2.341289997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.242509961,2.5615201,1.832470059,3.903850079,4.96807003,2.70588994,3.658819914,2.374079943,4.762489796,2.341449976,2.893369913
PC 18:0;0_22:1;0,PC,GPL,NA,40,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371482015,0.500563025,0.316464007,0.552011013,NA,1.095800042,0.316071987,0.612716973
PC 18:0;0_22:2;0,PC,GPL,NA,40,2,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602144003,NA,0.134577006
PC 18:0;0_22:3;0,PC,GPL,NA,40,3,0,,6.538939953,7.239830017,NA,1.827880025,NA,0.676582992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302809,0.468672991,NA,NA,NA,0.604368985,0.182570994,0.255024999
PC 18:0;0_22:4;0,PC,GPL,NA,40,4,0,,9.69546032,12.87069988,2.366529942,3.183569908,2.127979994,2.497639894,2.112129927,NA,2.760970116,2.555020094,1.943120003,9.757120132,3.796060085,3.103559971,5.665450096,1.161569953,2.230669975,2.898449898,2.122859955,2.184149981,1.087260008,2.458990097,1.744699955,1.413190007
PC 18:0;0_22:5;0,PC,GPL,NA,40,5,0,,16.80069923,24.1406002,2.682620049,6.609230042,4.676159859,4.70761013,3.096319914,2.880460024,3.130820036,2.125969887,3.475130081,5.735010147,4.895030022,4.458509922,6.124829769,1.878610015,2.616990089,5.092309952,2.55753994,2.982599974,1.784829974,5.558599949,2.56772995,3.012880087
PC 18:0;0_22:6;0,PC,GPL,NA,40,6,0,,14.94509983,17.80750084,4.435269833,NA,3.659790039,4.069600105,7.126949787,7.155970097,10.83199978,6.843510151,NA,22.69639969,10.0152998,11.11779976,17.48060036,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 18:1;0_18:1;0,PC,GPL,NA,36,2,0,,179.4680023,224.0789948,80.74079895,130.5070038,113.7819977,128.0709991,76.81020355,83.87950134,73.00330353,27.06430054,23.57069969,61.88880157,32.3266983,30.58810043,45.05160141,19.29649925,57.74100113,54.58720016,35.04579926,67.6710968,20.07559967,136.6799927,41.65850067,76.50740051
PC 18:1;0_18:2;0,PC,GPL,NA,36,3,0,,17.05739975,22.38170052,7.780379772,47.0381012,40.45819855,46.10689926,7.975470066,8.225669861,8.02396965,3.973089933,2.492640018,7.685259819,7.523169994,7.274990082,14.01869965,9.41024971,18.00909996,19.64760017,11.41950035,15.42479992,7.921199799,21.53930092,9.189200401,12.48110008
PC 18:1;0_18:3;0,PC,GPL,NA,36,4,0,,3.174590111,3.709419966,NA,1.280179977,0.995576024,1.047000051,1.822260022,1.880859971,2.072809935,NA,NA,NA,2.295840025,2.099129915,3.973579884,4.173749924,5.852149963,5.828979969,3.027800083,4.421599865,1.574609995,2.634910107,1.282459974,1.413069963
PC 18:1;0_19:0;0,PC,GPL,NA,37,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.793230057,1.789309978,1.313639998
PC 18:1;0_19:1;0,PC,GPL,NA,37,2,0,,1.609689951,2.330830097,NA,2.521640062,2.751189947,2.966890097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.404489994,0.904663026,1.576400042
PC 18:1;0_19:2;0,PC,GPL,NA,37,3,0,,NA,NA,NA,1.483929992,0.928677022,1.384310007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 18:1;0_20:0;0,PC,GPL,NA,38,1,0,,1.422510028,2.011780024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.387189001,1.776579976,1.566730022,1.177299976,2.304270029,1.180369973,7.204219818,2.087120056,3.714129925
PC 18:1;0_20:1;0,PC,GPL,NA,38,2,0,,4.960800171,6.484889984,3.115449905,3.370170116,2.655400038,3.320640087,2.954370022,3.219589949,1.846089959,1.472679973,1.25364995,2.778239965,0.644643009,0.718406022,0.623068988,1.073570013,5.66644001,3.883549929,3.346090078,6.596970081,3.337090015,22.90049934,7.033569813,12.39929962
PC 18:1;0_20:2;0,PC,GPL,NA,38,3,0,,8.138859749,9.271960258,3.616209984,6.257420063,5.593289852,6.121469975,1.998160005,2.164690018,1.691830039,0.608505011,NA,1.805410028,0.54747498,NA,0.886425018,1.103170037,2.467570066,2.287640095,1.306100011,2.45697999,0.946425021,3.72626996,1.066789985,1.847030044
PC 18:1;0_20:3;0,PC,GPL,NA,38,4,0,,17.8798008,21.39229965,11.14550018,14.95619965,11.49380016,12.4907999,4.20389986,4.255970001,4.4165802,2.034179926,1.503630042,3.681740046,2.33543992,2.068120003,3.058069944,2.653069973,6.341209888,6.207749844,3.307980061,6.616010189,2.212009907,7.246039867,2.909029961,3.635390043
PC 18:1;0_20:4;0,PC,GPL,NA,38,5,0,,54.06259918,72.82219696,27.31369972,30.89119911,24.43600082,24.20969963,6.866270065,7.536709785,8.641249657,5.964240074,4.254209995,18.46100044,12.7166996,11.44089985,16.54100037,11.13560009,21.74920082,29.92070007,10.35210037,17.19910049,6.797709942,15.65009975,8.306710243,9.538379669
PC 18:1;0_20:5;0,PC,GPL,NA,38,6,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.734249949,4.705200195,7.246900082,3.399199963,4.692420006,1.798889995,3.07001996,1.66900003,1.378749967
PC 18:1;0_21:3;0,PC,GPL,NA,39,4,0,,NA,NA,NA,0.372880012,NA,0.673241973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 18:1;0_22:0;0,PC,GPL,NA,40,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.403890014,1.628440022,1.087309957,2.163759947,1.296689987,8.13064003,2.919500113,4.106790066
PC 18:1;0_22:1;0,PC,GPL,NA,40,2,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689217985,2.218080044,1.896029949,1.198240042,2.370820045,0.965592027,4.839580059,2.009449959,2.709500074
PC 18:1;0_22:2;0,PC,GPL,NA,40,3,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.460851014,1.118160009,NA,NA,NA,0.455523014,0.205862001,0.189806998
PC 18:1;0_22:3;0,PC,GPL,NA,40,4,0,,6.557869911,7.495679855,2.395499945,2.535739899,1.619809985,1.864470005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333546013,0.662135005,0.41622901,NA,0.489178002,0.200837001,0.892157018,NA,0.481388986
PC 18:1;0_22:4;0,PC,GPL,NA,40,5,0,,14.34910011,16.33169937,4.247079849,4.483099937,3.775209904,3.884340048,1.86748004,2.419549942,2.936609983,1.430140018,NA,3.780149937,2.024990082,2.209000111,4.166520119,1.501129985,2.493129969,3.077330112,1.176130056,1.743430018,0.194949999,1.498129964,0.927281022,1.00999999
PC 18:1;0_22:5;0,PC,GPL,NA,40,6,0,,27.06579971,35.7242012,6.499639988,13.56649971,6.24326992,7.421700001,NA,NA,NA,NA,NA,NA,1.730380058,NA,1.627889991,3.230429888,8.300869942,8.116550446,4.064519882,5.580629826,2.636759996,6.629089832,3.515350103,4.040929794
PC 18:1;0_22:6;0,PC,GPL,NA,40,7,0,,21.51519966,27.9939003,8.247540474,11.11680031,8.42648983,9.385450363,NA,NA,NA,NA,NA,NA,4.092140198,NA,6.525360107,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 18:2;0_18:2;0,PC,GPL,NA,36,4,0,,1.254019976,2.692970037,0.775617003,4.318590164,3.281790018,3.738300085,1.314030051,1.206680059,1.736240029,0.899743021,0.783751011,1.046010017,2.367239952,2.169029951,5.687660217,2.570369959,4.435780048,4.468289852,2.838500023,3.265039921,2.158080101,2.440079927,1.50782001,2.059849977
PC 18:2;0_18:3;0,PC,GPL,NA,36,5,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.601629972,1.551939964,5.994120121,2.146379948,3.198319912,2.746510029,2.065740108,3.64744997,0.868048012,NA,NA,NA
PC 18:2;0_19:1;0,PC,GPL,NA,37,3,0,,NA,NA,NA,0.775327027,0.378441006,0.562283993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 18:2;0_20:0;0,PC,GPL,NA,38,2,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191712007,0.457060009,0.641131997,0.298299015,0.570298016,NA,1.112939954,0.418776006,0.554045022
PC 18:2;0_20:1;0,PC,GPL,NA,38,3,0,,NA,NA,NA,1.345319986,1.190490007,1.240700006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435101002,1.138319969,1.139179945,0.950102985,1.388910055,0.272727996,3.05189991,1.32664001,1.426390052
