Rej	ID	LipidMolec	LipidMolecGroup	ClassKey	SubClassKey	FAKey	FAGroupKey	CalcMass	BaseRt	MolFormula	MainIon	IonCnt	IsoCnt	PDBCnt	TotalSmpIDRate(%)	TotalGrade	OrgMeanArea[s1]	OrgMeanHeight[s1]	OrgMaxArea[s1]	OrgMaxHeight[s1]	OrgMedArea[s1]	OrgMedHeight[s1]	OrgAreaStd[s1]	OrgHeightStd[s1]	OrgAreaRsd(%)[s1]	OrgHeightRsd(%)[s1]	MeanArea[s1]	MeanHeight[s1]	MaxArea[s1]	MaxHeight[s1]	MedArea[s1]	MedHeight[s1]	MedSumArea[s1]	AreaStd[s1]	HeightStd[s1]	AreaRsd(%)[s1]	HeightRsd(%)[s1]	MeanConc[s1]	MaxConc[s1]	MedConc[s1]
false	1052	CerPG(d35:3)	CerPG(d35:3)	CerPG	Ceramide phosphoglycerol	(d35:3)	(d35:3)	701.4996	10.1779	C38 H72 N1 O8 P1	M-H	1	1	0	100.00	C	2.2959E4	2.4725E5	5.3724E4	5.2051E5	2.0269E4	2.1711E5	1.5647E4	1.5159E5	68.1524	61.3107	2.2959E4	2.4725E5	5.3724E4	5.2051E5	2.0269E4	2.1711E5	2.1711E5	1.5647E4	1.5159E5	68.15	61.31	NaN	NaN	NaN
false	1054	CerPG(d35:3)	CerPG(d35:3)	CerPG	Ceramide phosphoglycerol	(d35:3)	(d35:3)	701.4996	10.5158	C38 H72 N1 O8 P1	M-H	1	1	0	100.00	C	4.0478E3	6.8709E4	1.1293E4	1.0307E5	3.4282E3	7.2548E4	2.7660E3	2.5814E4	68.3336	37.5705	4.0478E3	6.8709E4	1.1293E4	1.0307E5	3.4282E3	7.2548E4	7.2548E4	2.7660E3	2.5814E4	68.33	37.57	NaN	NaN	NaN
false	1055	CL(77:5)	CL(77:5)	CL	diacyl-diacyl	(77:5)	(77:5)	1525.0974	10.2746	C86 H158 O17 P2	M-H	1	1	0	100.00	C	1.3061E4	1.4472E5	3.5694E4	4.2519E5	1.0915E4	1.2092E5	9.9806E3	1.0067E5	76.4172	69.5629	1.3061E4	1.4472E5	3.5694E4	4.2519E5	1.0915E4	1.2092E5	1.2092E5	9.9806E3	1.0067E5	76.42	69.56	NaN	NaN	NaN
false	1056	CL(77:5)	CL(77:5)	CL	diacyl-diacyl	(77:5)	(77:5)	1525.0974	10.4296	C86 H158 O17 P2	M-H	1	1	0	100.00	C	1.5376E4	1.6776E5	5.6142E4	4.8013E5	1.0352E4	1.3129E5	1.3912E4	1.1189E5	90.4758	66.6957	1.5376E4	1.6776E5	5.6142E4	4.8013E5	1.0352E4	1.3129E5	1.3129E5	1.3912E4	1.1189E5	90.48	66.70	NaN	NaN	NaN
false	1057	CL(77:5)	CL(77:5)	CL	diacyl-diacyl	(77:5)	(77:5)	1525.0974	10.6691	C86 H158 O17 P2	M-H	1	1	0	100.00	C	1.2521E4	1.5326E5	4.3486E4	3.6181E5	9.8061E3	1.3082E5	1.1445E4	1.0811E5	91.4050	70.5372	1.2521E4	1.5326E5	4.3486E4	3.6181E5	9.8061E3	1.3082E5	1.3082E5	1.1445E4	1.0811E5	91.41	70.54	NaN	NaN	NaN
false	1058	PC(17:1CHO_18:1)	PC(35:2CHO)	PC	aldehyde	(17:1CHO_18:1)	(35:2CHO)	785.5571	10.6120	C43 H80 N1 O9 P1	M-CH3	1	4	0	100.00	C	1.5761E5	1.2999E6	6.7805E5	6.9627E6	8.7500E4	6.3355E5	1.9557E5	1.9694E6	124.0825	151.5071	1.5761E5	1.2999E6	6.7805E5	6.9627E6	8.7500E4	6.3355E5	6.3355E5	1.9557E5	1.9694E6	124.08	151.51	NaN	NaN	NaN
false	1059	PC(18:1CHO_17:1)	PC(35:2CHO)	PC	aldehyde	(18:1CHO_17:1)	(35:2CHO)	785.5571	10.8071	C43 H80 N1 O9 P1	M-CH3	1	4	0	100.00	C	4.6906E4	3.1813E5	1.2205E5	7.6927E5	4.2838E4	2.9375E5	3.7893E4	2.5044E5	80.7844	78.7228	4.6906E4	3.1813E5	1.2205E5	7.6927E5	4.2838E4	2.9375E5	2.9375E5	3.7893E4	2.5044E5	80.78	78.72	NaN	NaN	NaN
false	106	PC(20:3CHO)	PC(20:3CHO)	PC	aldehyde	(20:3CHO)	(20:3CHO)	573.3067	1.2518	C28 H48 N1 O9 P1	M-CH3	1	1	0	100.00	C	8.8275E3	1.9115E5	6.5534E4	1.6806E6	3.0645E3	7.6990E4	1.5769E4	3.2797E5	178.6339	171.5758	8.8275E3	1.9115E5	6.5534E4	1.6806E6	3.0645E3	7.6990E4	7.6990E4	1.5769E4	3.2797E5	178.63	171.58	NaN	NaN	NaN
false	1061	PC(35:2CHO)	PC(35:2CHO)	PC	aldehyde	(35:2CHO)	(35:2CHO)	785.5571	11.0394	C43 H80 N1 O9 P1	M-CH3	1	4	0	100.00	C	8.3709E3	1.0425E5	2.7257E4	2.4263E5	7.0958E3	9.6524E4	6.7447E3	6.5179E4	80.5723	62.5216	8.3709E3	1.0425E5	2.7257E4	2.4263E5	7.0958E3	9.6524E4	9.6524E4	6.7447E3	6.5179E4	80.57	62.52	NaN	NaN	NaN
false	1062	PC(35:2CHO)	PC(35:2CHO)	PC	aldehyde	(35:2CHO)	(35:2CHO)	785.5571	11.0952	C43 H80 N1 O9 P1	M-CH3	1	4	0	100.00	C	8.2328E3	6.7038E4	2.1514E4	1.5062E5	8.1525E3	6.3211E4	5.1180E3	3.8245E4	62.1653	57.0493	8.2328E3	6.7038E4	2.1514E4	1.5062E5	8.1525E3	6.3211E4	6.3211E4	5.1180E3	3.8245E4	62.17	57.05	NaN	NaN	NaN
false	1063	PC(35:2CHO)	PC(35:2CHO)	PC	aldehyde	(35:2CHO)	(35:2CHO)	785.5571	11.8997	C43 H80 N1 O9 P1	M-CH3	1	4	0	100.00	C	3.9562E4	2.6922E5	6.5408E4	4.5488E5	4.0492E4	2.9286E5	1.7926E4	1.1414E5	45.3109	42.3973	3.9562E4	2.6922E5	6.5408E4	4.5488E5	4.0492E4	2.9286E5	2.9286E5	1.7926E4	1.1414E5	45.31	42.40	NaN	NaN	NaN
false	1064	PC(35:2CHO)	PC(35:2CHO)	PC	aldehyde	(35:2CHO)	(35:2CHO)	785.5571	12.0136	C43 H80 N1 O9 P1	M-CH3	1	4	0	100.00	C	3.0931E4	4.6387E5	5.7667E4	7.2731E5	3.3928E4	5.5140E5	1.4766E4	2.1351E5	47.7396	46.0291	3.0931E4	4.6387E5	5.7667E4	7.2731E5	3.3928E4	5.5140E5	5.5140E5	1.4766E4	2.1351E5	47.74	46.03	NaN	NaN	NaN
false	1065	PC(35:2CHO)	PC(35:2CHO)	PC	aldehyde	(35:2CHO)	(35:2CHO)	785.5571	12.0483	C43 H80 N1 O9 P1	M-CH3	1	4	0	100.00	C	2.7229E4	4.2794E5	4.9745E4	7.2731E5	2.8704E4	5.1023E5	1.4270E4	2.1713E5	52.4082	50.7372	2.7229E4	4.2794E5	4.9745E4	7.2731E5	2.8704E4	5.1023E5	5.1023E5	1.4270E4	2.1713E5	52.41	50.74	NaN	NaN	NaN
false	1066	PC(35:2CHO)	PC(35:2CHO)	PC	aldehyde	(35:2CHO)	(35:2CHO)	785.5571	12.0787	C43 H80 N1 O9 P1	M-CH3	1	4	0	100.00	C	1.2597E4	2.1409E5	2.3841E4	4.6553E5	1.2263E4	2.4865E5	6.6558E3	1.3681E5	52.8353	63.9052	1.2597E4	2.1409E5	2.3841E4	4.6553E5	1.2263E4	2.4865E5	2.4865E5	6.6558E3	1.3681E5	52.84	63.91	NaN	NaN	NaN
false	1067	PC(35:2CHO)	PC(35:2CHO)	PC	aldehyde	(35:2CHO)	(35:2CHO)	785.5571	12.2010	C43 H80 N1 O9 P1	M-CH3	1	4	0	100.00	C	5.8081E3	8.9391E4	1.0150E4	1.6873E5	6.0835E3	9.5309E4	3.0995E3	4.7845E4	53.3649	53.5226	5.8081E3	8.9391E4	1.0150E4	1.6873E5	6.0835E3	9.5309E4	9.5309E4	3.0995E3	4.7845E4	53.36	53.52	NaN	NaN	NaN
false	1069	PC(19:2CHO_16:0)	PC(35:2CHO)	PC	aldehyde	(19:2CHO_16:0)	(35:2CHO)	785.5571	13.7393	C43 H80 N1 O9 P1	M-CH3	1	4	0	100.00	C	2.6316E4	1.3776E5	7.0237E4	3.3734E5	2.5994E4	1.0645E5	1.9719E4	9.8206E4	74.9341	71.2894	2.6316E4	1.3776E5	7.0237E4	3.3734E5	2.5994E4	1.0645E5	1.0645E5	1.9719E4	9.8206E4	74.93	71.29	NaN	NaN	NaN
false	107	PC(20:3CHO)	PC(20:3CHO)	PC	aldehyde	(20:3CHO)	(20:3CHO)	573.3067	1.4496	C28 H48 N1 O9 P1	M-CH3	1	1	0	100.00	C	2.3374E4	1.8413E5	1.3271E5	9.0377E5	1.2429E4	1.0490E5	3.1493E4	2.2222E5	134.7332	120.6847	2.3374E4	1.8413E5	1.3271E5	9.0377E5	1.2429E4	1.0490E5	1.0490E5	3.1493E4	2.2222E5	134.73	120.68	NaN	NaN	NaN
false	1070	PC(35:2CHO)	PC(35:2CHO)	PC	aldehyde	(35:2CHO)	(35:2CHO)	785.5571	15.7433	C43 H80 N1 O9 P1	M-CH3	1	4	0	100.00	C	3.2933E3	3.8164E4	1.2276E4	7.7832E4	6.7432E2	3.3528E4	3.5542E3	2.2517E4	107.9227	59.0021	3.2933E3	3.8164E4	1.2276E4	7.7832E4	6.7432E2	3.3528E4	3.3528E4	3.5542E3	2.2517E4	107.92	59.00	NaN	NaN	NaN
false	1071	CerPE(d42:2)	CerPE(d42:2)	CerPE	Ceramide phosphoethanolamines	(d42:2)	(d42:2)	770.6302	13.7217	C44 H87 N2 O6 P1	M-H	1	1	0	100.00	C	2.1514E4	1.5146E5	5.4791E4	4.2605E5	1.5870E4	1.0510E5	1.6553E4	1.1920E5	76.9399	78.7004	2.1514E4	1.5146E5	5.4791E4	4.2605E5	1.5870E4	1.0510E5	1.0510E5	1.6553E4	1.1920E5	76.94	78.70	NaN	NaN	NaN
false	1072	CL(77:3)	CL(77:3)	CL	diacyl-diacyl	(77:3)	(77:3)	1529.1287	11.8858	C86 H162 O17 P2	M-H	1	1	0	100.00	C	4.8642E4	5.3298E5	1.4976E5	1.6924E6	3.9845E4	4.9599E5	4.3579E4	4.6261E5	89.5902	86.7969	4.8642E4	5.3298E5	1.4976E5	1.6924E6	3.9845E4	4.9599E5	4.9599E5	4.3579E4	4.6261E5	89.59	86.80	NaN	NaN	NaN
false	1073	CL(77:3)	CL(77:3)	CL	diacyl-diacyl	(77:3)	(77:3)	1529.1287	11.9460	C86 H162 O17 P2	M-H	1	1	0	100.00	C	5.6416E4	5.6506E5	2.0251E5	1.6924E6	4.3657E4	5.9527E5	5.3567E4	4.5401E5	94.9492	80.3471	5.6416E4	5.6506E5	2.0251E5	1.6924E6	4.3657E4	5.9527E5	5.9527E5	5.3567E4	4.5401E5	94.95	80.35	NaN	NaN	NaN
false	1074	CL(77:3)	CL(77:3)	CL	diacyl-diacyl	(77:3)	(77:3)	1529.1287	12.0718	C86 H162 O17 P2	M-H	1	1	0	100.00	C	5.3432E4	7.8006E5	1.2209E5	1.6924E6	5.1189E4	7.3621E5	3.2983E4	4.3431E5	61.7287	55.6767	5.3432E4	7.8006E5	1.2209E5	1.6924E6	5.1189E4	7.3621E5	7.3621E5	3.2983E4	4.3431E5	61.73	55.68	NaN	NaN	NaN
false	1075	CL(77:3)	CL(77:3)	CL	diacyl-diacyl	(77:3)	(77:3)	1529.1287	12.3371	C86 H162 O17 P2	M-H	1	1	0	100.00	C	3.1668E3	7.2538E4	1.2216E4	2.3806E5	2.0497E3	5.4363E4	3.2598E3	5.7542E4	102.9360	79.3277	3.1668E3	7.2538E4	1.2216E4	2.3806E5	2.0497E3	5.4363E4	5.4363E4	3.2598E3	5.7542E4	102.94	79.33	NaN	NaN	NaN
false	1076	CL(77:3)	CL(77:3)	CL	diacyl-diacyl	(77:3)	(77:3)	1529.1287	12.4964	C86 H162 O17 P2	M-H	1	1	0	100.00	C	5.5243E3	7.2910E4	2.1626E4	2.1977E5	2.2454E3	6.0387E4	6.0893E3	4.4891E4	110.2284	61.5708	5.5243E3	7.2910E4	2.1626E4	2.1977E5	2.2454E3	6.0387E4	6.0387E4	6.0893E3	4.4891E4	110.23	61.57	NaN	NaN	NaN
false	1077	CerPE(d43:2)	CerPE(d43:2)	CerPE	Ceramide phosphoethanolamines	(d43:2)	(d43:2)	784.6458	10.1748	C45 H89 N2 O6 P1	M-H	1	1	0	100.00	C	4.2968E5	4.3313E6	8.5110E5	8.5083E6	3.8868E5	3.8974E6	1.8059E5	1.7965E6	42.0277	41.4757	4.2968E5	4.3313E6	8.5110E5	8.5083E6	3.8868E5	3.8974E6	3.8974E6	1.8059E5	1.7965E6	42.03	41.48	NaN	NaN	NaN
false	1078	CerPG(d35:2)	CerPG(d35:2)	CerPG	Ceramide phosphoglycerol	(d35:2)	(d35:2)	703.5152	9.4988	C38 H74 N1 O8 P1	M-H	1	1	0	100.00	C	4.2563E4	3.6278E5	1.0440E5	8.3089E5	3.9252E4	3.5170E5	2.8841E4	2.3405E5	67.7616	64.5160	4.2563E4	3.6278E5	1.0440E5	8.3089E5	3.9252E4	3.5170E5	3.5170E5	2.8841E4	2.3405E5	67.76	64.52	NaN	NaN	NaN
false	108	LPE(20:1)	LPE(20:1)	LPE	monoacyl	(20:1)	(20:1)	507.3325	2.3216	C25 H50 N1 O7 P1	M-H	1	1	2	100.00	C	4.9136E4	4.2399E5	1.7439E5	1.4971E6	3.1525E4	2.5495E5	4.7739E4	4.1529E5	97.1571	97.9477	4.9136E4	4.2399E5	1.7439E5	1.4971E6	3.1525E4	2.5495E5	2.5495E5	4.7739E4	4.1529E5	97.16	97.95	NaN	NaN	NaN
false	1080	CerPG(d35:2)	CerPG(d35:2)	CerPG	Ceramide phosphoglycerol	(d35:2)	(d35:2)	703.5152	9.7341	C38 H74 N1 O8 P1	M-H	1	1	0	100.00	C	2.4886E4	2.1746E5	7.3663E4	5.8614E5	2.0251E4	1.8525E5	1.5892E4	1.3174E5	63.8614	60.5819	2.4886E4	2.1746E5	7.3663E4	5.8614E5	2.0251E4	1.8525E5	1.8525E5	1.5892E4	1.3174E5	63.86	60.58	NaN	NaN	NaN
false	1081	CerPG(d35:2)	CerPG(d35:2)	CerPG	Ceramide phosphoglycerol	(d35:2)	(d35:2)	703.5152	10.0805	C38 H74 N1 O8 P1	M-H	1	1	0	100.00	C	4.6612E3	6.3193E4	1.3573E4	1.5840E5	3.7533E3	5.3868E4	3.5787E3	3.8084E4	76.7772	60.2668	4.6612E3	6.3193E4	1.3573E4	1.5840E5	3.7533E3	5.3868E4	5.3868E4	3.5787E3	3.8084E4	76.78	60.27	NaN	NaN	NaN
false	1082	CerPG(d35:2)	CerPG(d35:2)	CerPG	Ceramide phosphoglycerol	(d35:2)	(d35:2)	703.5152	11.0766	C38 H74 N1 O8 P1	M-H	1	1	0	100.00	C	8.0847E3	5.8479E4	1.9924E4	1.1601E5	7.7288E3	5.6322E4	6.9611E3	2.7947E4	86.1011	47.7896	8.0847E3	5.8479E4	1.9924E4	1.1601E5	7.7288E3	5.6322E4	5.6322E4	6.9611E3	2.7947E4	86.10	47.79	NaN	NaN	NaN
false	1083	CerPG(d35:2)	CerPG(d35:2)	CerPG	Ceramide phosphoglycerol	(d35:2)	(d35:2)	703.5152	11.5436	C38 H74 N1 O8 P1	M-H	1	1	0	100.00	C	3.4111E5	2.1267E6	7.3145E5	4.6960E6	3.4282E5	2.2660E6	2.3980E5	1.5636E6	70.3002	73.5216	3.4111E5	2.1267E6	7.3145E5	4.6960E6	3.4282E5	2.2660E6	2.2660E6	2.3980E5	1.5636E6	70.30	73.52	NaN	NaN	NaN
false	1084	CerPG(d35:2)	CerPG(d35:2)	CerPG	Ceramide phosphoglycerol	(d35:2)	(d35:2)	703.5152	11.7833	C38 H74 N1 O8 P1	M-H	1	1	0	100.00	C	2.2293E4	2.8705E5	1.8972E5	3.2823E6	1.2547E4	1.1567E5	3.8474E4	6.7815E5	172.5798	236.2459	2.2293E4	2.8705E5	1.8972E5	3.2823E6	1.2547E4	1.1567E5	1.1567E5	3.8474E4	6.7815E5	172.58	236.25	NaN	NaN	NaN
false	1086	CerPG(d35:2)	CerPG(d35:2)	CerPG	Ceramide phosphoglycerol	(d35:2)	(d35:2)	703.5152	11.9374	C38 H74 N1 O8 P1	M-H	1	1	0	100.00	C	1.5696E4	1.5954E5	4.5673E4	4.7204E5	1.1970E4	1.5563E5	1.2544E4	1.1370E5	79.9227	71.2691	1.5696E4	1.5954E5	4.5673E4	4.7204E5	1.1970E4	1.5563E5	1.5563E5	1.2544E4	1.1370E5	79.92	71.27	NaN	NaN	NaN
false	1087	CerPG(d35:2)	CerPG(d35:2)	CerPG	Ceramide phosphoglycerol	(d35:2)	(d35:2)	703.5152	12.0506	C38 H74 N1 O8 P1	M-H	1	1	0	100.00	C	5.3143E3	1.8080E5	1.9102E4	4.6743E5	2.8322E3	1.6867E5	5.6306E3	1.1847E5	105.9522	65.5286	5.3143E3	1.8080E5	1.9102E4	4.6743E5	2.8322E3	1.6867E5	1.6867E5	5.6306E3	1.1847E5	105.95	65.53	NaN	NaN	NaN
false	1088	CerPE(d42:5)	CerPE(d42:5)	CerPE	Ceramide phosphoethanolamines	(d42:5)	(d42:5)	764.5832	12.6574	C44 H81 N2 O6 P1	M-H	1	1	0	100.00	C	1.1541E4	1.8304E5	3.3776E4	4.6023E5	8.1400E3	1.5831E5	9.4728E3	1.2211E5	82.0810	66.7121	1.1541E4	1.8304E5	3.3776E4	4.6023E5	8.1400E3	1.5831E5	1.5831E5	9.4728E3	1.2211E5	82.08	66.71	NaN	NaN	NaN
false	1089	CL(O-79:8)	CL(O-79:8)	CL	alkylacyl-diacyl	(O-79:8)	(O-79:8)	1533.1025	10.2003	C88 H158 O16 P2	M-H	1	1	0	100.00	C	7.7023E3	1.2494E5	3.6265E4	5.9737E5	4.2118E3	5.7308E4	1.0418E4	1.5223E5	135.2562	121.8488	7.7023E3	1.2494E5	3.6265E4	5.9737E5	4.2118E3	5.7308E4	5.7308E4	1.0418E4	1.5223E5	135.26	121.85	NaN	NaN	NaN
false	109	LPE(20:1)	LPE(20:1)	LPE	monoacyl	(20:1)	(20:1)	507.3325	3.6762	C25 H50 N1 O7 P1	M-H	1	1	2	100.00	C	5.4155E3	4.9789E4	1.2311E4	9.8968E4	5.0567E3	4.5463E4	3.6855E3	2.6159E4	68.0553	52.5401	5.4155E3	4.9789E4	1.2311E4	9.8968E4	5.0567E3	4.5463E4	4.5463E4	3.6855E3	2.6159E4	68.06	52.54	NaN	NaN	NaN
false	1090	CL(O-79:8)	CL(O-79:8)	CL	alkylacyl-diacyl	(O-79:8)	(O-79:8)	1533.1025	10.8854	C88 H158 O16 P2	M-H	1	1	0	100.00	C	1.1409E4	1.1556E5	3.8847E4	3.7862E5	7.5785E3	7.7748E4	1.1382E4	1.1203E5	99.7659	96.9459	1.1409E4	1.1556E5	3.8847E4	3.7862E5	7.5785E3	7.7748E4	7.7748E4	1.1382E4	1.1203E5	99.77	96.95	NaN	NaN	NaN
false	1091	CL(O-79:8)	CL(O-79:8)	CL	alkylacyl-diacyl	(O-79:8)	(O-79:8)	1533.1025	12.2381	C88 H158 O16 P2	M-H	1	1	0	100.00	C	2.3578E3	4.8201E4	1.1440E4	1.0964E5	1.3769E3	4.8258E4	3.0363E3	2.8684E4	128.7764	59.5092	2.3578E3	4.8201E4	1.1440E4	1.0964E5	1.3769E3	4.8258E4	4.8258E4	3.0363E3	2.8684E4	128.78	59.51	NaN	NaN	NaN
false	1092	CL(O-79:8)	CL(O-79:8)	CL	alkylacyl-diacyl	(O-79:8)	(O-79:8)	1533.1025	12.3878	C88 H158 O16 P2	M-H	1	1	0	100.00	C	8.2303E2	4.2380E4	3.8117E3	1.1598E5	5.3518E2	4.5005E4	1.0369E3	3.1903E4	125.9842	75.2802	8.2303E2	4.2380E4	3.8117E3	1.1598E5	5.3518E2	4.5005E4	4.5005E4	1.0369E3	3.1903E4	125.98	75.28	NaN	NaN	NaN
false	1093	PA(35:1)	PA(35:1)	PA	diacyl	(35:1)	(35:1)	688.5043	11.3416	C38 H73 O8 P1	M-H	1	1	0	100.00	C	2.3291E5	1.2819E6	5.9981E5	3.0949E6	2.0291E5	1.1169E6	1.6342E5	9.0763E5	70.1643	70.8056	2.3291E5	1.2819E6	5.9981E5	3.0949E6	2.0291E5	1.1169E6	1.1169E6	1.6342E5	9.0763E5	70.16	70.81	NaN	NaN	NaN
false	1094	PA(35:1)	PA(35:1)	PA	diacyl	(35:1)	(35:1)	688.5043	11.5726	C38 H73 O8 P1	M-H	1	1	0	100.00	C	7.9937E3	1.2129E5	2.5772E4	4.4219E5	6.9977E3	1.1439E5	6.3370E3	9.0985E4	79.2759	75.0116	7.9937E3	1.2129E5	2.5772E4	4.4219E5	6.9977E3	1.1439E5	1.1439E5	6.3370E3	9.0985E4	79.28	75.01	NaN	NaN	NaN
false	1095	CerPG(d35:1)	CerPG(d35:1)	CerPG	Ceramide phosphoglycerol	(d35:1)	(d35:1)	705.5309	11.0007	C38 H76 N1 O8 P1	M-H	1	1	0	100.00	C	1.6886E5	1.4508E6	3.8559E5	3.0503E6	2.1254E5	1.8994E6	1.2546E5	1.0737E6	74.3005	74.0081	1.6886E5	1.4508E6	3.8559E5	3.0503E6	2.1254E5	1.8994E6	1.8994E6	1.2546E5	1.0737E6	74.30	74.01	NaN	NaN	NaN
false	1096	CerPG(d35:1)	CerPG(d35:1)	CerPG	Ceramide phosphoglycerol	(d35:1)	(d35:1)	705.5309	12.8069	C38 H76 N1 O8 P1	M-H	1	1	0	100.00	C	8.2547E3	6.9106E4	2.0330E4	1.6349E5	8.2385E3	6.9839E4	5.8778E3	4.4218E4	71.2051	63.9849	8.2547E3	6.9106E4	2.0330E4	1.6349E5	8.2385E3	6.9839E4	6.9839E4	5.8778E3	4.4218E4	71.21	63.98	NaN	NaN	NaN
false	1097	CerPG(d35:1)	CerPG(d35:1)	CerPG	Ceramide phosphoglycerol	(d35:1)	(d35:1)	705.5309	13.0172	C38 H76 N1 O8 P1	M-H	1	1	0	100.00	C	4.7273E3	4.1409E4	1.3088E4	8.0299E4	4.4935E3	4.0761E4	3.8423E3	2.0908E4	81.2785	50.4921	4.7273E3	4.1409E4	1.3088E4	8.0299E4	4.4935E3	4.0761E4	4.0761E4	3.8423E3	2.0908E4	81.28	50.49	NaN	NaN	NaN
false	1098	CerPG(d35:1)	CerPG(d35:1)	CerPG	Ceramide phosphoglycerol	(d35:1)	(d35:1)	705.5309	13.5124	C38 H76 N1 O8 P1	M-H	1	1	0	100.00	C	1.3223E4	1.1537E5	3.1504E4	2.6583E5	1.2152E4	1.0881E5	8.6989E3	7.2270E4	65.7842	62.6430	1.3223E4	1.1537E5	3.1504E4	2.6583E5	1.2152E4	1.0881E5	1.0881E5	8.6989E3	7.2270E4	65.78	62.64	NaN	NaN	NaN
false	1099	PA(15:0_26:3)	PA(41:3)	PA	diacyl	(15:0_26:3)	(41:3)	768.5669	10.0631	C44 H81 O8 P1	M-H	1	2	0	100.00	A	2.9984E5	3.3524E6	1.1355E6	1.3098E7	2.0550E5	2.2597E6	2.6764E5	3.0634E6	89.2585	91.3792	2.9984E5	3.3524E6	1.1355E6	1.3098E7	2.0550E5	2.2597E6	2.2597E6	2.6764E5	3.0634E6	89.26	91.38	NaN	NaN	NaN
false	11	LPE(18:0)	LPE(18:0)	LPE	monoacyl	(18:0)	(18:0)	481.3168	3.9891	C23 H48 N1 O7 P1	M-H	1	1	2	100.00	A	1.1767E5	1.0029E6	4.3225E5	3.7654E6	7.1233E4	5.9424E5	1.2059E5	1.0427E6	102.4844	103.9712	1.1767E5	1.0029E6	4.3225E5	3.7654E6	7.1233E4	5.9424E5	5.9424E5	1.2059E5	1.0427E6	102.48	103.97	NaN	NaN	NaN
false	110	LPE(20:1)	LPE(20:1)	LPE	monoacyl	(20:1)	(20:1)	507.3325	4.0429	C25 H50 N1 O7 P1	M-H	1	1	2	100.00	A	1.6575E4	1.2801E5	5.5048E4	4.0896E5	1.0407E4	7.4815E4	1.5803E4	1.1583E5	95.3405	90.4877	1.6575E4	1.2801E5	5.5048E4	4.0896E5	1.0407E4	7.4815E4	7.4815E4	1.5803E4	1.1583E5	95.34	90.49	NaN	NaN	NaN
false	1100	PA(41:3)	PA(41:3)	PA	diacyl	(41:3)	(41:3)	768.5669	11.0627	C44 H81 O8 P1	M-H	1	2	0	100.00	C	5.5655E4	7.1983E5	1.7125E5	1.6459E6	2.9934E4	3.8346E5	4.9008E4	5.6821E5	88.0561	78.9357	5.5655E4	7.1983E5	1.7125E5	1.6459E6	2.9934E4	3.8346E5	3.8346E5	4.9008E4	5.6821E5	88.06	78.94	NaN	NaN	NaN
false	1101	PA(41:3)	PA(41:3)	PA	diacyl	(41:3)	(41:3)	768.5669	11.1207	C44 H81 O8 P1	M-H	1	2	0	100.00	C	3.3134E4	6.4856E5	1.7127E5	1.6459E6	1.7886E4	3.4697E5	3.7489E4	5.5282E5	113.1420	85.2374	3.3134E4	6.4856E5	1.7127E5	1.6459E6	1.7886E4	3.4697E5	3.4697E5	3.7489E4	5.5282E5	113.14	85.24	NaN	NaN	NaN
false	1102	PC(32:3)	PC(32:3)	PC	diacyl	(32:3)	(32:3)	727.5152	8.2324	C40 H74 N1 O8 P1	M+HCOO	1	2	10	100.00	C	1.0787E4	9.5397E4	3.0497E4	2.7434E5	5.9563E3	6.5339E4	9.0712E3	7.5213E4	84.0975	78.8419	1.0787E4	9.5397E4	3.0497E4	2.7434E5	5.9563E3	6.5339E4	6.5339E4	9.0712E3	7.5213E4	84.10	78.84	NaN	NaN	NaN
false	1103	PC(32:3)	PC(32:3)	PC	diacyl	(32:3)	(32:3)	727.5152	8.3790	C40 H74 N1 O8 P1	M+HCOO	1	2	10	100.00	C	1.5883E4	1.3380E5	5.2663E4	4.2504E5	9.0823E3	8.6869E4	1.3680E4	1.1847E5	86.1291	88.5425	1.5883E4	1.3380E5	5.2663E4	4.2504E5	9.0823E3	8.6869E4	8.6869E4	1.3680E4	1.1847E5	86.13	88.54	NaN	NaN	NaN
false	1104	PC(16:1_16:2)	PC(32:3)	PC	diacyl	(16:1_16:2)	(32:3)	727.5152	8.5382	C40 H74 N1 O8 P1	M+HCOO	2	2	0	100.00	A	1.5153E5	1.2280E6	4.3407E5	3.3042E6	6.4212E4	5.1729E5	1.4082E5	1.1056E6	92.9369	90.0321	1.5153E5	1.2280E6	4.3407E5	3.3042E6	6.4212E4	5.1729E5	5.1729E5	1.4082E5	1.1056E6	92.94	90.03	NaN	NaN	NaN
false	1106	PC(16:1_16:2)	PC(32:3)	PC	diacyl	(16:1_16:2)	(32:3)	727.5152	8.7025	C40 H74 N1 O8 P1	M+HCOO	1	2	0	100.00	A	1.2128E5	1.0317E6	3.2989E5	2.6620E6	4.9498E4	3.9875E5	1.1469E5	9.3794E5	94.5726	90.9126	1.2128E5	1.0317E6	3.2989E5	2.6620E6	4.9498E4	3.9875E5	3.9875E5	1.1469E5	9.3794E5	94.57	90.91	NaN	NaN	NaN
false	1107	PC(32:3)	PC(32:3)	PC	diacyl	(32:3)	(32:3)	727.5152	9.0140	C40 H74 N1 O8 P1	M+HCOO	1	2	10	100.00	C	3.9587E3	1.0923E5	1.7641E4	4.1410E5	2.4811E3	7.6405E4	4.0840E3	9.9659E4	103.1647	91.2376	3.9587E3	1.0923E5	1.7641E4	4.1410E5	2.4811E3	7.6405E4	7.6405E4	4.0840E3	9.9659E4	103.16	91.24	NaN	NaN	NaN
