Compound,m.z,Retention.time..min.,Mode,Intensity,O4_0220,O2_0220,Y2_1219,O1+O5_1219,O3_0220,Y1_1219,Y3_0220,O2+O3_1219,Y5_0220,O1_0220,Y2_0220,O5_0220,Y4_0220,Y4_1219,O4_1219,Y1_0220,QC1,QC2,QC3,LipidIon,FattyAcid,Class,IonFormula,RT_LS,mz_LS,mscore,tscore
12.31_740.5599m/z,740.5599,12.31,Accucore_C18_pos,1.1E+06,8.3E+05,1.6E+06,1.1E+06,8.4E+05,1.4E+06,1.2E+06,5.8E+05,7.0E+05,8.5E+05,1.6E+06,2.0E+06,7.7E+05,1.6E+06,1.1E+06,5.1E+05,2.0E+06,5.7E+05,4.5E+05,4.9E+05,PE(20:4e/17:0)+H,(20:4e/17:0),PE,C42 H79 O7 N1 P1,12.365,740.5588685,5.994167438,0.04309716
11.44_738.5464m/z,738.5464,11.44,Accucore_C18_pos,7.1E+06,6.3E+06,1.0E+07,7.6E+06,4.8E+06,9.3E+06,6.5E+06,4.7E+06,4.0E+06,5.9E+06,1.0E+07,1.5E+07,5.1E+06,1.1E+07,7.9E+06,3.7E+06,1.3E+07,4.9E+06,5.0E+06,4.8E+06,PE(20:4e/17:1)+H,(20:4e/17:1),PE,C42 H77 O7 N1 P1,11.43382068,738.5432185,11.71205462,0.541422735
9.75_760.5274m/z,760.5274,9.75,Accucore_C18_pos,2.3E+06,1.5E+06,3.5E+06,2.2E+06,1.4E+06,2.8E+06,2.3E+06,1.1E+06,1.3E+06,1.6E+06,3.1E+06,4.0E+06,1.1E+06,4.0E+06,2.6E+06,8.2E+05,4.1E+06,2.3E+06,2.2E+06,2.1E+06,PE(20:4e/17:1)+Na,(20:4e/17:1),PE,C42 H76 O7 N1 P1 Na1,9.737564322,760.5251635,9.057732675,1.225844953
14.92_768.5923m/z,768.5923,14.92,Accucore_C18_pos,2.2E+06,2.2E+06,3.3E+06,2.0E+06,1.1E+06,3.2E+06,2.1E+06,9.6E+05,9.3E+05,1.3E+06,4.6E+06,6.8E+06,1.1E+06,3.3E+06,2.5E+06,7.9E+05,6.6E+06,3.1E+06,2.7E+06,2.8E+06,PE(20:4e/19:0)+H,(20:4e/19:0),PE,C44 H83 O7 N1 P1,14.95461092,768.5901685,11.60941411,0.603190891
12.30_766.5764m/z,766.5764,12.30,Accucore_C18_pos,6.1E+05,6.3E+05,9.8E+05,5.4E+05,6.5E+05,9.1E+05,6.0E+05,3.2E+05,4.0E+05,4.1E+05,1.2E+06,1.0E+06,5.5E+05,8.3E+05,5.1E+05,5.0E+05,1.2E+06,2.7E+05,3.8E+05,3.3E+05,PE(20:4e/19:1)+H,(20:4e/19:1),PE,C44 H81 O7 N1 P1,12.345,766.5745185,4.374931817,0.785349851
13.67_822.6038m/z,822.6038,13.67,Accucore_C18_pos,5.7E+05,4.9E+05,1.0E+06,5.7E+05,4.0E+05,6.9E+05,5.6E+05,2.7E+05,2.6E+05,4.5E+05,1.0E+06,9.9E+05,3.1E+05,9.6E+05,6.2E+05,2.7E+05,1.1E+06,3.3E+05,3.7E+05,3.8E+05,PE(22:1/20:4)+H,(22:1/20:4),PE,C47 H85 O8 N1 P1,13.70512406,822.6007335,7.919240511,0.959936547
1.72_490.2945m/z,490.2945,1.72,Accucore_C18_pos,3.6E+05,2.1E+05,5.6E+05,3.5E+05,2.1E+05,4.1E+05,3.6E+05,1.7E+05,1.7E+05,2.6E+05,5.2E+05,1.0E+06,2.2E+05,6.3E+05,4.7E+05,1.5E+05,8.9E+05,2.7E+05,2.9E+05,3.5E+05,PE(8:0e/11:3)+H,(8:0e/11:3),PE,C24 H45 O7 N1 P1,1.72096108,490.2928185,23.01085526,0.165529051
2.63_506.3265m/z,506.3265,2.63,Accucore_C18_pos,1.1E+05,1.4E+05,2.9E+05,1.1E+05,8.1E+04,1.8E+05,9.3E+04,6.7E+04,4.4E+04,1.1E+05,3.5E+05,4.0E+05,7.8E+04,2.6E+05,1.1E+05,5.6E+04,3.9E+05,1.2E+05,1.4E+05,1.4E+05,PE(8:0e/12:2)+H,(8:0e/12:2),PE,C25 H49 O7 N1 P1,2.618072508,506.3241185,15.11914406,0.460465815
2.12_504.3099m/z,504.3099,2.12,Accucore_C18_pos,4.3E+06,4.2E+06,8.7E+06,4.4E+06,2.5E+06,5.9E+06,3.6E+06,2.5E+06,1.7E+06,3.8E+06,9.9E+06,1.4E+07,2.9E+06,8.6E+06,4.7E+06,1.9E+06,1.2E+07,3.8E+06,4.1E+06,4.3E+06,PE(8:0e/12:3)+H,(8:0e/12:3),PE,C25 H47 O7 N1 P1,2.114028489,504.3084685,23.45044949,0.367134627
1.64_504.3078m/z,504.3078,1.64,Accucore_C18_pos,3.4E+06,2.2E+06,4.2E+06,3.3E+06,2.1E+06,3.5E+06,3.5E+06,1.5E+06,2.0E+06,2.9E+06,3.9E+06,5.1E+06,2.1E+06,3.6E+06,3.6E+06,1.7E+06,4.0E+06,2.7E+06,2.6E+06,2.5E+06,PE(8:0e/12:3)+H,(8:0e/12:3),PE,C25 H47 O7 N1 P1,1.64782643,504.3084685,22.98849063,0.081938627
1.34_500.2783m/z,500.2783,1.34,Accucore_C18_pos,3.2E+04,4.2E+04,7.1E+04,2.7E+04,1.7E+04,4.1E+04,2.8E+04,2.0E+04,2.0E+04,3.0E+04,8.8E+04,8.4E+04,3.4E+04,5.3E+04,2.3E+04,2.1E+04,9.8E+04,3.1E+04,3.1E+04,4.2E+04,PE(8:1e/12:4)+H,(8:1e/12:4),PE,C25 H43 O7 N1 P1,1.316178336,500.2771685,5.450366642,0.07189817
1.68_528.3103m/z,528.3103,1.68,Accucore_C18_pos,6.5E+05,5.8E+05,1.1E+06,6.7E+05,5.4E+05,8.7E+05,6.4E+05,2.8E+05,4.0E+05,5.0E+05,1.5E+06,1.6E+06,4.4E+05,1.2E+06,8.7E+05,4.9E+05,1.5E+06,8.1E+05,9.5E+05,1.1E+06,PE(8:1e/14:4)+H,(8:1e/14:4),PE,C27 H47 O7 N1 P1,1.679654219,528.3084685,21.9817909,0.116188988
8.55_705.4720m/z,705.4720,8.55,Accucore_C18_neg,2.3E+05,1.2E+05,6.7E+05,1.6E+05,1.2E+05,2.7E+05,2.8E+05,5.5E+04,5.1E+04,1.9E+05,6.1E+05,6.9E+05,4.7E+04,5.3E+05,3.3E+05,2.0E+04,7.2E+05,2.9E+05,3.7E+05,3.7E+05,PG(15:0/16:1)-H,(15:0/16:1),PG,C37 H70 O10 N0 P1,8.526771389,705.4712115,27.39985289,0.26221597
8.51_757.5009m/z,757.5009,8.51,Accucore_C18_neg,7.2E+04,2.0E+04,1.6E+05,4.6E+04,3.2E+04,9.3E+04,9.4E+04,9.3E+03,1.7E+04,5.2E+04,1.7E+05,3.4E+05,2.6E+04,1.5E+05,1.2E+05,3.6E+03,2.0E+05,2.4E+05,1.6E+05,2.2E+05,PG(15:0/20:3)-H,(15:0/20:3),PG,C41 H74 O10 N0 P1,8.500690919,757.5025115,6.021770946,0.739800978
8.51_719.4878m/z,719.4878,8.51,Accucore_C18_neg,7.2E+05,6.9E+05,2.0E+06,6.0E+05,3.7E+05,1.4E+06,7.4E+05,2.6E+05,2.1E+05,6.7E+05,2.1E+06,1.8E+06,2.9E+05,1.6E+06,9.0E+05,1.9E+05,2.1E+06,1.2E+06,1.2E+06,1.2E+06,PG(16:0/16:1)-H,(16:0/16:1),PG,C38 H72 O10 N0 P1,8.511819986,719.4868615,28.34708927,0.485216475
9.14_719.4881m/z,719.4881,9.14,Accucore_C18_neg,1.3E+05,1.1E+05,2.5E+05,7.0E+04,6.1E+04,1.4E+05,1.2E+05,6.1E+04,3.2E+04,1.3E+05,2.4E+05,2.2E+05,5.4E+04,2.0E+05,1.3E+05,2.3E+04,2.3E+05,1.3E+05,1.2E+05,1.2E+05,PG(16:0/16:1)-H,(16:0/16:1),PG,C38 H72 O10 N0 P1,9.143,719.4868615,9.944892897,0.031318892
8.51_769.5033m/z,769.5033,8.51,Accucore_C18_neg,9.9E+05,7.3E+05,2.5E+06,9.2E+05,5.1E+05,1.2E+06,1.1E+06,2.9E+05,3.0E+05,8.1E+05,2.3E+06,2.6E+06,3.6E+05,1.8E+06,1.2E+06,2.5E+05,2.3E+06,1.4E+06,1.4E+06,1.4E+06,PG(16:0/20:4)-H,(16:0/20:4),PG,C42 H74 O10 N0 P1,8.512099518,769.5025115,22.45337169,0.469689809
9.13_769.5048m/z,769.5048,9.13,Accucore_C18_neg,2.8E+05,1.6E+05,3.9E+05,3.0E+05,1.5E+05,2.1E+05,3.3E+05,1.5E+05,1.5E+05,2.9E+05,2.8E+05,3.9E+05,1.6E+05,3.6E+05,3.4E+05,1.2E+05,2.9E+05,2.6E+05,2.5E+05,2.6E+05,PG(16:0/20:4)-H,(16:0/20:4),PG,C42 H74 O10 N0 P1,9.146114644,769.5025115,12.39048267,0.121422635
8.06_717.4725m/z,717.4725,8.06,Accucore_C18_neg,1.3E+05,1.2E+05,4.5E+05,9.6E+04,5.5E+04,1.5E+05,1.2E+05,6.7E+04,4.0E+04,1.8E+05,4.2E+05,3.6E+05,5.7E+04,2.2E+05,1.6E+05,2.3E+04,3.9E+05,1.7E+05,1.8E+05,1.7E+05,PG(16:1/16:1)-H,(16:1/16:1),PG,C38 H70 O10 N0 P1,8.064819168,717.4712115,13.51096674,0.144823441
7.47_717.4723m/z,717.4723,7.47,Accucore_C18_neg,7.4E+04,8.0E+04,1.8E+05,4.3E+04,2.9E+04,1.0E+05,6.1E+04,3.5E+04,1.8E+04,8.2E+04,1.7E+05,1.6E+05,3.7E+04,1.2E+05,6.8E+04,1.6E+04,1.7E+05,8.8E+04,8.6E+04,9.1E+04,PG(16:1/16:1)-H,(16:1/16:1),PG,C38 H70 O10 N0 P1,7.487544137,717.4712115,11.94894377,0.496299294
8.56_769.5020m/z,769.5020,8.56,Accucore_C18_pos,2.3E+06,3.6E+06,5.5E+06,2.2E+06,1.8E+06,5.1E+06,2.3E+06,1.9E+06,1.3E+06,2.2E+06,6.2E+06,6.0E+06,2.1E+06,4.8E+06,2.3E+06,1.5E+06,6.7E+06,2.8E+06,2.8E+06,2.9E+06,PG(16:1/18:1)+Na,(16:1/18:1),PG,C40 H75 O10 N0 P1 Na1,8.507062974,769.4990095,6.449072112,1.218940535
8.51_745.5033m/z,745.5033,8.51,Accucore_C18_neg,7.5E+06,6.7E+06,1.8E+07,5.8E+06,3.6E+06,1.0E+07,7.2E+06,3.1E+06,2.5E+06,7.8E+06,1.8E+07,1.8E+07,3.8E+06,1.4E+07,8.4E+06,2.4E+06,1.8E+07,1.1E+07,1.1E+07,1.1E+07,PG(16:1/18:1)-H,(16:1/18:1),PG,C40 H74 O10 N0 P1,8.507062974,745.5025115,25.54172117,0.954927768
7.69_743.4882m/z,743.4882,7.69,Accucore_C18_neg,1.2E+05,1.2E+05,2.7E+05,8.3E+04,6.4E+04,1.3E+05,1.1E+05,5.5E+04,4.3E+04,1.3E+05,2.3E+05,2.5E+05,6.7E+04,1.8E+05,1.2E+05,3.6E+04,2.5E+05,1.4E+05,1.4E+05,1.4E+05,PG(16:1/18:2)-H,(16:1/18:2),PG,C40 H72 O10 N0 P1,7.685235738,743.4868615,10.42259895,0.753299168
7.63_767.4879m/z,767.4879,7.63,Accucore_C18_neg,2.3E+05,2.0E+05,5.0E+05,1.8E+05,1.2E+05,2.4E+05,2.2E+05,9.4E+04,8.4E+04,2.5E+05,4.3E+05,5.0E+05,1.4E+05,3.5E+05,2.4E+05,6.9E+04,4.3E+05,2.8E+05,2.7E+05,2.8E+05,PG(16:1/20:4)-H,(16:1/20:4),PG,C42 H72 O10 N0 P1,7.574547256,767.4868615,11.47247582,0.392925294
8.08_767.4884m/z,767.4884,8.08,Accucore_C18_neg,3.5E+04,3.3E+04,9.0E+04,2.9E+04,2.1E+04,3.6E+04,3.5E+04,2.1E+04,1.3E+04,4.5E+04,8.0E+04,7.6E+04,2.1E+04,5.6E+04,3.6E+04,1.0E+04,7.8E+04,5.0E+04,4.7E+04,4.4E+04,PG(16:1/20:4)-H,(16:1/20:4),PG,C42 H72 O10 N0 P1,8.076178094,767.4868615,7.771654686,0.128224919
7.33_791.4881m/z,791.4881,7.33,Accucore_C18_neg,1.9E+05,2.2E+05,4.1E+05,1.5E+05,1.4E+05,1.8E+05,2.1E+05,1.2E+05,1.3E+05,2.9E+05,3.4E+05,2.5E+05,1.6E+05,2.7E+05,1.5E+05,9.6E+04,3.0E+05,2.2E+05,2.1E+05,2.2E+05,PG(16:1/22:6)-H,(16:1/22:6),PG,C44 H72 O10 N0 P1,7.323085538,791.4868615,8.523408837,0.291151514
3.74_761.5372m/z,761.5372,3.74,Accucore_C18_neg,4.2E+04,3.9E+04,3.1E+05,3.3E+04,9.2E+03,9.7E+04,3.7E+04,6.6E+03,4.7E+03,4.6E+04,3.0E+05,3.4E+05,1.8E+04,1.4E+05,6.4E+04,1.3E+03,3.5E+05,1.4E+05,1.5E+05,1.7E+05,PG(17:0/18:1)-H,(17:0/18:1),PG,C41 H78 O10 N0 P1,3.768932139,761.5338115,3.375989947,7.549870365
3.53_785.5377m/z,785.5377,3.53,Accucore_C18_neg,8.2E+03,6.5E+03,1.0E+05,4.5E+03,4.2E+02,2.4E+04,4.2E+03,0.0E+00,0.0E+00,9.8E+03,1.2E+05,1.5E+05,4.8E+02,4.7E+04,1.1E+04,0.0E+00,1.4E+05,5.3E+04,6.5E+04,7.2E+04,PG(17:0/20:3)-H,(17:0/20:3),PG,C43 H78 O10 N0 P1,3.534,785.5338115,3.64592736,7.60734955
8.55_731.4881m/z,731.4881,8.55,Accucore_C18_neg,8.2E+05,3.9E+05,2.8E+06,5.3E+05,3.0E+05,9.8E+05,8.8E+05,1.9E+05,2.0E+05,7.5E+05,2.5E+06,2.9E+06,2.1E+05,1.6E+06,1.2E+06,1.0E+05,3.0E+06,1.4E+06,1.4E+06,1.5E+06,PG(17:1/16:1)-H,(17:1/16:1),PG,C39 H72 O10 N0 P1,8.548803348,731.4868615,26.66174583,0.254240124
7.90_731.4868m/z,731.4868,7.90,Accucore_C18_neg,4.0E+04,2.9E+04,1.0E+05,1.8E+04,2.2E+04,6.5E+04,4.4E+04,9.9E+03,1.7E+04,3.9E+04,7.6E+04,9.6E+04,2.8E+04,5.7E+04,4.1E+04,5.1E+03,9.1E+04,6.8E+04,7.3E+04,7.4E+04,PG(17:1/16:1)-H,(17:1/16:1),PG,C39 H72 O10 N0 P1,7.912150289,731.4868615,8.449140713,0.860664457
8.10_757.5028m/z,757.5028,8.10,Accucore_C18_neg,3.4E+04,1.6E+04,8.6E+04,2.2E+04,1.7E+04,4.0E+04,4.1E+04,5.0E+03,1.1E+04,2.7E+04,5.0E+04,8.0E+04,1.4E+04,4.7E+04,4.1E+04,7.4E+03,7.7E+04,6.6E+04,6.9E+04,6.4E+04,PG(17:1/18:2)-H,(17:1/18:2),PG,C41 H74 O10 N0 P1,8.139882139,757.5025115,4.215159503,1.173200935
7.70_805.5007m/z,805.5007,7.70,Accucore_C18_neg,4.3E+04,3.6E+04,1.1E+05,2.5E+04,3.7E+04,3.3E+04,5.5E+04,2.3E+04,4.0E+04,6.9E+04,5.7E+04,5.5E+04,4.7E+04,6.4E+04,3.4E+04,1.4E+04,6.6E+04,9.9E+04,8.7E+04,8.7E+04,PG(17:1/22:6)-H,(17:1/22:6),PG,C45 H74 O10 N0 P1,7.725,805.5025115,6.906618624,0.378585399
8.64_773.5336m/z,773.5336,8.64,Accucore_C18_pos,5.4E+05,6.1E+05,1.2E+06,3.0E+05,2.8E+05,7.8E+05,3.7E+05,3.7E+05,2.2E+05,6.2E+05,1.2E+06,1.3E+06,4.1E+05,7.4E+05,4.6E+05,2.6E+05,1.2E+06,8.4E+05,6.9E+05,8.3E+05,PG(18:1/18:2)+H,(18:1/18:2),PG,C42 H78 O10 N0 P1,8.558834688,773.5327145,14.55626358,1.529863065
8.56_771.5177m/z,771.5177,8.56,Accucore_C18_neg,1.5E+07,1.4E+07,3.7E+07,1.2E+07,8.0E+06,1.9E+07,1.5E+07,6.5E+06,5.8E+06,1.6E+07,3.7E+07,3.8E+07,8.0E+06,3.0E+07,1.7E+07,5.3E+06,3.9E+07,2.2E+07,2.3E+07,2.4E+07,PG(18:1/18:2)-H,(18:1/18:2),PG,C42 H76 O10 N0 P1,8.558834688,771.5181615,18.4510679,1.518301543
8.55_795.5176m/z,795.5176,8.55,Accucore_C18_neg,1.9E+07,1.6E+07,4.3E+07,1.8E+07,9.3E+06,2.4E+07,1.9E+07,7.2E+06,6.0E+06,2.0E+07,3.9E+07,5.6E+07,9.0E+06,3.7E+07,2.3E+07,5.4E+06,4.4E+07,2.7E+07,2.9E+07,3.0E+07,PG(18:1/20:4)-H,(18:1/20:4),PG,C44 H76 O10 N0 P1,8.530812535,795.5181615,33.59683081,0.950032768
7.51_817.5037m/z,817.5037,7.51,Accucore_C18_neg,1.6E+05,1.5E+05,2.9E+05,1.6E+05,1.2E+05,1.3E+05,1.9E+05,8.5E+04,1.1E+05,1.9E+05,2.2E+05,2.5E+05,1.3E+05,2.1E+05,1.5E+05,9.0E+04,2.1E+05,1.6E+05,1.6E+05,1.6E+05,PG(18:2/22:6)-H,(18:2/22:6),PG,C46 H74 O10 N0 P1,7.513378296,817.5025115,5.130061787,0.55404496
8.55_845.5340m/z,845.5340,8.55,Accucore_C18_neg,4.3E+05,2.9E+05,8.1E+05,4.5E+05,2.3E+05,3.5E+05,4.6E+05,1.3E+05,1.5E+05,4.2E+05,6.7E+05,9.3E+05,2.1E+05,6.8E+05,4.6E+05,1.3E+05,7.0E+05,5.1E+05,5.6E+05,5.4E+05,PG(20:3/22:5)-H,(20:3/22:5),PG,C48 H78 O10 N0 P1,8.521826733,845.5338115,13.73122192,1.007808102
7.70_843.5184m/z,843.5184,7.70,Accucore_C18_neg,2.0E+05,1.8E+05,3.7E+05,2.0E+05,1.6E+05,1.3E+05,2.4E+05,1.1E+05,1.5E+05,2.8E+05,2.7E+05,3.0E+05,1.6E+05,2.6E+05,2.0E+05,1.1E+05,2.5E+05,2.2E+05,2.2E+05,2.2E+05,PG(20:3/22:6)-H,(20:3/22:6),PG,C48 H76 O10 N0 P1,7.724983316,843.5181615,3.560277227,0.760557522
7.35_841.5033m/z,841.5033,7.35,Accucore_C18_neg,2.3E+05,2.4E+05,4.2E+05,2.2E+05,1.8E+05,1.7E+05,2.6E+05,1.4E+05,1.9E+05,3.3E+05,3.0E+05,2.8E+05,2.1E+05,2.7E+05,1.8E+05,1.2E+05,2.8E+05,2.3E+05,2.4E+05,2.3E+05,PG(20:4/22:6)-H,(20:4/22:6),PG,C48 H74 O10 N0 P1,7.348117492,841.5025115,7.905169071,0.177189127
7.08_815.4871m/z,815.4871,7.08,Accucore_C18_neg,1.2E+04,1.5E+04,7.0E+04,1.1E+04,9.2E+03,5.4E+03,1.4E+04,0.0E+00,5.4E+03,1.5E+04,4.9E+04,4.3E+04,5.3E+03,1.8E+04,6.5E+03,3.0E+03,4.4E+04,4.3E+04,5.0E+04,5.3E+04,PG(20:5/20:4)-H,(20:5/20:4),PG,C46 H72 O10 N0 P1,7.055,815.4868615,5.014060741,0.29495626
8.58_871.5452m/z,871.5452,8.58,Accucore_C18_neg,3.2E+05,2.1E+05,6.5E+05,3.3E+05,2.1E+05,2.0E+05,3.3E+05,9.0E+04,1.3E+05,3.6E+05,5.7E+05,5.3E+05,1.6E+05,5.2E+05,3.0E+05,1.1E+05,4.0E+05,4.9E+05,6.1E+05,6.4E+05,PG(22:4/22:5)-H,(22:4/22:5),PG,C50 H80 O10 N0 P1,8.6,871.5494615,17.5430256,1.418654239
7.11_865.5034m/z,865.5034,7.11,Accucore_C18_neg,2.4E+05,2.4E+05,4.9E+05,1.7E+05,2.0E+05,1.3E+05,2.3E+05,1.4E+05,2.5E+05,3.7E+05,3.4E+05,2.2E+05,2.4E+05,2.6E+05,1.3E+05,1.1E+05,2.4E+05,3.0E+05,3.2E+05,3.1E+05,PG(22:6/22:6)-H,(22:6/22:6),PG,C50 H74 O10 N0 P1,7.1218923,865.5025115,11.28618252,0.200095636
8.58_831.5038m/z,831.5038,8.58,Accucore_C18_neg,1.7E+05,3.5E+04,3.2E+05,7.7E+04,8.8E+04,2.6E+05,3.6E+05,3.1E+04,1.2E+04,5.3E+04,3.4E+05,7.9E+05,3.2E+03,6.5E+05,4.7E+05,4.4E+03,5.3E+05,3.4E+05,3.6E+05,3.9E+05,PI(16:0/18:3)-H,(16:0/18:3),PI,C43 H76 O13 N0 P1,8.568770228,831.5029065,56.21290514,0.50417121
9.88_859.5344m/z,859.5344,9.88,Accucore_C18_neg,2.7E+06,1.5E+06,3.7E+06,1.4E+06,2.0E+06,3.4E+06,3.9E+06,1.5E+06,5.9E+05,1.8E+06,4.1E+06,6.4E+06,5.7E+05,5.0E+06,3.7E+06,2.6E+05,4.5E+06,2.3E+06,2.4E+06,2.4E+06,PI(16:0/20:3)-H,(16:0/20:3),PI,C45 H80 O13 N0 P1,9.881934584,859.5342065,48.65173811,0.324459374
9.49_859.5345m/z,859.5345,9.49,Accucore_C18_neg,1.6E+05,8.5E+04,2.9E+05,9.2E+04,1.4E+05,1.8E+05,3.0E+05,7.7E+04,5.7E+04,1.4E+05,2.4E+05,4.1E+05,3.5E+04,3.4E+05,2.6E+05,1.3E+04,2.9E+05,1.7E+05,1.6E+05,1.6E+05,PI(16:0/20:3)-H,(16:0/20:3),PI,C45 H80 O13 N0 P1,9.473,859.5342065,6.003139014,0.036441205
8.96_876.5621m/z,876.5621,8.96,Accucore_C18_pos,5.9E+05,2.4E+05,5.5E+05,3.5E+05,6.4E+05,6.3E+05,1.3E+06,2.4E+05,2.6E+05,2.5E+05,6.2E+05,9.5E+05,6.9E+04,1.0E+06,8.8E+05,6.1E+04,6.3E+05,3.4E+05,3.8E+05,3.8E+05,PI(16:0/20:4)+NH4,(16:0/20:4),PI,C45 H83 O13 N1 P1,8.899415413,876.5596585,10.07897653,0.200002078
8.87_857.5192m/z,857.5192,8.87,Accucore_C18_neg,2.0E+06,9.3E+05,2.0E+06,1.0E+06,2.1E+06,2.1E+06,3.6E+06,9.7E+05,9.6E+05,9.7E+05,2.2E+06,2.7E+06,3.5E+05,3.1E+06,2.6E+06,3.3E+05,2.0E+06,1.5E+06,1.5E+06,1.5E+06,PI(16:0/20:4)-H,(16:0/20:4),PI,C45 H78 O13 N0 P1,8.899415413,857.5185565,51.77188654,0.348662647
8.55_881.5181m/z,881.5181,8.55,Accucore_C18_neg,4.0E+05,1.6E+05,6.8E+05,2.1E+05,3.9E+05,4.1E+05,1.0E+06,1.4E+05,1.1E+05,2.6E+05,6.5E+05,7.9E+05,1.2E+04,1.3E+06,8.2E+05,1.4E+04,6.6E+05,4.3E+05,5.6E+05,5.8E+05,PI(16:0/22:6)-H,(16:0/22:6),PI,C47 H78 O13 N0 P1,8.528924028,881.5185565,56.56780026,0.352573863
9.20_845.5191m/z,845.5191,9.20,Accucore_C18_neg,2.4E+05,9.8E+04,3.1E+05,1.4E+05,2.2E+05,3.3E+05,4.6E+05,1.5E+05,7.2E+04,1.5E+05,2.6E+05,5.6E+05,5.1E+04,4.7E+05,4.3E+05,2.2E+04,3.8E+05,1.9E+05,2.1E+05,2.1E+05,PI(17:0/18:3)-H,(17:0/18:3),PI,C44 H78 O13 N0 P1,9.235,845.5185565,4.627785666,0.539383554
10.64_873.5509m/z,873.5509,10.64,Accucore_C18_neg,2.3E+06,1.1E+06,3.1E+06,1.2E+06,1.9E+06,2.8E+06,4.0E+06,1.4E+06,7.0E+05,1.6E+06,2.7E+06,4.8E+06,5.7E+05,3.8E+06,3.3E+06,2.5E+05,3.4E+06,1.9E+06,1.9E+06,1.9E+06,PI(17:0/20:3)-H,(17:0/20:3),PI,C46 H82 O13 N0 P1,10.63156002,873.5498565,40.37178955,0.180161796
9.53_871.5349m/z,871.5349,9.53,Accucore_C18_neg,1.9E+06,7.4E+05,1.9E+06,8.9E+05,2.1E+06,1.9E+06,3.6E+06,9.2E+05,1.0E+06,1.0E+06,1.8E+06,2.2E+06,3.9E+05,2.7E+06,2.4E+06,3.1E+05,1.9E+06,1.4E+06,1.5E+06,1.4E+06,PI(17:0/20:4)-H,(17:0/20:4),PI,C46 H80 O13 N0 P1,9.524971537,871.5342065,66.26837653,0.235152783
8.33_869.5200m/z,869.5200,8.33,Accucore_C18_neg,1.5E+05,6.0E+04,1.6E+05,6.5E+04,2.1E+05,1.6E+05,3.4E+05,6.1E+04,8.0E+04,6.2E+04,1.6E+05,1.7E+05,2.0E+04,2.2E+05,2.2E+05,2.2E+04,1.4E+05,1.3E+05,1.3E+05,1.2E+05,PI(17:1/20:4)-H,(17:1/20:4),PI,C46 H78 O13 N0 P1,8.312194992,869.5185565,6.389972989,0.135009052
11.82_863.5661m/z,863.5661,11.82,Accucore_C18_neg,7.5E+04,6.0E+04,1.6E+05,0.0E+00,6.1E+04,8.3E+04,1.5E+05,5.3E+04,6.7E+03,1.0E+05,1.6E+05,1.0E+05,8.8E+02,1.5E+05,6.7E+04,0.0E+00,1.5E+05,3.8E+04,6.3E+04,3.5E+04,PI(18:0/18:1)-H,(18:0/18:1),PI,C45 H84 O13 N0 P1,11.841,863.5655065,3.211845939,0.250796888
11.57_906.6094m/z,906.6094,11.57,Accucore_C18_pos,1.3E+06,8.4E+05,1.5E+06,6.0E+05,1.1E+06,1.5E+06,2.1E+06,9.6E+05,3.1E+05,9.3E+05,1.7E+06,2.5E+06,3.0E+05,2.1E+06,1.6E+06,1.4E+05,1.8E+06,5.6E+05,7.2E+05,6.5E+05,PI(18:0/20:3)+NH4,(18:0/20:3),PI,C47 H89 O13 N1 P1,11.50875002,906.6066085,15.35960336,0.242640473
11.49_887.5666m/z,887.5666,11.49,Accucore_C18_neg,5.7E+06,3.7E+06,8.4E+06,3.1E+06,4.6E+06,6.7E+06,8.5E+06,4.1E+06,1.5E+06,4.3E+06,8.9E+06,1.3E+07,1.5E+06,1.0E+07,7.1E+06,8.0E+05,9.3E+06,4.9E+06,4.9E+06,5.0E+06,PI(18:0/20:3)-H,(18:0/20:3),PI,C47 H84 O13 N0 P1,11.50875002,887.5655065,97.4335355,0.318634117
11.04_887.5664m/z,887.5664,11.04,Accucore_C18_neg,4.0E+05,2.8E+05,6.6E+05,1.5E+05,3.7E+05,4.3E+05,7.2E+05,3.1E+05,9.8E+04,3.1E+05,5.9E+05,8.3E+05,6.1E+04,7.9E+05,5.2E+05,1.2E+04,6.5E+05,3.2E+05,3.0E+05,3.1E+05,PI(18:0/20:3)-H,(18:0/20:3),PI,C47 H84 O13 N0 P1,10.9913122,887.5655065,10.18481876,0.150966491
10.33_904.5927m/z,904.5927,10.33,Accucore_C18_pos,1.4E+06,7.7E+05,1.5E+06,7.1E+05,2.4E+06,1.4E+06,4.0E+06,1.3E+06,1.1E+06,1.1E+06,1.5E+06,1.8E+06,2.6E+05,2.0E+06,2.2E+06,2.5E+05,1.4E+06,5.4E+05,7.1E+05,6.3E+05,PI(18:0/20:4)+NH4,(18:0/20:4),PI,C47 H87 O13 N1 P1,10.27131731,904.5909585,12.21837873,0.100595693
10.26_885.5508m/z,885.5508,10.26,Accucore_C18_neg,9.2E+06,4.9E+06,1.0E+07,4.5E+06,8.7E+06,9.8E+06,1.5E+07,4.9E+06,4.0E+06,5.3E+06,1.1E+07,1.3E+07,1.8E+06,1.4E+07,1.0E+07,1.4E+06,1.1E+07,6.6E+06,6.6E+06,6.5E+06,PI(18:0/20:4)-H,(18:0/20:4),PI,C47 H82 O13 N0 P1,10.27131731,885.5498565,98.90837561,0.122200637
