blank1,XY.1,XY.2,XY.3,XY.4,XY.5,XY.6,XY.7,XY.8,XY.9,XY.10,XY.11,XY.12,Compound,m.z,Retention.time..min.,LipidIon,Class,IonFormula,RT_LS,mz_LS,mscore,Grade,FattyAcid,MeanIntensity,Mode
24688.4413,33803.84862,38123.12004,47821.57107,35007.17965,57964.99302,41935.51295,41740.7022,23528.09915,50512.39543,44154.13926,54795.86676,44502.56484,6.42_1020.4532m/z,1020.453202,6.42465,0,0,0,0,0,0,0,0,42824.16608,pos
6408.626208,52205.14529,36037.75532,66266.77281,53297.81619,293692.4988,104401.9864,32089.18111,101119.3159,37475.72712,192152.4674,88958.36271,97411.42511,6.43_571.4287m/z,571.428702,6.429033333,0,0,0,0,0,0,0,0,96259.03785,pos
511688.4682,1037679.362,811838.3703,700780.2846,865785.5109,970522.7377,492642.8287,785126.0182,1293039.994,549493.8556,942897.1006,590295.216,579583.7006,6.43_576.4174m/z,576.4173558,6.433416667,0,0,0,0,0,0,0,0,801640.4149,pos
246812.1409,546090.2503,400546.107,316950.1276,412189.7366,468684.6067,211504.4592,363279.759,639641.1997,243808.349,439870.3139,259875.812,245023.0419,6.43_489.3124m/z,489.3123516,6.433416667,0,0,0,0,0,0,0,0,378955.3136,pos
68788.26428,133237.208,129522.8258,124628.3575,166326.8723,151482.4809,91908.87355,124779.1867,182906.6338,97043.89336,140789.2951,108449.8115,100313.6092,6.43_562.4015m/z,562.4015442,6.433416667,0,0,0,0,0,0,0,0,129282.4206,pos
59876.52979,64583.61332,66957.75286,69980.09369,64091.75519,68023.04318,64683.70138,64361.62735,63526.78149,69286.74942,63685.2025,67056.76495,65738.48723,6.45_706.4725m/z,706.4724957,6.450933333,0,0,0,0,0,0,0,0,65997.96438,pos
1636.088714,83836.95058,97376.89423,103972.4819,115878.4071,106386.9168,105745.2162,103305.4651,107769.9818,98837.6814,117408.8989,111317.473,118688.2608,6.46_790.5582m/z,790.5581895,6.455316667,0,0,0,0,0,0,0,0,105877.0523,pos
68389.30804,143710.7205,136819.5075,154235.2501,137819.495,150267.0043,126235.2695,130380.4214,131385.6656,156679.2856,136635.287,145667.9358,137426.8157,6.46_1238.5674m/z,1238.567368,6.4597,0,0,0,0,0,0,0,0,140605.2215,pos
7566.751977,47757.84123,32025.31102,61347.00584,48648.13023,242226.7382,83149.47737,31630.23906,87655.57958,31210.51975,181772.6397,71180.34861,79680.3901,6.46_549.4152m/z,549.4152116,6.464066667,0,0,0,0,0,0,0,0,83190.35172,pos
0,17425.29915,6337.192413,26225.14711,16370.57864,129446.0759,38297.15604,7004.225289,43651.25769,9694.276943,96737.72444,34421.21757,36241.7974,6.47_1080.7979m/z,1080.797889,6.46845,0,0,0,0,0,0,0,0,38487.66238,pos
108161.0564,207320.2647,207518.5154,203902.2638,199437.0526,192547.4949,248875.4759,154632.1135,219817.4993,178215.9095,221015.3562,314653.6826,252985.6108,6.48_722.5513m/z,722.5513222,6.481583333,0,0,0,0,0,0,0,0,216743.4366,pos
354.8560333,8457.509621,10345.93274,7157.494415,7234.797023,7800.184936,7923.338109,9227.306928,8287.882254,9022.751793,11441.24277,6673.376288,6399.523354,6.48_664.3569m/z,664.356856,6.481583333,0,0,0,0,0,0,0,0,8330.945019,pos
5304.584579,11417.20845,12390.59653,13475.04781,13337.20115,12180.61756,14147.86914,11381.55009,12420.07917,12164.68289,14092.32524,15328.36605,12389.21398,6.49_532.4203m/z,532.4203352,6.49035,0,0,0,0,0,0,0,0,12893.72984,pos
19433.9095,85783.94199,83942.10289,74296.42482,74894.04654,89723.10612,76065.90371,80953.0656,63721.98466,103490.4629,103798.8605,87948.07614,74438.66297,6.50_1048.5396m/z,1048.539554,6.4991,0,0,0,0,0,0,0,0,83254.7199,pos
10810.79584,35691.69892,23867.19029,47259.99718,38248.78674,181711.1014,65908.17677,24014.85229,67905.46526,24948.52023,151336.9655,52826.38961,60644.03001,6.50_527.4025m/z,527.4025,6.503483333,0,0,0,0,0,0,0,0,64530.26452,pos
2263.500142,7926.703629,9617.072411,5111.642535,12899.88475,5823.542439,6351.84237,6485.143933,12860.07045,7258.934738,12549.84092,7420.457353,7491.222218,6.50_602.4441m/z,602.4441428,6.503483333,0,0,0,0,0,0,0,0,8483.029812,pos
1990.355073,16821.29014,10184.87542,21054.188,16083.11301,90294.18965,31971.00451,8707.995079,30509.52957,9091.84286,74976.87236,26409.68372,28352.41808,6.51_527.9042m/z,527.9041675,6.507866667,0,0,0,0,0,0,0,0,30371.41687,pos
1203.54631,6982.21249,9943.236043,5466.160626,6510.315076,7649.415632,6054.352719,7169.234662,7827.841768,9815.079752,10066.8436,7049.966756,5886.334838,6.51_642.8450m/z,642.8449866,6.507866667,0,0,0,0,0,0,0,0,7535.08283,pos
66427.28912,70828.76698,68408.79829,68558.58755,65428.7103,68272.48469,70746.12552,70355.99226,71090.25682,70842.46154,67927.29029,68144.83558,69010.30944,6.51_750.4988m/z,750.4987507,6.51225,0,0,0,0,0,0,0,0,69134.55161,pos
2744.792732,15421.83414,17271.45452,9948.024509,11664.2789,12495.52001,9551.800733,12972.61255,13176.82725,15855.04546,16052.72572,11649.21239,11031.92162,6.52_642.3440m/z,642.3440065,6.516616667,0,0,0,0,0,0,0,0,13090.93815,pos
56291.22078,55092.90856,54943.32364,55008.34196,57646.71104,57028.78682,58443.71805,58977.90076,59578.20582,57255.54851,53101.6846,55133.36069,56253.14152,6.53_794.5254m/z,794.5254273,6.525383333,0,0,0,0,0,0,0,0,56538.636,pos
27930.93472,117849.5556,100105.0939,91612.95626,89095.22835,118256.3665,100084.1396,101900.7237,94697.33973,126416.7007,134527.5551,115098.7461,98234.40154,6.54_1004.5129m/z,1004.512929,6.538516667,0,0,0,0,0,0,0,0,107323.2339,pos
77993.36611,73739.97134,73094.16751,79723.18383,75864.45686,76703.13553,76790.95224,77502.68828,81876.99958,76534.82049,77287.48546,72434.52847,77369.99808,6.54_496.4206m/z,496.4206422,6.5429,0,0,0,0,0,0,0,0,76576.86564,pos
17840.70136,20185.32475,18986.23398,20092.80345,20219.13462,19686.43957,19862.16536,19868.18467,20348.55208,21120.59095,19065.75411,19874.28593,20953.59116,6.54_452.3944m/z,452.3944067,6.5429,0,0,0,0,0,0,0,0,20021.92172,pos
12681.94762,28467.94546,20905.44204,38094.92343,30798.40165,134635.59,46378.00282,23627.64888,51974.92025,22517.90948,122532.6707,38027.39814,47509.64567,6.55_505.3890m/z,505.3890135,6.547283333,0,0,0,0,0,0,0,0,50455.87488,pos
3791.76161,31894.40061,34206.0952,23152.76189,26135.42821,25068.40966,22544.36377,28628.54348,26336.06095,30716.31285,33867.63285,22943.69265,19586.45523,6.55_1222.6260m/z,1222.626034,6.547283333,0,0,0,0,0,0,0,0,27090.01311,pos
1232.911007,9870.246495,7248.137471,14419.42973,10232.01164,55038.62459,18339.91126,6746.899051,19804.47072,6344.900391,47625.5268,14495.8564,15898.60375,6.55_505.8910m/z,505.8909684,6.55165,0,0,0,0,0,0,0,0,18838.71819,pos
3356.642812,11545.41558,11605.95206,6659.08494,10617.59847,6561.004456,7385.615139,6632.988066,11700.56621,6214.182138,10204.90298,6323.300579,6833.419282,6.56_728.5490m/z,728.5490046,6.5648,0,0,0,0,0,0,0,0,8523.669158,pos
7648.848411,31505.9034,33101.12045,25940.21439,44509.65221,27258.44197,27252.83867,27949.56055,41211.85559,28789.10978,46184.43451,30860.02548,29414.20139,6.57_586.4491m/z,586.4490743,6.569166667,0,0,0,0,0,0,0,0,32831.44653,pos
21524.74841,55175.31325,55592.1314,36366.23825,61353.07685,38974.1851,39591.40082,39812.67647,60850.17516,39683.13682,61915.65737,39819.08182,40642.46193,6.59_405.2666m/z,405.2666456,6.586683333,0,0,0,0,0,0,0,0,47481.2946,pos
18945.53567,101213.9032,103490.5741,81744.92558,86849.61462,96965.76416,79788.2249,86247.6439,96378.23809,108220.4413,122639.9853,82078.88531,79083.11009,6.59_1178.6029m/z,1178.602894,6.586683333,0,0,0,0,0,0,0,0,93725.10921,pos
25291.72835,30412.96469,24070.00524,42689.93306,32803.09786,46948.60755,36331.97431,34073.68883,13344.934,39890.10114,26336.20827,47494.39525,38111.92714,6.59_888.3743m/z,888.3742812,6.586683333,0,0,0,0,0,0,0,0,34375.65311,pos
83752.40691,205151.7318,194980.8896,131804.2687,206575.0289,137116.8952,131617.4844,134425.9729,210375.6288,141430.8024,213872.5753,134961.7017,141745.3041,6.59_628.4963m/z,628.4963027,6.591066667,0,0,0,0,0,0,0,0,165338.1903,pos
36856.09222,122905.1978,121978.5287,74991.76915,129495.2896,79164.66951,77323.75716,75917.83563,126672.5829,80449.54134,132528.3993,78586.98766,81913.17365,6.59_541.3918m/z,541.3918021,6.591066667,0,0,0,0,0,0,0,0,98493.9777,pos
13603.17166,26869.86464,33143.80399,39643.11714,36464.5705,30461.1186,33080.80933,40780.58547,48748.68634,33226.15181,20191.75121,60079.69512,54857.49358,6.60_620.4671m/z,620.4671476,6.59545,0,0,0,0,0,0,0,0,38128.97064,pos
59283.5948,115640.1419,115688.3216,112887.6132,110272.6213,102708.8584,143331.4762,85484.80601,122352.2223,96885.26922,124569.9986,174027.9914,137653.3788,6.60_752.0736m/z,752.0736436,6.600483333,0,0,0,0,0,0,0,0,120125.2249,pos
895.5257575,7437.15982,5016.364658,7280.207939,6060.751828,5428.670589,4504.792609,7704.882553,8924.54759,9185.518494,6586.079231,6050.058036,6084.615929,6.60_660.4746m/z,660.4745983,6.604866667,0,0,0,0,0,0,0,0,6688.63744,pos
2739.605303,5445.79589,7544.650056,3665.178022,5977.445088,4193.143356,5882.324618,4572.959524,7432.233917,5090.51071,1537.490667,7490.584434,6579.729696,6.61_456.3458m/z,456.3458138,6.60925,0,0,0,0,0,0,0,0,5451.003832,pos
6663.295246,52112.2639,32683.35266,80396.70207,51236.71732,344321.7031,82186.39844,35234.20564,101668.4413,27646.50133,314007.1421,70204.15816,118863.4317,6.62_904.6926m/z,904.6925987,6.622383333,0,0,0,0,0,0,0,0,109213.4181,pos
44796.2075,183300.1388,177821.4416,141608.1631,160914.2459,169543.2007,152008.3557,158215.6947,177829.5978,194327.9883,210361.8064,152251.3241,144892.4767,6.63_1134.5766m/z,1134.576597,6.63115,0,0,0,0,0,0,0,0,168589.5362,pos
25023.85302,86424.23862,85311.47876,49599.42166,88066.02922,50418.65015,47910.84624,48936.18466,87180.93028,53192.67014,87084.94104,46709.07198,51977.41515,6.64_741.4964m/z,741.4964193,6.635516667,0,0,0,0,0,0,0,0,65234.32316,pos
1876.437491,4603.207207,3514.74117,5952.546872,4233.42462,15564.96329,5498.353632,3654.025101,6350.10374,3613.586892,14366.57857,4735.702747,6439.29969,6.64_461.3627m/z,461.3626737,6.635516667,0,0,0,0,0,0,0,0,6543.877794,pos
27263.95745,28961.13939,27649.4384,25935.44549,26979.15897,27556.49441,28802.05366,26989.24222,27349.32795,26553.31545,26132.85019,23823.19134,24038.9364,6.64_570.4554m/z,570.4553835,6.644283333,0,0,0,0,0,0,0,0,26730.88282,pos
10319.35817,34433.19338,35916.10086,23375.06124,29635.5077,25853.70271,26240.56469,27626.56528,32055.35107,32913.37275,39298.89502,24208.79694,23716.39261,6.65_754.4441m/z,754.444147,6.648666667,0,0,0,0,0,0,0,0,29606.12535,pos
5451.965232,16343.47578,20085.22808,17754.63542,15328.78111,16206.23905,14000.84195,13723.05598,18871.00821,15200.30672,19032.04941,15322.30208,13623.63087,6.65_457.2709m/z,457.2709092,6.648666667,0,0,0,0,0,0,0,0,16290.96289,pos
32621.86967,31660.79484,31795.17194,32302.54988,30800.46579,33645.97842,30544.52116,32760.69258,32073.72447,34325.77517,32885.79025,30908.51278,34040.29641,6.65_750.4989m/z,750.4988601,6.653033333,0,0,0,0,0,0,0,0,32312.02281,pos
54661.19814,52610.67205,54249.77985,53627.22745,54094.11876,53145.65955,52921.93348,53389.80864,56622.14486,54732.07879,51959.37147,49001.24578,53148.44134,6.66_482.4048m/z,482.4048456,6.657416667,0,0,0,0,0,0,0,0,53291.8735,pos
15986.37355,12022.8854,10365.36744,17500.47543,13894.74237,20578.06189,17923.09716,13740.86027,21404.672,12138.14041,7833.969007,18287.68138,9457.939605,6.66_632.4674m/z,632.4673936,6.6618,0,0,0,0,0,0,0,0,14595.6577,pos
11287.69411,20997.59052,19766.34256,19690.2916,22875.1352,20665.59444,17917.23439,18996.96404,20585.41413,18308.01457,17467.50837,20340.74149,21506.2486,6.67_711.6510m/z,711.6509581,6.666183333,0,0,0,0,0,0,0,0,19926.42333,pos
60151.31986,226336.5398,220412.0499,178906.3084,204075.2662,220085.583,191878.6909,197916.2542,212271.6989,242787.305,267030.4358,191547.0149,193141.9374,6.67_1090.5502m/z,1090.550178,6.67055,0,0,0,0,0,0,0,0,212199.0904,pos
28198.45399,54320.26854,52153.83284,57208.73041,56151.47274,50321.72587,51800.46894,53304.86287,52204.96668,56988.3618,54937.13731,51082.55572,55230.85832,6.67_610.5313m/z,610.5313285,6.67055,0,0,0,0,0,0,0,0,53808.77017,pos
11163.80158,23311.28566,24368.55434,23000.32691,23252.45293,22799.77215,19656.64441,20986.47901,21640.65907,23697.03528,23381.88046,23676.85774,23094.47497,6.67_632.5112m/z,632.5112345,6.674933333,0,0,0,0,0,0,0,0,22738.86858,pos
1073.131828,5057.059174,6151.829784,4428.622334,6472.725857,5667.924588,5798.060786,4971.843427,6601.468368,6457.991269,6692.354926,5545.671259,5527.041083,6.67_548.4314m/z,548.431414,6.674933333,0,0,0,0,0,0,0,0,5781.049405,pos
1389.572618,8334.179086,9998.561235,13085.21601,15996.95743,13166.10929,13337.75839,13295.39745,13668.54284,15095.95786,14066.75644,14841.39915,16343.9962,6.68_655.5889m/z,655.5889429,6.679316667,0,0,0,0,0,0,0,0,13435.90262,pos
1100.363663,7407.581051,7854.867411,3278.504032,6982.855081,3419.527493,3673.430716,3261.850229,7968.893684,3040.894565,7984.074683,4076.821952,3583.966336,6.68_763.4775m/z,763.4775028,6.679316667,0,0,0,0,0,0,0,0,5211.105603,pos
2035.590395,6343.636665,7584.024405,5897.071249,6363.406634,5458.922936,5217.266325,5488.642333,7490.154965,5741.552209,6947.727666,5267.858784,5238.02814,6.68_457.2707m/z,457.2706868,6.6837,0,0,0,0,0,0,0,0,6086.524359,pos
121645.4662,243256.6304,232289.492,232498.8428,237689.8809,243228.2392,227101.4843,224793.479,245492.6071,238712.3372,251777.8483,234605.2691,238730.6781,6.69_1018.4381m/z,1018.438111,6.69245,0,0,0,0,0,0,0,0,237514.7324,pos
48515.12263,80045.54821,76744.36178,88221.8154,84350.73893,80974.65383,79464.90719,77543.86658,80595.15498,78578.85798,85789.72124,79080.05296,81361.74066,6.69_520.4359m/z,520.4358921,6.69245,0,0,0,0,0,0,0,0,81062.61831,pos
42833.32284,46127.24431,43825.19996,41813.06588,46035.92446,45716.22685,42029.81751,42504.92573,46741.66827,44186.68054,48701.19643,46075.92608,44740.7129,6.69_706.4727m/z,706.4727484,6.69245,0,0,0,0,0,0,0,0,44874.88241,pos
2381.429885,10652.88131,10354.77657,7442.018099,14756.36628,8640.245189,8659.173995,7603.823118,14507.35391,8487.252645,16595.31061,8255.505123,8979.428792,6.70_686.5014m/z,686.5014499,6.696833333,0,0,0,0,0,0,0,0,10411.17797,pos
70198.96931,125184.4096,124427.7253,124063.8365,126611.474,116382.4603,155295.0718,103145.5252,122789.4381,102152.3782,136461.1642,194147.8099,153846.0701,6.71_780.5933m/z,780.5932783,6.709966667,0,0,0,0,0,0,0,0,132042.2803,pos
58047.21355,212595.2267,192440.4079,165301.4306,180984.5419,196426.4055,174749.9117,187195.1529,201491.2624,228443.7907,253364.1561,180283.1764,169956.1398,6.71_1046.5236m/z,1046.523589,6.709966667,0,0,0,0,0,0,0,0,195269.3002,pos
0,10473.9941,5169.795364,6564.078583,6253.724243,8433.611429,6441.561884,7745.289322,7532.157529,9711.763065,10898.72821,5113.462296,5537.194855,6.72_828.4076m/z,828.4076156,6.718733333,0,0,0,0,0,0,0,0,7489.613407,pos
41900.74551,146117.6798,605592.6475,918995.3355,291448.6327,1553372.163,248720.6116,784405.0448,353445.4642,310245.9923,185960.7619,628065.7984,527718.0889,6.75_368.4245m/z,368.424455,6.753766667,0,0,0,0,0,0,0,0,546174.0184,pos
333.628204,365.6118309,1142.457507,453.8123209,484.546585,2338.292505,563.4172043,340.3778042,815.2174569,3307.889431,1250.112432,151118.5796,38843.53977,6.75_509.3237m/z,509.323721,6.753766667,0,0,0,0,0,0,0,0,16751.98787,pos
53723.03276,473247.0178,660761.5479,408715.6409,507261.1701,459248.486,431178.655,491634.4343,642500.2296,612013.431,759941.448,451183.8888,469313.5823,6.76_955.5688m/z,955.5687581,6.762516667,0,0,0,0,0,0,0,0,530583.2943,pos
80940.74956,76690.55147,86064.42892,104576.1082,116500.8583,113199.9811,114166.6435,117457.3562,118236.8761,119284.9699,120390.8566,120351.4794,121298.7734,6.77_429.4044m/z,429.4044119,6.767466667,0,0,0,0,0,0,0,0,110684.9069,pos
0,0,0,0,0,0,185599.9068,0,1312.294851,0,0,0,0,6.77_997.6947m/z,997.6946766,6.767466667,0,0,0,0,0,0,0,0,15576.0168,pos
6540.117227,8580.510317,9978.996438,10494.06593,11665.66463,11211.9862,11470.47735,11292.47307,12256.51886,11783.94805,10808.11787,12247.88754,13173.53928,6.77_408.2588m/z,408.2587697,6.77185,0,0,0,0,0,0,0,0,11247.01546,pos
5082.964546,12040.31589,11785.95363,9618.7048,11395.95285,17771.82438,14165.47326,8703.428037,12535.33796,18679.50929,10594.94336,276250.5416,97683.24886,6.77_572.4878m/z,572.4877718,6.77185,0,0,0,0,0,0,0,0,41768.76949,pos
34015.68094,219604.7796,287724.4638,199308.0532,344262.1366,276034.3856,349293.9085,328037.0874,373288.7629,417348.0251,483930.4797,318086.7764,364794.8438,6.78_962.6709m/z,962.670938,6.776233333,0,0,0,0,0,0,0,0,330142.8086,pos
2627.63949,145499.5849,51549.28974,138787.466,59281.23785,140940.4412,46163.95158,129640.6966,12001.44658,107686.8058,42278.22293,82566.13474,94262.43604,6.78_511.3600m/z,511.3600012,6.776233333,0,0,0,0,0,0,0,0,87554.8095,pos
4064.241996,5697.230473,6130.981536,6201.339277,6432.734977,7083.992935,7860.339124,6585.2584,6599.88666,7117.190814,7386.506677,7773.869603,7003.128007,6.78_346.2218m/z,346.2217845,6.776233333,0,0,0,0,0,0,0,0,6822.704874,pos
0,15907.84583,13878.41008,7443.405248,13312.51728,8170.041002,5969.74263,12201.94226,11823.94382,7575.592195,9084.783468,5455.799844,7034.717845,6.78_707.1690m/z,707.1689793,6.776233333,0,0,0,0,0,0,0,0,9821.561792,pos
13902.23726,14809.4903,14474.31438,17555.03827,17787.18655,16451.13947,21347.25271,15208.65784,15819.98399,16477.24153,18752.65923,17365.39032,15323.87524,6.78_526.4825m/z,526.4824714,6.776233333,0,0,0,0,0,0,0,0,16781.01915,pos
19796.30139,18264.32258,19984.39551,19347.21148,24834.25719,20935.55324,21944.31764,21440.06795,21260.29912,21230.96179,22286.80641,22997.82343,22017.68957,6.78_360.2374m/z,360.2373986,6.776233333,0,0,0,0,0,0,0,0,21378.64216,pos
102438.8266,545167.6061,600221.9766,337297.429,540863.7568,465983.557,577325.2119,523200.2681,583601.0784,626009.3474,769323.133,509912.5277,601133.4733,6.78_939.5950m/z,939.5949913,6.780616667,0,0,0,0,0,0,0,0,556669.9471,pos
27476.57347,27957.59082,30569.93936,36219.77734,34671.21638,35967.12982,34550.19927,34839.60514,33875.90828,35426.6128,36773.38142,37246.02436,33915.79018,6.78_364.2323m/z,364.2323259,6.780616667,0,0,0,0,0,0,0,0,34334.43126,pos
0,468.6733552,0,446.6227584,0,0,557979.1621,0,11125.84273,0,0,853.4098096,0,6.78_992.7396m/z,992.7396343,6.780616667,0,0,0,0,0,0,0,0,47572.80923,pos
3980.528518,5647.210751,5022.669522,6008.453376,6793.57814,6416.50301,5057.423012,6480.767968,6863.41112,6786.002708,6118.975737,7089.684814,5695.051829,6.78_406.2795m/z,406.2794647,6.780616667,0,0,0,0,0,0,0,0,6164.977666,pos
4543.96883,6257.482361,7481.304224,6760.120159,7298.239352,6717.686727,7709.831183,9076.97194,7729.909409,8225.556667,4991.927893,6502.539922,5508.892303,6.78_677.5364m/z,677.536442,6.780616667,0,0,0,0,0,0,0,0,7021.705178,pos
749511.1116,1993901.785,1965015.126,1321604.398,1880610.725,1478243.165,1376559.728,1728953.944,1906443.5,1259303.697,1722944.014,1286685.722,1679567.912,6.78_702.2127m/z,702.2127165,6.784983333,0,0,0,0,0,0,0,0,1633319.476,pos
17220.33704,48147.15885,53287.67659,53251.64812,68557.23842,64109.13081,66784.73223,68334.14616,77879.21737,68929.83338,76052.41953,63449.24079,72418.24629,6.78_520.3547m/z,520.3546824,6.784983333,0,0,0,0,0,0,0,0,65100.05738,pos
1113.787074,46460.93156,40488.25002,34987.7232,43596.20556,41509.63036,47206.05471,40698.77695,44956.21498,44755.69084,47945.91879,44452.74468,49668.23124,6.78_591.3858m/z,591.385752,6.784983333,0,0,0,0,0,0,0,0,43893.86441,pos
10439.866,38366.55559,35933.55357,35162.89804,34921.98725,33690.21115,36290.30764,33845.06187,35807.51284,34885.2061,36054.17384,35338.71439,38754.81356,6.78_295.1146m/z,295.1146328,6.784983333,0,0,0,0,0,0,0,0,35754.24965,pos
22672.2279,35056.36498,31914.40122,42303.8377,33822.63755,38620.49713,41670.58809,32893.33064,33303.37043,36591.03525,40174.29838,126090.2189,66480.60113,6.78_544.4567m/z,544.4566873,6.784983333,0,0,0,0,0,0,0,0,46576.76512,pos
4384.234963,8843.215095,8072.848027,6543.634251,7268.556233,6739.567181,7625.830591,5945.432753,8530.397109,6611.641617,8615.626271,12664.45085,9036.815127,6.78_502.4095m/z,502.4095495,6.784983333,0,0,0,0,0,0,0,0,8041.501259,pos
22062.992,13586.07899,11956.22658,16224.88121,11822.18925,24005.24945,15009.41817,13190.00695,11082.39561,23515.23641,15675.78193,313929.3397,109096.9709,6.78_558.4723m/z,558.4722972,6.784983333,0,0,0,0,0,0,0,0,48257.8146,pos
1015.360283,90504.80705,83941.59275,50070.13531,85481.76713,81501.07385,114961.3616,78769.32593,101776.7447,83233.82562,120085.4868,99709.15634,115319.3117,6.79_551.3911m/z,551.3910728,6.789366667,0,0,0,0,0,0,0,0,92112.8824,pos
30079.13913,111792.8772,128215.4693,106145.0582,156372.9156,147425.2662,145289.6991,151603.6361,164619.924,178208.9312,200113.4227,151753.3191,150874.5531,6.79_692.4891m/z,692.4891494,6.79375,0,0,0,0,0,0,0,0,149367.9227,pos
1801.241152,15139.14107,13340.5753,11573.39491,13655.86533,14947.96711,12819.42314,15524.38685,15118.4032,14867.99241,14373.21618,13661.19115,13393.07087,6.79_430.3636m/z,430.3636152,6.79375,0,0,0,0,0,0,0,0,14034.55229,pos
0,19794.12494,19871.24684,12355.72778,20026.06889,12026.21003,17494.35103,18446.2015,20006.17253,19791.95407,10365.00443,5352.247971,10560.84051,6.79_734.5323m/z,734.5323296,6.79375,0,0,0,0,0,0,0,0,15507.51254,pos
50601.53027,66934.19601,67641.72136,74093.21511,65236.18477,60832.62648,90691.23619,51540.7531,66051.1409,55759.04649,72392.89994,112161.3645,71468.38433,6.80_809.6130m/z,809.6129596,6.798133333,0,0,0,0,0,0,0,0,71233.5641,pos
53030.38223,100128.5927,92890.68281,97612.79097,96933.11831,93625.27959,88232.4838,92251.04827,98257.08682,94393.95286,99304.78095,84685.40024,104396.4232,6.80_930.3848m/z,930.3848315,6.798133333,0,0,0,0,0,0,0,0,95225.97004,pos
4742.818678,40201.67005,28020.30665,35734.0888,28527.73732,34514.91163,29177.55748,42061.55452,34029.2289,49509.34005,49678.50212,28386.45508,14208.61886,6.80_958.4704m/z,958.4704115,6.798133333,0,0,0,0,0,0,0,0,34504.16429,pos
1278.113142,83533.76446,80857.81844,72616.13666,87338.68645,86204.81744,83265.91838,78494.88512,88501.93056,74851.7005,92049.20231,76940.33267,88005.42706,6.80_591.4592m/z,591.4592035,6.8025,0,0,0,0,0,0,0,0,82721.71834,pos
21959.8272,40456.94692,40075.86317,36063.93653,37297.44319,37982.60342,37805.80609,36513.21135,38161.12502,34164.61605,39457.45972,38693.72566,36298.6772,6.80_378.2117m/z,378.2117497,6.8025,0,0,0,0,0,0,0,0,37747.61786,pos
0,6402.725648,6203.056616,7488.155027,6528.757266,7036.407526,6322.678955,6517.099646,5914.601581,6475.569977,5954.998233,6042.015961,6206.768657,6.80_517.3860m/z,517.3860333,6.8025,0,0,0,0,0,0,0,0,6424.402924,pos
23386.15736,139156.569,131567.2214,70636.4076,132425.539,77795.80647,80904.57187,76191.95817,133867.1932,81383.40368,130915.6986,75875.54922,88729.41261,6.81_741.4961m/z,741.4961023,6.806883333,0,0,0,0,0,0,0,0,101620.7776,pos
3861.4485,19321.05053,16474.17858,60428.14636,23400.06834,341468.2385,28752.23376,16750.97178,90082.25745,5607.134129,171793.1035,24005.06136,228352.0664,6.81_728.5873m/z,728.5872611,6.806883333,0,0,0,0,0,0,0,0,85536.20922,pos
2675.094134,28105.74618,24958.48577,23991.47815,29543.40314,25657.39258,24919.29741,24445.05409,24418.89895,27949.95065,25561.86198,24820.90165,32821.35842,6.81_443.3490m/z,443.3490029,6.806883333,0,0,0,0,0,0,0,0,26432.81908,pos
1659.353246,10226.27942,9240.967985,10096.79469,9602.372188,10145.14611,9688.703582,9917.276454,10113.87847,9742.86622,9540.923872,9971.477544,9828.57327,6.81_297.1303m/z,297.1302772,6.806883333,0,0,0,0,0,0,0,0,9842.938317,pos
0,8701.334654,12409.69776,4335.924133,7813.959817,5995.906411,7762.90277,5888.150692,8652.931248,11146.97652,6936.759264,8300.822543,8523.063412,6.81_870.5517m/z,870.5516716,6.806883333,0,0,0,0,0,0,0,0,8039.035769,pos
0,6074.819041,5397.944071,3385.496335,6947.136712,5320.97273,6128.363216,6629.322803,5153.552383,6503.716436,8450.687744,4175.356144,7226.809289,6.81_737.3983m/z,737.3983188,6.806883333,0,0,0,0,0,0,0,0,5949.514742,pos
0,47693.42379,43396.02925,44591.49352,54532.05296,47769.43241,47223.35763,46306.13548,48215.77922,50261.18142,55652.56862,47947.53483,53174.62443,6.81_431.3490m/z,431.3489523,6.811266667,0,0,0,0,0,0,0,0,48896.9678,pos
20046.87979,14523.38776,17601.30712,17098.94855,16356.16982,18275.37912,15986.26907,20817.23407,19005.32001,17433.96638,19593.49739,21514.20743,18813.82217,6.81_478.3007m/z,478.3007303,6.811266667,0,0,0,0,0,0,0,0,18084.95907,pos
13871.66796,588499.9137,731170.6819,439834.5494,538104.2405,513102.2654,452855.6528,505733.2821,680000.5619,629354.6845,823855.1521,468388.3191,508580.0212,6.82_685.3855m/z,685.3855495,6.81565,0,0,0,0,0,0,0,0,573289.9437,pos
0,45456.28968,39802.28734,46560.93019,49991.18209,53316.56505,38784.49632,53591.62237,44708.74205,48189.41022,45810.67496,56757.62676,63309.25751,6.82_1068.5354m/z,1068.535356,6.81565,0,0,0,0,0,0,0,0,48856.59038,pos
5934.583285,318829.7565,315692.243,239847.9293,277765.2315,288334.8591,268477.1102,264769.033,297669.3993,283539.2752,299125.8525,274276.8379,294532.6971,6.82_1063.5811m/z,1063.581054,6.820016667,0,0,0,0,0,0,0,0,285238.3521,pos
1271.39342,203442.8237,223068.4571,140157.8963,169617.3941,157905.7337,143046.095,145395.1185,170422.2848,193307.8781,209618.0279,143348.1172,154907.7201,6.82_1329.7549m/z,1329.75485,6.820016667,0,0,0,0,0,0,0,0,171186.4622,pos
