peak,cell,es,se,pv
570.2,both,0.53392793633079,0.547615945844744,0.329558095859094
269.6,both,-0.533920832896567,0.547615601618329,0.329564226243475
295.2,other,0.533881121289156,0.547613677307801,0.329598499608936
203.7,other,0.533856559259679,0.547612487170599,0.329619699367381
372.7,ki67,-0.533855862738812,0.547612453421893,0.329620300557115
843.5,other,0.533778334053873,0.547608697166656,0.329687223211788
560.7,ki67,0.533770224593304,0.547608304294318,0.329694223874975
125.5,other,0.533754872231545,0.547607560546702,0.32970747743059
845.6,both,0.533739601361536,0.547606820767187,0.329720661031013
240.3,ki67,-0.533702435801828,0.547605020409188,0.329752748337333
711,gfap,0.533621202317859,0.547601085747697,0.329822890327187
93.4,ki67,-0.533617715161236,0.547600916854988,0.329825901602967
951.7,both,0.533575497375896,0.547598872213477,0.329862359699073
453.3,both,0.53356061262001,0.547598151369455,0.329875214476671
986.7,ki67,0.533525086563826,0.547596430978958,0.329905897016862
665.8,both,0.533468536470342,0.54759369270021,0.3299547416487
264.7,gfap,-0.533455875442524,0.547593079663546,0.329965678238916
244.1,both,-0.533439750815052,0.547592298942276,0.329979607077979
843.7,other,0.533423175556579,0.547591496425819,0.329993925641804
888.5,both,0.533392093322921,0.547589991596053,0.330020777333824
402.8,both,-0.533375337710709,0.547589180416684,0.330035253051329
665.7,gfap,0.533316621786218,0.547586338029598,0.330085983397396
233.6,gfap,0.533315851023625,0.54758630071963,0.330086649372308
787.5,other,0.533307033338483,0.547585873889463,0.330094268336063
796.7,other,0.533234214948555,0.547582349288804,0.330157192453864
91.9,other,0.533209313308655,0.547581144089487,0.330178712618861
432.1,both,-0.533141482441592,0.547577861456641,0.330237337837645
99.2,gfap,-0.533124854745406,0.547577056830302,0.330251710099624
97.9,other,-0.533101634338821,0.547575933217915,0.330271781599098
541.3,both,0.53308390080137,0.547575075141078,0.330287110915882
232.1,other,-0.533071054867281,0.547574453578839,0.33029821559777
271.8,both,0.533057617882337,0.547573803433338,0.330309831513291
183.4,ki67,-0.533019920372119,0.54757197953113,0.33034242163901
600,ki67,0.532906150389751,0.547566475792902,0.330440792277902
665.7,both,0.532811533997951,0.547561899481739,0.330522618559607
193.1,gfap,-0.532801256222051,0.547561402423162,0.330531507913327
390.6,ki67,0.532687314779224,0.547555892546262,0.330630069022407
718.3,both,0.532676624294055,0.547555375643106,0.330639317585766
99.8,gfap,-0.532643620557413,0.547553779918628,0.330667871033236
719.1,ki67,-0.532611803017972,0.547552241635766,0.330695399979541
579.9,gfap,-0.532564099211459,0.54754993546348,0.330736677142459
755.3,both,0.532558874162925,0.547549682877944,0.330741198508145
137.4,both,-0.532557920295854,0.547549636767044,0.330742023918263
483.3,other,0.53254562679696,0.547549042493897,0.330752661993802
634,other,0.532446017212318,0.54754422780486,0.330838867748846
171,both,0.532366002045091,0.547540360845406,0.330908127957211
466.6,other,0.532336903779929,0.547538954726705,0.330933317770286
299.4,ki67,0.532315072908923,0.54753789983919,0.330952217280685
211.9,other,-0.532306510606331,0.547537486112209,0.330959630092538
461.5,other,0.532298660071742,0.547537106783142,0.330966426800524
219.6,ki67,-0.532296759808304,0.547537014965335,0.330968071995354
362.3,gfap,0.532288650041042,0.547536623117366,0.330975093273335
737.1,ki67,-0.532226184176565,0.547533605080614,0.331029178732374
814.2,other,-0.532193195656739,0.547532011377272,0.331057744187769
994.8,both,0.532185470545311,0.547531638184199,0.331064433791197
250,gfap,0.532159828764566,0.547530399490213,0.331086639159384
61.9,gfap,0.532144048666894,0.547529637219166,0.331100305022958
198.3,other,-0.532076696594208,0.547526383962174,0.33115863793739
937.1,gfap,0.531895710577386,0.547517643873679,0.331315426080818
507.7,both,-0.531841413062713,0.547515022317215,0.33136247482844
187,other,-0.531829163591299,0.547514430931653,0.331373089675052
397.3,other,0.531829016193121,0.547514423815576,0.331373217405299
98.6,gfap,0.53175251305303,0.54751073065683,0.331439517392711
884.7,other,-0.531747340852582,0.54751048098918,0.331444000139519
839.3,other,-0.531743485835284,0.547510294904875,0.331447341313003
79.1,gfap,0.531676136489263,0.547507044113639,0.33150571757845
977.7,both,0.531600632059957,0.547503400162739,0.331571171549242
914.9,ki67,-0.531574540861204,0.547502141079141,0.331593791972509
872.4,ki67,0.531557799008492,0.547501333198182,0.331608307351896
209.2,gfap,0.531519712585969,0.547499495421706,0.331641330488938
671.5,ki67,-0.531517881126976,0.547499407051847,0.331642918532044
479.9,other,-0.531509015390487,0.547498979274664,0.331650606019969
598.8,ki67,0.531489036034638,0.547498015283514,0.331667930625383
427.9,other,-0.531455951678346,0.547496419060421,0.331696620396194
690.4,ki67,0.531330355588865,0.547490360279963,0.331805550481772
74.7,gfap,-0.53127885494955,0.547487876273437,0.331850224960116
87.4,gfap,-0.531261562996759,0.54748704229014,0.331865225956177
696.3,other,-0.53122466854206,0.547485262973274,0.331897234074208
887.6,gfap,-0.531223304239745,0.547485197179029,0.331898417731261
335.7,ki67,0.531214740402398,0.547484784186843,0.331905847715564
706.7,other,-0.531210202670767,0.547484565356709,0.331909784701391
337.4,ki67,0.531181931308974,0.547483202022716,0.331934314031632
277.6,gfap,-0.53114942930688,0.547481634759404,0.331962515703513
601.9,other,0.531123310660631,0.547480375371052,0.331985179897047
396,gfap,0.531123002878659,0.547480360530779,0.331985446978662
682.4,gfap,-0.531113597703664,0.54747990704695,0.331993608513071
206.3,gfap,-0.53109915373367,0.54747921062539,0.33200614285762
881.5,ki67,0.531087944686715,0.547478670189329,0.332015870209353
708.4,gfap,0.531057957378024,0.547477224426462,0.332041894619468
70.4,gfap,-0.531011168403109,0.54747496876884,0.332082503357732
510.5,both,-0.530967690165003,0.547472872888908,0.332120241992289
272.9,other,-0.530929087745848,0.547471012186214,0.332153751154873
884.4,both,0.530928954330491,0.547471005755589,0.332153866971604
213,gfap,0.530927555275989,0.547470938321205,0.332155081480669
106.9,both,-0.530925859110173,0.547470856566291,0.332156553914361
796.5,other,0.53089884404456,0.547469554478129,0.332180006225153
235.1,ki67,-0.530897689579586,0.547469498835948,0.33218100846651
508.5,ki67,0.530883918791453,0.54746883512901,0.332192963662036
202.8,both,0.530879064187423,0.547468601156889,0.332197178293411
803,ki67,-0.53085035081476,0.547467217331107,0.332222107257036
695.2,other,0.530845698247941,0.547466993109832,0.33222614674931
839.3,ki67,0.530834587510428,0.547466457657344,0.332235793559502
125,other,-0.530794262322504,0.547464514381757,0.332270807343856
251.9,gfap,-0.53077096177402,0.547463391589713,0.33229104013369
152.3,other,0.530751152414576,0.547462437065826,0.332308242109547
930.9,ki67,-0.530713376033724,0.547460616886164,0.332341048062713
146.1,other,-0.530663455452296,0.547458211751831,0.332384404054015
406.4,ki67,-0.530660202215112,0.547458055020909,0.332387229634947
695.2,gfap,-0.53058902362538,0.547454626085508,0.33244905589123
698.1,gfap,-0.530569361587161,0.547453678969843,0.332466135998969
306.7,ki67,-0.530546591483,0.547452582181198,0.332485916854424
370.6,gfap,-0.530530730418561,0.547451818213169,0.332499696205094
364,gfap,0.530471354622752,0.547448958496936,0.332551282905301
910.8,both,0.530469023903986,0.547448846248761,0.332553307995282
110.5,gfap,-0.530465145835241,0.547448659480748,0.332556677550569
753.5,gfap,0.530445764059618,0.547447726072834,0.332573518264562
438.5,ki67,-0.53042831266569,0.547446885658088,0.332588682225852
539.6,gfap,-0.530411903011846,0.547446095434941,0.332602941463654
332.5,other,-0.530407845006256,0.547445900021253,0.33260646775511
449.3,other,0.530397337752502,0.547445394049963,0.332615598389555
270.6,ki67,-0.530391874730979,0.547445130984804,0.332620345741318
314.3,both,-0.53038284815026,0.547444696326446,0.332628189927806
494.1,other,-0.530354199066404,0.547443316829325,0.332653087175521
227.7,ki67,-0.530348154617873,0.547443025788977,0.332658340230952
556.2,ki67,0.530323503033869,0.547441838847337,0.332679764851267
264.3,ki67,-0.530262760366127,0.547438914391538,0.332732560525473
556.1,ki67,0.530251008566383,0.547438348637997,0.332742775553654
58.6,both,-0.53021673129301,0.547436698534461,0.332772571758525
343,ki67,-0.530198424234936,0.547435817276699,0.332788486350752
109.3,ki67,-0.530165707902768,0.547434242463371,0.332816928550073
345.2,both,0.530162539523905,0.547434089957147,0.332819683101418
959.8,other,0.530148381396679,0.547433408482811,0.332831992218809
530.4,gfap,-0.530147076353981,0.547433345667954,0.332833126843873
610.6,both,0.530020807195431,0.547427268725545,0.332942920934176
246.9,both,-0.530020576894055,0.547427257643116,0.332943121211499
518,ki67,0.529979271743258,0.547425270054899,0.332979042924858
195.7,gfap,0.529939329541889,0.547423348191748,0.333013782078064
260.3,other,-0.529925627573059,0.547422688938192,0.333025699790938
426.8,other,-0.529921465236312,0.547422488675643,0.333029320175624
495.2,both,0.529804664059942,0.547416869631011,0.333130925374914
989.4,gfap,0.529770994952193,0.547415250104454,0.333160218386022
345.7,other,-0.529749381846245,0.547414210538508,0.333179023370971
353.6,both,-0.529693567426627,0.547411526115122,0.333227589667984
946.6,ki67,-0.529678210643487,0.54741078757,0.333240953128989
543,ki67,-0.529662755314433,0.547410044306178,0.333254402748392
237.3,gfap,-0.529649127566102,0.547409388949884,0.333266262296779
881.6,ki67,-0.529571925923421,0.547405676638439,0.333333452974922
506.3,both,0.529553993524258,0.547404814416504,0.333349061473728
702.6,both,-0.529548312098518,0.547404541249166,0.333354006744366
140.4,gfap,-0.529530290354039,0.547403674768259,0.333369693733165
439.4,ki67,0.529501018736448,0.547402267456229,0.333395174323846
657,gfap,-0.529439132037257,0.547399292330313,0.333449050734608
228,ki67,-0.529388353930496,0.547396851483773,0.333493261242318
51,gfap,0.529380866353582,0.547396491583248,0.333499780752109
384.8,both,-0.529363674341388,0.547395665244266,0.333514750372776
204,ki67,-0.529343038719402,0.547394673420986,0.333532719113793
250.4,other,-0.529299975194901,0.547392603749629,0.333570219574247
506.4,other,-0.529278061136173,0.547391550602082,0.333589303922481
314.3,ki67,0.529260527679471,0.54739070800779,0.333604573912051
976.5,ki67,-0.529250830210265,0.547390241994048,0.333613019718433
387,ki67,-0.529249794785523,0.547390192236995,0.33361392150921
218.6,other,-0.529230047754567,0.547389243316577,0.333631120297369
247.2,gfap,-0.529133829746765,0.547384620156061,0.333714931378253
413.4,both,-0.529122542337587,0.547384077862044,0.333724764350401
225.6,both,-0.529120374235728,0.547383973698688,0.333726653106638
97,other,-0.529120331702641,0.547383971655251,0.333726690159698
129.6,gfap,0.529057056353105,0.547380931861014,0.333781816414673
234.5,both,0.529023499359796,0.547379319899096,0.333811054431934
567.4,other,-0.52901098133545,0.547378718601463,0.333821961804505
675.3,ki67,0.528943921661573,0.547375497651414,0.333880397663802
415.6,ki67,0.528933992107752,0.547375020757095,0.333889050934244
478.7,both,0.528915872119226,0.547374150516474,0.333904842322737
990.4,ki67,0.528861307686876,0.547371530146477,0.333952398043052
934.4,ki67,0.528814621847686,0.547369288338022,0.333993091172241
274.4,gfap,-0.528814032780591,0.547369260052801,0.333993604648847
229.7,ki67,0.528810852613312,0.547369107351298,0.333996376739671
380.7,other,0.528796040801207,0.547368396146801,0.334009288138264
592.9,ki67,0.528785754246321,0.547367902238393,0.334018255106868
702.2,other,0.528719996303754,0.547364745090634,0.33407558168968
356.2,other,0.528674648906338,0.547362568105098,0.334115119003056
422.3,gfap,-0.528673843273164,0.5473625294308,0.334115821446933
506.7,other,0.528645559694738,0.547361171717538,0.334140483029145
311.3,other,-0.528599068853115,0.547358940140817,0.334181023200727
990.4,both,-0.528577862565562,0.547357922293726,0.334199516373271
245.5,ki67,0.528569008717121,0.547357497343367,0.3342072376934
333.5,both,-0.528550793417633,0.547356623101042,0.334223123425245
330,gfap,-0.528516676986895,0.547354985762077,0.334252878195948
237.7,both,-0.5284606292374,0.54735229609914,0.334301764734277
768.6,both,0.528442293232959,0.547351416235772,0.334317759107733
553,ki67,0.528393832433028,0.547349090957501,0.334360033884116
229,gfap,-0.528371974827618,0.547348042237919,0.334379102669079
448.4,ki67,0.528335201492435,0.547346277960662,0.334411185909222
244.3,ki67,0.528328711599967,0.547345966606726,0.334416848314805
291,other,-0.528316560363001,0.547345383658425,0.334427450413314
470.9,both,0.528263323687829,0.547342829811609,0.334473902997831
762.4,other,-0.528256878920525,0.547342520662667,0.334479526817689
518.9,gfap,-0.528245295957528,0.547341965048738,0.334489634496687
461.4,both,0.528226380528101,0.547341057734545,0.334506141219381
803.6,other,0.52820096014591,0.547339838446845,0.334528325504908
960.2,gfap,-0.528190414428283,0.547339332638309,0.334537529040471
217.3,both,-0.528153574552797,0.547337565747997,0.334569681686314
364.2,other,0.528062611170696,0.547333203524426,0.33464908143343
135.1,ki67,0.528049511456707,0.547332575375931,0.334660517015186
675.5,other,-0.528013635225937,0.547330855139622,0.334691837172314
121.7,other,-0.52795693781238,0.547328136771691,0.334741338796182
182.2,gfap,0.527927367709456,0.547326719138129,0.334767158154534
551.8,gfap,-0.527894489558375,0.547325143000859,0.334795867702311
736.5,ki67,-0.527801171167851,0.547320669944402,0.33487736429682
328.6,other,0.527764212612111,0.547318898608146,0.334909644940486
215.1,both,-0.527751062585112,0.547318268386957,0.334921131103657
250.3,ki67,0.527728231213693,0.547317174218388,0.334941074334565
683.6,other,0.527694865730779,0.547315575295221,0.334970220715955
469.3,other,0.527636010965847,0.547312755123107,0.335021637838004
355.5,ki67,-0.52762798960151,0.547312370782761,0.335028645975115
461.9,other,0.527583144843262,0.54731022216744,0.335067828131654
990.3,both,-0.527532787229266,0.547307809626172,0.33511183109762
159,other,-0.527516724343637,0.54730704012888,0.335125867906555
272.5,both,0.527514265202254,0.547306922324957,0.335128016905151
389.1,both,-0.527455351855974,0.54730410026751,0.335179503267571
323,gfap,0.527447893544194,0.547303743022123,0.335186021758174
238.3,ki67,0.527445950966129,0.547303649975442,0.335187719567656
592.6,ki67,-0.527417840349347,0.547302303554129,0.335212288909501
461.9,gfap,-0.527353476718155,0.547299220970811,0.33526854929224
989,ki67,-0.527306700469756,0.547296980929531,0.335309440919722
788.8,ki67,-0.527269340416588,0.547295191951237,0.335342103611226
544.3,ki67,-0.527242813730829,0.547293921799865,0.335365296476829
898.8,ki67,-0.527229286122792,0.547293274094098,0.335377124422372
788.2,ki67,-0.527217199572336,0.547292695399991,0.335387692633312
803,other,0.527188382957687,0.547291315735206,0.335412890240787
288.8,other,-0.527169616290558,0.547290417274526,0.335429300806676
489.5,other,0.527110496035859,0.547287587071327,0.335481002591385
440.3,gfap,-0.527102174225996,0.547287188714185,0.335488280648424
284.3,ki67,-0.527086791801104,0.547286452387894,0.335501734060987
202,gfap,-0.527083212075959,0.547286281036463,0.335504864933127
578,ki67,0.527060712002357,0.547285204046286,0.335524544275459
232.5,ki67,0.527056130400496,0.547284984748369,0.335528551608179
227.1,gfap,0.52705004870586,0.54728469365147,0.335533871063439
250.5,other,0.52696829126903,0.547280780688719,0.335605387659865
958.8,ki67,0.526949022863619,0.54727985857494,0.335622244179844
206.4,gfap,-0.526937659433801,0.54727931477879,0.335632185509756
212.6,both,0.526844358678357,0.547274850300562,0.335713818238812
467.8,ki67,0.52671037824877,0.547268440602818,0.335831069164352
355.2,ki67,0.526704817225495,0.547268174594008,0.335835936467649
182.9,gfap,0.526602791100424,0.54726329470005,0.335925244476528
415.8,gfap,-0.526573162247441,0.547261877725523,0.335951183242063
692.3,other,-0.526571883107802,0.547261816553477,0.335952303106463
240.8,other,0.52634454764532,0.547250946985485,0.33615137545549
141.9,both,-0.526305489488031,0.547249079952429,0.336185586604604
661.8,both,0.526293307939374,0.547248497684872,0.336196256987077
496.8,gfap,0.526282245238542,0.54724796890842,0.33620594753727
287.5,both,-0.526280500048271,0.547247885492551,0.336207476283652
564.5,ki67,0.526163876423669,0.547242311763741,0.336309647607241
919.9,gfap,-0.526118061087284,0.547240122458972,0.336349791707865
323.1,ki67,-0.526110784729853,0.547239774771964,0.336356167691903
488.7,other,0.526072533352288,0.547237947077527,0.336389687338922
210.8,ki67,0.526068801647064,0.547237768779184,0.336392957561814
171.5,other,-0.526013581241586,0.547235130526729,0.336441351885214
246.7,gfap,0.525965307432011,0.547232824376629,0.336483662560035
481.3,other,0.525932024207183,0.547231234478598,0.336512836702042
545.8,both,-0.525903038701364,0.547229849955432,0.336538245245819
88.6,gfap,-0.525895144098957,0.547229472874061,0.336545165860508
734.2,gfap,-0.525874729072483,0.547228497786515,0.336563062696766
171.8,both,-0.525845608528255,0.547227106957849,0.336588592451537
268.9,both,-0.525820573785489,0.54722591133022,0.336610541367241
324.1,ki67,-0.525743842572821,0.547222247082955,0.336677821184935
356.2,gfap,-0.525729500813851,0.54722156225853,0.336690397501754
346,gfap,-0.525714615129342,0.547220851480307,0.336703451157432
71.5,ki67,0.525708909819166,0.5472205790619,0.336708454396593
701,ki67,-0.525707205952797,0.54722049770586,0.336709948603192
976.1,gfap,-0.525679770532397,0.547219187756813,0.336734008789916
328.5,both,-0.525672573208794,0.547218844119619,0.33674032087681
178.5,both,0.525611169148808,0.547215912556951,0.33679417610572
687.2,both,-0.525594136935238,0.547215099460115,0.336809115564584
64,other,-0.525553676608398,0.547213168034887,0.3368446064909
72.4,ki67,0.525527806315362,0.547211933157859,0.336867300811522
569,both,0.525448320168539,0.547208139376753,0.33693703593584
222.2,gfap,0.525415619053038,0.547206578749611,0.336965728533395
133.7,ki67,0.525404222734571,0.547206034893798,0.336975728312675
103.5,ki67,-0.525390869002173,0.547205397640478,0.336987445919197
737.9,ki67,-0.52538734675315,0.547205229557846,0.336990536665745
448.3,both,-0.525190349318654,0.547195830501235,0.337163433957464
326.6,ki67,0.525176086568195,0.547195150133613,0.337175954400245
515.4,other,-0.525157004213013,0.547194239886787,0.337192706235427
85.5,both,-0.525135444136711,0.547193211488238,0.337211633932992
784.1,gfap,-0.524999492394174,0.547186727625898,0.337331004829535
546.9,both,-0.524997946745083,0.547186653919423,0.337332362149839
547.9,ki67,0.52493626074338,0.547183712503723,0.337386535367039
545.2,other,0.524905034658655,0.547182223654761,0.337413960868008
176.8,both,0.524872774645703,0.547180685597218,0.337442296195717
517.1,other,-0.524848074548801,0.547179508034042,0.337463992526017
717.1,both,-0.524837041578507,0.547178982060498,0.337473684117146
139.8,both,0.52476114944267,0.547175364349207,0.337540354955706
744.3,both,-0.524717656434756,0.547173291300857,0.33757856774344
935.5,ki67,-0.524703073466102,0.547172596255743,0.337591381002522
417.5,gfap,-0.524539761838204,0.547164813849489,0.337734898703352
322.3,both,-0.524529292321757,0.547164315016962,0.337744100824383
162,both,-0.524468040602056,0.547161396796552,0.337797941402112
305.1,ki67,0.524408819919625,0.547158575650241,0.33785000274917
301.9,both,0.524333777195987,0.547155001212536,0.337915981932104
910.1,ki67,-0.524333052362454,0.54715496668962,0.337916619268059
445.5,gfap,-0.524317006509086,0.547154202457318,0.337930728390412
562.5,gfap,0.52431519151938,0.547154116014348,0.337932324338799
431.1,ki67,-0.524269489302048,0.547151939437522,0.337972512847169
313.2,gfap,-0.524261507036223,0.547151559299163,0.337979532462761
467.6,gfap,0.524258498486359,0.547151416024835,0.337982178213763
547.6,both,-0.524215257033637,0.547149356850306,0.338020206910131
573.6,other,0.524203787534725,0.547148810695578,0.338030294294342
713.3,both,-0.524198140817381,0.547148541814318,0.338035260644635
248.5,both,0.524172664775069,0.54714732874912,0.338057667779046
733.5,ki67,-0.524164304926741,0.54714693069951,0.338065020819444
62.3,ki67,-0.52415791557065,0.547146626477897,0.338070640761461
410,gfap,-0.524120004791504,0.547144821473903,0.338103987705273
742,gfap,-0.524066647925117,0.547142281263537,0.338150925418988
412.9,ki67,0.524058273284209,0.547141882586565,0.338158292979406
440.1,both,-0.524027100880544,0.547140398669571,0.338185717837699
664.5,ki67,-0.52395221071916,0.54713683397655,0.338251611455913
898.7,gfap,-0.52392369310332,0.547135476695825,0.338276705761016
352.2,both,-0.523908561431801,0.547134756540617,0.338290021558171
209,ki67,-0.523860307762104,0.547132460156824,0.33833248715136
390.7,both,-0.523852470664506,0.547132087209761,0.338339384554732
707.5,both,0.523834385998504,0.547131226627931,0.338355301207141
581.9,both,0.523821712291824,0.547130623550381,0.338366455904436
718.6,both,0.523817676626915,0.547130431516439,0.33837000793131
827.4,ki67,0.523800250789325,0.547129602337868,0.338385345757273
698.5,gfap,0.523784184068699,0.547128837853872,0.338399487776693
494.6,gfap,0.523772338059858,0.547128274213409,0.338409914982448
343.2,other,0.523769002167029,0.547128115491751,0.338412851376572
702.2,gfap,-0.523740701482756,0.547126768985044,0.338437763598122
585.2,both,-0.523707384701409,0.5471251839085,0.338467093080203
220.8,ki67,-0.523668636532537,0.54712334054975,0.338501206303104
311.2,other,0.523629908988865,0.547121498302277,0.338535303917879
937.2,other,0.523600566815221,0.547120102598168,0.338561139893433
923.1,other,-0.523590771607997,0.547119636691195,0.338569764963181
657,ki67,-0.523590310364078,0.547119614752431,0.338570171110827
720.8,gfap,-0.523572353175115,0.547118760644835,0.338585983567913
129.1,other,-0.523496711417245,0.547115163161503,0.338652597006399
318.2,other,0.523495158506262,0.547115089311047,0.338653964669576
94.2,ki67,0.523491343640753,0.547114907891649,0.338657324474589
582.8,gfap,-0.523490617132822,0.547114873342047,0.338657964323013
342.4,both,-0.523441240498384,0.547112525308278,0.338701453303634
353.9,other,0.52343937160459,0.547112436439914,0.338703099432539
572.6,ki67,-0.523432603446236,0.547112114607595,0.338709060902361
507.1,gfap,0.523294282925684,0.547105538206378,0.338830912226111
172.1,other,0.523272625598028,0.547104508666457,0.338849993858854
831.1,ki67,-0.523257325883053,0.547103781377446,0.338863474467145
602.6,gfap,0.523170559860517,0.547099657241791,0.338939931703791
502.1,both,-0.523167255501696,0.547099500192938,0.33894284372035
241.1,ki67,-0.523140352338859,0.547098221580452,0.338966553233293
950.8,gfap,-0.523099616617826,0.547096285674709,0.339002455596133
505.4,other,-0.523057963192501,0.547094306305208,0.339039169693285
131.1,gfap,0.523047816020424,0.547093824134691,0.339048114044664
291.1,gfap,-0.522993634695331,0.547091249712596,0.339095875812133
419.3,both,0.52297860380297,0.547090535565844,0.339109126685905
399.2,other,0.522926453406213,0.547088057951599,0.339155104201624
513,both,0.522883676785852,0.54708602585236,0.33919282093769
453.3,ki67,-0.522877408585478,0.547085728095433,0.339198347957733
894.8,both,-0.522867551202255,0.547085259849247,0.339207039894556
857.8,ki67,0.522823562517345,0.547083170398013,0.339245829775174
241.3,ki67,0.522751056600427,0.547079726751849,0.339309773758166
504.9,both,0.522678877817783,0.547076299095676,0.339373438114831
162.6,ki67,0.522609397671967,0.547073000020305,0.339434730541491
499.4,ki67,-0.522606559461734,0.547072865264528,0.339437234464226
574.7,ki67,-0.522600430841026,0.547072574285279,0.33944264129602
977.8,both,-0.522552197886722,0.547070284358614,0.339485195917195
227.5,both,0.522550331379969,0.547070195747662,0.33948684276474
978.9,gfap,0.522534514805577,0.547069444880261,0.339500798208768
507.3,ki67,0.522487670604949,0.547067221151596,0.339542132765467
577.4,ki67,0.522418737470393,0.547063949191091,0.339602965021653
318.9,ki67,-0.522385088135954,0.547062352151074,0.339632662891204
163.4,ki67,-0.522375493238152,0.54706189678307,0.339641131406223
955.5,ki67,-0.522370969836541,0.547061682107955,0.339645123842228
564.6,both,-0.522344008031239,0.547060402570425,0.339668921540588
889.6,both,0.522316597470014,0.547059101800734,0.339693116598225
274.9,both,-0.522304844773911,0.547058544095855,0.339703490989477
771.6,ki67,-0.522197530846741,0.547053452243948,0.339798230472327
720.1,other,0.522140721312832,0.547050757138595,0.339848391311344
537.3,ki67,-0.522051001080215,0.547046501284496,0.339927622329235
218.2,both,-0.522010884854268,0.547044598608457,0.339963052986143
439.4,other,-0.521937159808262,0.547041102260727,0.340028174094918
814.5,gfap,-0.521911019497494,0.5470398626919,0.340051265971717
383.9,both,-0.521876002066918,0.547038202264538,0.340082201556404
239.1,both,0.521843970396026,0.547036683506595,0.340110501246157
450.7,both,0.521753510559327,0.547032394901064,0.340190431111476
288.5,ki67,0.521713414783693,0.547030494229647,0.34022586399259
171.8,ki67,-0.521687679149575,0.547029274349575,0.340248608169979
470.7,other,0.521669866062559,0.547028430035274,0.340264351360413
494,ki67,0.521635542117007,0.547026803208023,0.3402946883548
441.3,ki67,0.52160888906968,0.547025540023288,0.340318246858204
280.2,ki67,0.521576328913388,0.54702399696283,0.340347028267145
849.7,ki67,0.521568484147842,0.547023625204792,0.340353962883192
78,gfap,0.521544738109396,0.547022499928916,0.340374954544842
463.6,both,0.521474343671932,0.547019164368904,0.340437189348768
285.9,both,0.521459214023401,0.547018447523918,0.340450566374159
676.3,other,0.521440322460436,0.54701755246675,0.340467270079279
568.2,ki67,-0.521426696026614,0.54701690688363,0.340479318793949
295.2,both,0.521416333749913,0.547016415958119,0.340488481499156
466.5,both,0.521394669580814,0.547015389621752,0.34050763834234
240.2,other,-0.521387447094333,0.547015047466721,0.340514025104023
508.7,other,0.521331607973166,0.54701240232047,0.340563405991225
945.2,both,-0.521297964450761,0.54701080872904,0.340593160935909
479.6,other,0.521278185099997,0.547009871887132,0.340610655053121
543.5,ki67,0.52123277214838,0.547007721047275,0.34065082367717
340.2,other,0.521175055833701,0.547004987756012,0.340701879923802
117,other,-0.52113376691319,0.547003032599809,0.340738407862184
248.2,gfap,0.521042265764165,0.546998700268685,0.340819368444645
142,both,0.521002652649676,0.546996824920522,0.340854422704597
148.3,ki67,0.520955608144336,0.5469945979353,0.340896056585441
615.5,gfap,-0.520908485460696,0.546992367441797,0.340937763427831
604.8,gfap,-0.520892143348664,0.546991593953286,0.34095222821234
601.9,ki67,-0.520848827670189,0.546989543891001,0.340990570127794
708.6,other,0.520775049554963,0.546986052464754,0.341055883951232
200.3,ki67,0.520681245675707,0.54698161403464,0.341138939429024
771.5,gfap,-0.520673439997534,0.546981244735103,0.341145851377934
537.9,both,0.520596878834489,0.546977622780172,0.341213651987639
101.5,ki67,0.520579275857414,0.546976790090582,0.341229242144478
637.5,ki67,0.5205744612933,0.546976562347571,0.341233506276939
597.7,other,-0.520567950055757,0.546976254350129,0.341239273171047
490.1,ki67,0.520503543103736,0.546973207942135,0.341296321216288
175.1,both,0.520476127690425,0.546971911319691,0.341320606384674
649.5,both,0.520433789967924,0.546969909069071,0.341358112571015
194,both,-0.520379367918938,0.546967335550671,0.341406328513331
763.5,gfap,-0.52037867808588,0.546967302931387,0.341406939712502
371.6,ki67,-0.520338729494636,0.5469654140021,0.341442335955651
174.2,ki67,-0.520317835812711,0.546964426120352,0.341460849776266
204.1,both,0.520310953604597,0.54696410072847,0.341466948240149
216.8,both,0.520302446677765,0.546963698525312,0.341474486511548
498.1,both,0.52027272213032,0.546962293213192,0.341500827390624
387.5,ki67,-0.520221638244854,0.546959878257027,0.341546099697982
416.2,ki67,-0.520198107850963,0.546958765949739,0.341566954641257
856,gfap,-0.520187829809337,0.546958280110622,0.341576064345622
276.6,gfap,-0.520146514732741,0.546956327255162,0.341612684821376
254.4,ki67,0.520128281139352,0.546955465448074,0.341628847469208
233.2,both,0.520113024764955,0.546954744380808,0.341642371481071
91.3,both,-0.520109371738862,0.546954571729578,0.341645609764534
746.7,other,-0.520108945905279,0.546954551603684,0.341645987253008
571.1,gfap,0.520100067970742,0.546954132015253,0.341653857341298
821,ki67,-0.520062624509466,0.546952362439805,0.341687051599119
220,gfap,0.520041936383012,0.546951384772535,0.341705392994261
146.8,ki67,0.519971443921742,0.546948053760319,0.341767894701941
500.8,ki67,-0.519970865768611,0.546948026442371,0.341768407352826
192.6,gfap,-0.51996799579695,0.54694789083558,0.341770952177543
353.3,gfap,0.519940561816983,0.546946594610083,0.341795278794251
999.1,other,-0.519922651089298,0.546945748383066,0.341811161519493
537,other,-0.519880768558998,0.546943769670483,0.341848303890231
213.3,ki67,0.519783166348577,0.546939159109071,0.34193487131223
162.6,both,0.519741552034956,0.546937193571515,0.341971785691509
